pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
,,-0.120386,0.456856,,,All
,,-0.120366,0.456966,,,All
,,-0.12015,0.457077,,,All
,,-0.120141,0.457187,,,All
,,-0.119963,0.457298,,,All
,,-0.119491,0.457408,,,All
,,-0.119368,0.457519,,,All
,,-0.11902,0.457629,,,All
,,-0.118719,0.457739,,,All
,,-0.117415,0.45785,,,All
,,-0.116504,0.45796,,,All
,,-0.11607,0.458071,,,All
,,-0.115617,0.458181,,,All
,,-0.115284,0.458292,,,All
,,-0.115205,0.458402,,,All
,,-0.114928,0.458513,,,All
,,-0.114856,0.458623,,,All
,,-0.113926,0.458734,,,All
,,-0.113748,0.458844,,,All
,,-0.113485,0.458955,,,All
,,-0.113032,0.459065,,,All
,,-0.11299,0.459176,,,All
,,-0.112646,0.459286,,,All
,,-0.112565,0.459397,,,All
,,-0.112389,0.459507,,,All
,,-0.112328,0.459618,,,All
,,-0.11229,0.459728,,,All
,,-0.112132,0.459839,,,All
,,-0.11203,0.459949,,,All
,,-0.111744,0.46006,,,All
,,-0.111427,0.46017,,,All
,,-0.111338,0.460281,,,All
,,-0.110814,0.460391,,,All
,,-0.110669,0.460502,,,All
,,-0.109421,0.460612,,,All
,,-0.109226,0.460723,,,All
,,-0.10829,0.460833,,,All
,,-0.10809,0.460944,,,All
,,-0.107744,0.461054,,,All
,,-0.107737,0.461165,,,All
,,-0.107631,0.461275,,,All
,,-0.107128,0.461385,,,All
,,-0.10688,0.461496,,,All
,,-0.10667,0.461606,,,All
,,-0.106635,0.461717,,,All
,,-0.106632,0.461827,,,All
,,-0.106488,0.461938,,,All
,,-0.106026,0.462048,,,All
,,-0.105695,0.462159,,,All
,,-0.104971,0.462269,,,All
,,-0.104909,0.46238,,,All
,,-0.104675,0.46249,,,All
,,-0.104646,0.462601,,,All
,,-0.104624,0.462711,,,All
,,-0.104553,0.462822,,,All
,,-0.104242,0.462932,,,All
,,-0.103544,0.463043,,,All
,,-0.103212,0.463153,,,All
,,-0.102809,0.463264,,,All
,,-0.102799,0.463374,,,All
,,-0.102698,0.463485,,,All
,,-0.102302,0.463595,,,All
,,-0.102298,0.463706,,,All
,,-0.102157,0.463816,,,All
,,-0.102032,0.463927,,,All
,,-0.10149,0.464037,,,All
,,-0.101477,0.464148,,,All
,,-0.101176,0.464258,,,All
,,-0.100371,0.464369,,,All
,,-0.10017,0.464479,,,All
,,-0.0997416,0.46459,,,All
,,-0.0985093,0.4647,,,All
,,-0.09766,0.464811,,,All
,,-0.0970508,0.464921,,,All
,,-0.0967359,0.465031,,,All
,,-0.0966869,0.465142,,,All
,,-0.0962126,0.465252,,,All
,,-0.0961757,0.465363,,,All
,,-0.0959497,0.465473,,,All
,,-0.0948497,0.465584,,,All
,,-0.0946702,0.465694,,,All
,,-0.0944777,0.465805,,,All
,,-0.0938675,0.465915,,,All
,,-0.0937546,0.466026,,,All
,,-0.0937019,0.466136,,,All
,,-0.0935243,0.466247,,,All
,,-0.093397,0.466357,,,All
,,-0.0927399,0.466468,,,All
,,-0.0926799,0.466578,,,All
,,-0.0923881,0.466689,,,All
,,-0.0922256,0.466799,,,All
,,-0.0922254,0.46691,,,All
,,-0.0919577,0.46702,,,All
,,-0.0915954,0.467131,,,All
,,-0.0914858,0.467241,,,All
,,-0.0914494,0.467352,,,All
,,-0.0914473,0.467462,,,All
,,-0.0910013,0.467573,,,All
,,-0.0909896,0.467683,,,All
,,-0.0901251,0.467794,,,All
,,-0.0900221,0.467904,,,All
,,-0.0895258,0.468015,,,All
,,-0.0891905,0.468125,,,All
,,-0.0889957,0.468236,,,All
,,-0.0883519,0.468346,,,All
,,-0.0877763,0.468457,,,All
,,-0.0872023,0.468567,,,All
,,-0.0870296,0.468677,,,All
,,-0.0869222,0.468788,,,All
,,-0.0868619,0.468898,,,All
,,-0.086523,0.469009,,,All
,,-0.0852987,0.469119,,,All
,,-0.084796,0.46923,,,All
,,-0.0846491,0.46934,,,All
,,-0.0841386,0.469451,,,All
,,-0.0840321,0.469561,,,All
,,-0.0839536,0.469672,,,All
,,-0.0838936,0.469782,,,All
,,-0.0838032,0.469893,,,All
,,-0.0838001,0.470003,,,All
,,-0.0837045,0.470114,,,All
,,-0.0835294,0.470224,,,All
,,-0.0833819,0.470335,,,All
,,-0.082904,0.470445,,,All
,,-0.0819703,0.470556,,,All
,,-0.0818525,0.470666,,,All
,,-0.0816742,0.470777,,,All
,,-0.0812649,0.470887,,,All
,,-0.0804954,0.470998,,,All
,,-0.0793534,0.471108,,,All
,,-0.0790115,0.471219,,,All
,,-0.0789778,0.471329,,,All
,,-0.0786857,0.47144,,,All
,,-0.078663,0.47155,,,All
,,-0.0781124,0.471661,,,All
,,-0.077993,0.471771,,,All
,,-0.0772509,0.471882,,,All
,,-0.0771889,0.471992,,,All
,,-0.0770763,0.472103,,,All
,,-0.076362,0.472213,,,All
,,-0.076244,0.472324,,,All
,,-0.0758895,0.472434,,,All
,,-0.0752372,0.472544,,,All
,,-0.0747791,0.472655,,,All
,,-0.0746846,0.472765,,,All
,,-0.0740699,0.472876,,,All
,,-0.0734327,0.472986,,,All
,,-0.0734241,0.473097,,,All
,,-0.0730227,0.473207,,,All
,,-0.0725191,0.473318,,,All
,,-0.0719434,0.473428,,,All
,,-0.071454,0.473539,,,All
,,-0.0712754,0.473649,,,All
,,-0.0712458,0.47376,,,All
,,-0.0711678,0.47387,,,All
,,-0.0706777,0.473981,,,All
,,-0.0705809,0.474091,,,All
,,-0.0699748,0.474202,,,All
,,-0.069835,0.474312,,,All
,,-0.068929,0.474423,,,All
,,-0.0680397,0.474533,,,All
,,-0.0678806,0.474644,,,All
,,-0.0676515,0.474754,,,All
,,-0.0673745,0.474865,,,All
,,-0.0673496,0.474975,,,All
,,-0.0673063,0.475086,,,All
,,-0.0670949,0.475196,,,All
,,-0.0667032,0.475307,,,All
,,-0.0651814,0.475417,,,All
,,-0.0651136,0.475528,,,All
,,-0.064417,0.475638,,,All
,,-0.0637319,0.475749,,,All
,,-0.0635283,0.475859,,,All
,,-0.0635191,0.47597,,,All
,,-0.0634773,0.47608,,,All
,,-0.063296,0.47619,,,All
,,-0.0632455,0.476301,,,All
,,-0.0610152,0.476411,,,All
,,-0.0601128,0.476522,,,All
,,-0.0598859,0.476632,,,All
,,-0.0598762,0.476743,,,All
,,-0.0594854,0.476853,,,All
,,-0.0594374,0.476964,,,All
,,-0.0592952,0.477074,,,All
,,-0.0591106,0.477185,,,All
,,-0.0588975,0.477295,,,All
,,-0.0586649,0.477406,,,All
,,-0.0578487,0.477516,,,All
,,-0.0576818,0.477627,,,All
,,-0.0576029,0.477737,,,All
,,-0.05755,0.477848,,,All
,,-0.0574908,0.477958,,,All
,,-0.0573401,0.478069,,,All
,,-0.0571468,0.478179,,,All
,,-0.0567512,0.47829,,,All
,,-0.0566532,0.4784,,,All
,,-0.0564261,0.478511,,,All
,,-0.0560142,0.478621,,,All
,,-0.0559933,0.478732,,,All
,,-0.0559224,0.478842,,,All
,,-0.0555319,0.478953,,,All
,,-0.0549501,0.479063,,,All
,,-0.0548847,0.479174,,,All
,,-0.0547325,0.479284,,,All
,,-0.0547323,0.479395,,,All
,,-0.0544064,0.479505,,,All
,,-0.0542747,0.479616,,,All
,,-0.0541674,0.479726,,,All
,,-0.0538611,0.479836,,,All
,,-0.0532362,0.479947,,,All
,,-0.052656,0.480057,,,All
,,-0.052353,0.480168,,,All
,,-0.0521716,0.480278,,,All
,,-0.0519284,0.480389,,,All
,,-0.0517023,0.480499,,,All
,,-0.0513336,0.48061,,,All
,,-0.0511589,0.48072,,,All
,,-0.0505316,0.480831,,,All
,,-0.0504547,0.480941,,,All
,,-0.0502244,0.481052,,,All
,,-0.0497734,0.481162,,,All
,,-0.0497425,0.481273,,,All
,,-0.0496723,0.481383,,,All
,,-0.0491588,0.481494,,,All
,,-0.0491461,0.481604,,,All
,,-0.0489694,0.481715,,,All
,,-0.048958,0.481825,,,All
,,-0.0489349,0.481936,,,All
,,-0.0487216,0.482046,,,All
,,-0.0486304,0.482157,,,All
,,-0.0482166,0.482267,,,All
,,-0.0479444,0.482378,,,All
,,-0.0474952,0.482488,,,All
,,-0.0474284,0.482599,,,All
,,-0.0473241,0.482709,,,All
,,-0.0467893,0.48282,,,All
,,-0.0466604,0.48293,,,All
,,-0.0459315,0.483041,,,All
,,-0.0456813,0.483151,,,All
,,-0.0443032,0.483262,,,All
,,-0.0439815,0.483372,,,All
,,-0.0439342,0.483482,,,All
,,-0.0438447,0.483593,,,All
,,-0.043543,0.483703,,,All
,,-0.0434696,0.483814,,,All
,,-0.0432984,0.483924,,,All
,,-0.0432955,0.484035,,,All
,,-0.0432567,0.484145,,,All
,,-0.0432275,0.484256,,,All
,,-0.0432081,0.484366,,,All
,,-0.0432024,0.484477,,,All
,,-0.0429488,0.484587,,,All
,,-0.0428875,0.484698,,,All
,,-0.0423955,0.484808,,,All
,,-0.0423924,0.484919,,,All
,,-0.0422903,0.485029,,,All
,,-0.0422615,0.48514,,,All
,,-0.0419747,0.48525,,,All
,,-0.0415124,0.485361,,,All
,,-0.0413493,0.485471,,,All
,,-0.0412885,0.485582,,,All
,,-0.041276,0.485692,,,All
,,-0.0412087,0.485803,,,All
,,-0.0407972,0.485913,,,All
,,-0.0407864,0.486024,,,All
,,-0.0407616,0.486134,,,All
,,-0.0407552,0.486245,,,All
,,-0.0406333,0.486355,,,All
,,-0.0392983,0.486466,,,All
,,-0.0390692,0.486576,,,All
,,-0.038755,0.486687,,,All
,,-0.0387535,0.486797,,,All
,,-0.0385622,0.486908,,,All
,,-0.0384633,0.487018,,,All
,,-0.0381798,0.487128,,,All
,,-0.0380748,0.487239,,,All
,,-0.0380352,0.487349,,,All
,,-0.0379405,0.48746,,,All
,,-0.0379247,0.48757,,,All
,,-0.0377801,0.487681,,,All
,,-0.0375439,0.487791,,,All
,,-0.0369624,0.487902,,,All
,,-0.036744,0.488012,,,All
,,-0.0365154,0.488123,,,All
,,-0.0364391,0.488233,,,All
,,-0.036377,0.488344,,,All
,,-0.036315,0.488454,,,All
,,-0.036103,0.488565,,,All
,,-0.036017,0.488675,,,All
,,-0.0358956,0.488786,,,All
,,-0.0357132,0.488896,,,All
,,-0.0354958,0.489007,,,All
,,-0.0353254,0.489117,,,All
,,-0.0352519,0.489228,,,All
,,-0.0352048,0.489338,,,All
,,-0.0347979,0.489449,,,All
,,-0.0346981,0.489559,,,All
,,-0.0341942,0.48967,,,All
,,-0.0341864,0.48978,,,All
,,-0.034049,0.489891,,,All
,,-0.0337886,0.490001,,,All
,,-0.0336472,0.490112,,,All
,,-0.0334095,0.490222,,,All
,,-0.0333342,0.490333,,,All
,,-0.033168,0.490443,,,All
,,-0.0331405,0.490554,,,All
,,-0.0325235,0.490664,,,All
,,-0.0323355,0.490775,,,All
,,-0.0320988,0.490885,,,All
,,-0.0319445,0.490995,,,All
,,-0.0307863,0.491106,,,All
,,-0.0295572,0.491216,,,All
,,-0.0290066,0.491327,,,All
,,-0.0289994,0.491437,,,All
,,-0.0289416,0.491548,,,All
,,-0.0285915,0.491658,,,All
,,-0.0285178,0.491769,,,All
,,-0.0283063,0.491879,,,All
,,-0.0275726,0.49199,,,All
,,-0.027504,0.4921,,,All
,,-0.0267646,0.492211,,,All
,,-0.0266155,0.492321,,,All
,,-0.0265996,0.492432,,,All
,,-0.0259612,0.492542,,,All
,,-0.0258981,0.492653,,,All
,,-0.0254939,0.492763,,,All
,,-0.025445,0.492874,,,All
,,-0.0251302,0.492984,,,All
,,-0.0251086,0.493095,,,All
,,-0.0247367,0.493205,,,All
,,-0.0245132,0.493316,,,All
,,-0.0244363,0.493426,,,All
,,-0.0241215,0.493537,,,All
,,-0.0236305,0.493647,,,All
,,-0.0235162,0.493758,,,All
,,-0.0233091,0.493868,,,All
,,-0.0230162,0.493979,,,All
,,-0.0225338,0.494089,,,All
,,-0.0222541,0.4942,,,All
,,-0.0215714,0.49431,,,All
,,-0.0213353,0.494421,,,All
,,-0.0208531,0.494531,,,All
,,-0.0205566,0.494641,,,All
,,-0.020433,0.494752,,,All
,,-0.020319,0.494862,,,All
,,-0.0198111,0.494973,,,All
,,-0.0196681,0.495083,,,All
,,-0.0195774,0.495194,,,All
,,-0.0190966,0.495304,,,All
,,-0.0189968,0.495415,,,All
,,-0.0188,0.495525,,,All
,,-0.018747,0.495636,,,All
,,-0.0186177,0.495746,,,All
,,-0.0179123,0.495857,,,All
,,-0.0178212,0.495967,,,All
,,-0.017308,0.496078,,,All
,,-0.0169239,0.496188,,,All
,,-0.0165483,0.496299,,,All
,,-0.0159675,0.496409,,,All
,,-0.0157351,0.49652,,,All
,,-0.0157307,0.49663,,,All
,,-0.0145048,0.496741,,,All
,,-0.0144501,0.496851,,,All
,,-0.0141341,0.496962,,,All
,,-0.0139937,0.497072,,,All
,,-0.0129776,0.497183,,,All
,,-0.0128214,0.497293,,,All
,,-0.0127314,0.497404,,,All
,,-0.0126661,0.497514,,,All
,,-0.0126467,0.497625,,,All
,,-0.0124621,0.497735,,,All
,,-0.0123704,0.497846,,,All
,,-0.0111192,0.497956,,,All
,,-0.0108658,0.498067,,,All
,,-0.0106584,0.498177,,,All
,,-0.0103161,0.498287,,,All
,,-0.00998682,0.498398,,,All
,,-0.0094714,0.498508,,,All
,,-0.00930199,0.498619,,,All
,,-0.00912045,0.498729,,,All
,,-0.00872417,0.49884,,,All
,,-0.00726436,0.49895,,,All
,,-0.00720948,0.499061,,,All
,,-0.00692211,0.499171,,,All
,,-0.00613759,0.499282,,,All
,,-0.005273,0.499392,,,All
,,-0.00520378,0.499503,,,All
,,-0.00477085,0.499613,,,All
,,-0.00444629,0.499724,,,All
,,-0.00410191,0.499834,,,All
,,-0.0035288,0.499945,,,All
,,-0.00316568,0.500055,,,All
,,-0.00293841,0.500166,,,All
,,-0.0028951,0.500276,,,All
,,-0.00269144,0.500387,,,All
,,-0.00262174,0.500497,,,All
,,-0.00243473,0.500608,,,All
,,-0.00231442,0.500718,,,All
,,-0.00226806,0.500829,,,All
,,-0.00216193,0.500939,,,All
,,-0.00206334,0.50105,,,All
,,-0.00194599,0.50116,,,All
,,-0.00103174,0.501271,,,All
,,-0.00061072,0.501381,,,All
,,-0.000535899,0.501492,,,All
,,5.64253e-05,0.501602,,,All
,,0.000119038,0.501713,,,All
,,0.000255087,0.501823,,,All
,,0.000526524,0.501933,,,All
,,0.000701257,0.502044,,,All
,,0.000995372,0.502154,,,All
,,0.00103596,0.502265,,,All
,,0.00125904,0.502375,,,All
,,0.00145646,0.502486,,,All
,,0.00150821,0.502596,,,All
,,0.00160049,0.502707,,,All
,,0.00217403,0.502817,,,All
,,0.00229256,0.502928,,,All
,,0.00229513,0.503038,,,All
,,0.00232253,0.503149,,,All
,,0.00260023,0.503259,,,All
,,0.00265108,0.50337,,,All
,,0.00273052,0.50348,,,All
,,0.00280443,0.503591,,,All
,,0.0029117,0.503701,,,All
,,0.00336599,0.503812,,,All
,,0.00340921,0.503922,,,All
,,0.00362543,0.504033,,,All
,,0.00372824,0.504143,,,All
,,0.00444599,0.504254,,,All
,,0.00450944,0.504364,,,All
,,0.00515916,0.504475,,,All
,,0.00524324,0.504585,,,All
,,0.00534459,0.504696,,,All
,,0.00587543,0.504806,,,All
,,0.00599362,0.504917,,,All
,,0.00625765,0.505027,,,All
,,0.00648588,0.505138,,,All
,,0.00681119,0.505248,,,All
,,0.00745458,0.505359,,,All
,,0.00780472,0.505469,,,All
,,0.00831788,0.505579,,,All
,,0.00850335,0.50569,,,All
,,0.00853778,0.5058,,,All
,,0.00859629,0.505911,,,All
,,0.00869679,0.506021,,,All
,,0.00874404,0.506132,,,All
,,0.00874924,0.506242,,,All
,,0.00903284,0.506353,,,All
,,0.00947694,0.506463,,,All
,,0.0096527,0.506574,,,All
,,0.0099035,0.506684,,,All
,,0.00993148,0.506795,,,All
,,0.0102924,0.506905,,,All
,,0.010404,0.507016,,,All
,,0.0113464,0.507126,,,All
,,0.0114923,0.507237,,,All
,,0.0115513,0.507347,,,All
,,0.0116365,0.507458,,,All
,,0.0124708,0.507568,,,All
,,0.0126411,0.507679,,,All
,,0.0129952,0.507789,,,All
,,0.0130358,0.5079,,,All
,,0.0133974,0.50801,,,All
,,0.0136139,0.508121,,,All
,,0.0138783,0.508231,,,All
,,0.0140416,0.508342,,,All
,,0.0142465,0.508452,,,All
,,0.0146346,0.508563,,,All
,,0.0147481,0.508673,,,All
,,0.0148369,0.508784,,,All
,,0.0148562,0.508894,,,All
,,0.0148849,0.509005,,,All
,,0.0154698,0.509115,,,All
,,0.0156107,0.509225,,,All
,,0.0157711,0.509336,,,All
,,0.015821,0.509446,,,All
,,0.0166074,0.509557,,,All
,,0.0170364,0.509667,,,All
,,0.0170902,0.509778,,,All
,,0.0178056,0.509888,,,All
,,0.0178071,0.509999,,,All
,,0.0180637,0.510109,,,All
,,0.0182528,0.51022,,,All
,,0.0184814,0.51033,,,All
,,0.019304,0.510441,,,All
,,0.0193597,0.510551,,,All
,,0.0196592,0.510662,,,All
,,0.0202697,0.510772,,,All
,,0.0202995,0.510883,,,All
,,0.0206905,0.510993,,,All
,,0.0210379,0.511104,,,All
,,0.0212164,0.511214,,,All
,,0.0213492,0.511325,,,All
,,0.0222807,0.511435,,,All
,,0.0224726,0.511546,,,All
,,0.0225908,0.511656,,,All
,,0.0226089,0.511767,,,All
,,0.0227406,0.511877,,,All
,,0.0228007,0.511988,,,All
,,0.0229855,0.512098,,,All
,,0.0230613,0.512209,,,All
,,0.0234733,0.512319,,,All
,,0.0236629,0.51243,,,All
,,0.023835,0.51254,,,All
,,0.0238445,0.512651,,,All
,,0.024494,0.512761,,,All
,,0.0252039,0.512872,,,All
,,0.0253905,0.512982,,,All
,,0.0259557,0.513092,,,All
,,0.0260078,0.513203,,,All
,,0.0261706,0.513313,,,All
,,0.0268125,0.513424,,,All
,,0.0269207,0.513534,,,All
,,0.0271852,0.513645,,,All
,,0.0273065,0.513755,,,All
,,0.0275494,0.513866,,,All
,,0.0297702,0.513976,,,All
,,0.0302303,0.514087,,,All
,,0.0302731,0.514197,,,All
,,0.0303756,0.514308,,,All
,,0.0304573,0.514418,,,All
,,0.0308683,0.514529,,,All
,,0.0335387,0.514639,,,All
,,0.0335983,0.51475,,,All
,,0.0335984,0.51486,,,All
,,0.0336788,0.514971,,,All
,,0.0341585,0.515081,,,All
,,0.0341634,0.515192,,,All
,,0.0343233,0.515302,,,All
,,0.0348227,0.515413,,,All
,,0.0352468,0.515523,,,All
,,0.0353624,0.515634,,,All
,,0.0354246,0.515744,,,All
,,0.0354833,0.515855,,,All
,,0.0355157,0.515965,,,All
,,0.035725,0.516076,,,All
,,0.0361802,0.516186,,,All
,,0.0364118,0.516297,,,All
,,0.0364226,0.516407,,,All
,,0.0364884,0.516518,,,All
,,0.0370037,0.516628,,,All
,,0.0373662,0.516738,,,All
,,0.0376319,0.516849,,,All
,,0.0378805,0.516959,,,All
,,0.0380209,0.51707,,,All
,,0.0380582,0.51718,,,All
,,0.0384466,0.517291,,,All
,,0.0393486,0.517401,,,All
,,0.0394177,0.517512,,,All
,,0.0396927,0.517622,,,All
,,0.0404605,0.517733,,,All
,,0.0408536,0.517843,,,All
,,0.0410891,0.517954,,,All
,,0.0413313,0.518064,,,All
,,0.0413396,0.518175,,,All
,,0.0414608,0.518285,,,All
,,0.0415087,0.518396,,,All
,,0.0416246,0.518506,,,All
,,0.0420084,0.518617,,,All
,,0.0422783,0.518727,,,All
,,0.0424208,0.518838,,,All
,,0.0424621,0.518948,,,All
,,0.0430594,0.519059,,,All
,,0.043061,0.519169,,,All
,,0.0431277,0.51928,,,All
,,0.0434104,0.51939,,,All
,,0.0434138,0.519501,,,All
,,0.0435017,0.519611,,,All
,,0.0439524,0.519722,,,All
,,0.0442076,0.519832,,,All
,,0.0442407,0.519943,,,All
,,0.0446533,0.520053,,,All
,,0.0448109,0.520164,,,All
,,0.0455594,0.520274,,,All
,,0.0457113,0.520384,,,All
,,0.0461465,0.520495,,,All
,,0.0462942,0.520605,,,All
,,0.0463631,0.520716,,,All
,,0.0465664,0.520826,,,All
,,0.0469117,0.520937,,,All
,,0.0469473,0.521047,,,All
,,0.0470416,0.521158,,,All
,,0.0472627,0.521268,,,All
,,0.0474958,0.521379,,,All
,,0.0475674,0.521489,,,All
,,0.0477079,0.5216,,,All
,,0.0479252,0.52171,,,All
,,0.0479777,0.521821,,,All
,,0.0485034,0.521931,,,All
,,0.0491836,0.522042,,,All
,,0.0491892,0.522152,,,All
,,0.0496743,0.522263,,,All
,,0.0497026,0.522373,,,All
,,0.0515069,0.522484,,,All
,,0.0516557,0.522594,,,All
,,0.0517445,0.522705,,,All
,,0.0518033,0.522815,,,All
,,0.0518565,0.522926,,,All
,,0.0521576,0.523036,,,All
,,0.0523945,0.523147,,,All
,,0.0524557,0.523257,,,All
,,0.0528896,0.523368,,,All
,,0.0530912,0.523478,,,All
,,0.0531719,0.523589,,,All
,,0.053434,0.523699,,,All
,,0.0535761,0.52381,,,All
,,0.0536438,0.52392,,,All
,,0.0542964,0.52403,,,All
,,0.0544492,0.524141,,,All
,,0.0544785,0.524251,,,All
,,0.0551522,0.524362,,,All
,,0.0553961,0.524472,,,All
,,0.0558164,0.524583,,,All
,,0.0558264,0.524693,,,All
,,0.0559128,0.524804,,,All
,,0.0559504,0.524914,,,All
,,0.0561193,0.525025,,,All
,,0.0562576,0.525135,,,All
,,0.0567444,0.525246,,,All
,,0.0575638,0.525356,,,All
,,0.0586637,0.525467,,,All
,,0.058926,0.525577,,,All
,,0.0592508,0.525688,,,All
,,0.0594272,0.525798,,,All
,,0.0594369,0.525909,,,All
,,0.0594586,0.526019,,,All
,,0.0595623,0.52613,,,All
,,0.0596991,0.52624,,,All
,,0.0598873,0.526351,,,All
,,0.0598884,0.526461,,,All
,,0.0602759,0.526572,,,All
,,0.060753,0.526682,,,All
,,0.060886,0.526793,,,All
,,0.0611206,0.526903,,,All
,,0.0611565,0.527014,,,All
,,0.0613139,0.527124,,,All
,,0.0614502,0.527235,,,All
,,0.0619689,0.527345,,,All
,,0.0619875,0.527456,,,All
,,0.0621426,0.527566,,,All
,,0.0622778,0.527676,,,All
,,0.0623752,0.527787,,,All
,,0.0632419,0.527897,,,All
,,0.0632756,0.528008,,,All
,,0.0635251,0.528118,,,All
,,0.0639979,0.528229,,,All
,,0.0641436,0.528339,,,All
,,0.0642575,0.52845,,,All
,,0.0645375,0.52856,,,All
,,0.0646285,0.528671,,,All
,,0.0652049,0.528781,,,All
,,0.0652522,0.528892,,,All
,,0.0653334,0.529002,,,All
,,0.0655031,0.529113,,,All
,,0.0655801,0.529223,,,All
,,0.0658662,0.529334,,,All
,,0.0665548,0.529444,,,All
,,0.0671017,0.529555,,,All
,,0.0671595,0.529665,,,All
,,0.0673414,0.529776,,,All
,,0.067374,0.529886,,,All
,,0.0675591,0.529997,,,All
,,0.0677239,0.530107,,,All
,,0.0678781,0.530218,,,All
,,0.0679863,0.530328,,,All
,,0.0683684,0.530439,,,All
,,0.0683877,0.530549,,,All
,,0.0686057,0.53066,,,All
,,0.0687879,0.53077,,,All
,,0.0691246,0.530881,,,All
,,0.0692987,0.530991,,,All
,,0.0693865,0.531102,,,All
,,0.0694775,0.531212,,,All
,,0.0695466,0.531323,,,All
,,0.0697425,0.531433,,,All
,,0.0699413,0.531543,,,All
,,0.0701661,0.531654,,,All
,,0.0701704,0.531764,,,All
,,0.070186,0.531875,,,All
,,0.0703026,0.531985,,,All
,,0.0712121,0.532096,,,All
,,0.0713946,0.532206,,,All
,,0.0715273,0.532317,,,All
,,0.0717292,0.532427,,,All
,,0.0718575,0.532538,,,All
,,0.0720728,0.532648,,,All
,,0.0721383,0.532759,,,All
,,0.0727572,0.532869,,,All
,,0.0729111,0.53298,,,All
,,0.0739971,0.53309,,,All
,,0.0741961,0.533201,,,All
,,0.0743301,0.533311,,,All
,,0.0743961,0.533422,,,All
,,0.0747787,0.533532,,,All
,,0.0748703,0.533643,,,All
,,0.0749013,0.533753,,,All
,,0.0763616,0.533864,,,All
,,0.0763946,0.533974,,,All
,,0.0765423,0.534085,,,All
,,0.0766048,0.534195,,,All
,,0.077502,0.534306,,,All
,,0.0779292,0.534416,,,All
,,0.0779366,0.534527,,,All
,,0.0781858,0.534637,,,All
,,0.0783474,0.534748,,,All
,,0.0785029,0.534858,,,All
,,0.0785252,0.534969,,,All
,,0.0785751,0.535079,,,All
,,0.079304,0.535189,,,All
,,0.0793109,0.5353,,,All
,,0.079312,0.53541,,,All
,,0.0798955,0.535521,,,All
,,0.0809299,0.535631,,,All
,,0.0809689,0.535742,,,All
,,0.0816127,0.535852,,,All
,,0.0817941,0.535963,,,All
,,0.0819307,0.536073,,,All
,,0.0819908,0.536184,,,All
,,0.0822699,0.536294,,,All
,,0.0823081,0.536405,,,All
,,0.0823095,0.536515,,,All
,,0.0825953,0.536626,,,All
,,0.082876,0.536736,,,All
,,0.0835207,0.536847,,,All
,,0.0837546,0.536957,,,All
,,0.0843931,0.537068,,,All
,,0.0850708,0.537178,,,All
,,0.0850874,0.537289,,,All
,,0.0851734,0.537399,,,All
,,0.0854606,0.53751,,,All
,,0.0857216,0.53762,,,All
,,0.0857931,0.537731,,,All
,,0.0860391,0.537841,,,All
,,0.0864002,0.537952,,,All
,,0.086798,0.538062,,,All
,,0.0870446,0.538173,,,All
,,0.0873224,0.538283,,,All
,,0.0874059,0.538394,,,All
,,0.0877089,0.538504,,,All
,,0.0880082,0.538615,,,All
,,0.0880611,0.538725,,,All
,,0.0883423,0.538835,,,All
,,0.0887298,0.538946,,,All
,,0.0888438,0.539056,,,All
,,0.089021,0.539167,,,All
,,0.0896167,0.539277,,,All
,,0.0897658,0.539388,,,All
,,0.0898723,0.539498,,,All
,,0.0900516,0.539609,,,All
,,0.0902581,0.539719,,,All
,,0.0902634,0.53983,,,All
,,0.0907976,0.53994,,,All
,,0.091009,0.540051,,,All
,,0.0912542,0.540161,,,All
,,0.0915374,0.540272,,,All
,,0.0919913,0.540382,,,All
,,0.0923522,0.540493,,,All
,,0.092502,0.540603,,,All
,,0.0925311,0.540714,,,All
,,0.0925869,0.540824,,,All
,,0.0926874,0.540935,,,All
,,0.0926896,0.541045,,,All
,,0.0927709,0.541156,,,All
,,0.0928068,0.541266,,,All
,,0.09288,0.541377,,,All
,,0.0933783,0.541487,,,All
,,0.0935346,0.541598,,,All
,,0.093543,0.541708,,,All
,,0.0938234,0.541819,,,All
,,0.0940027,0.541929,,,All
,,0.0942847,0.54204,,,All
,,0.0945648,0.54215,,,All
,,0.0946117,0.542261,,,All
,,0.0948411,0.542371,,,All
,,0.0953278,0.542481,,,All
,,0.0953668,0.542592,,,All
,,0.0956776,0.542702,,,All
,,0.0957725,0.542813,,,All
,,0.0961178,0.542923,,,All
,,0.0964775,0.543034,,,All
,,0.0966048,0.543144,,,All
,,0.0969989,0.543255,,,All
,,0.0970148,0.543365,,,All
,,0.0975387,0.543476,,,All
,,0.0979131,0.543586,,,All
,,0.0979412,0.543697,,,All
,,0.0983863,0.543807,,,All
,,0.0987725,0.543918,,,All
,,0.0989172,0.544028,,,All
,,0.099015,0.544139,,,All
,,0.0991557,0.544249,,,All
,,0.0994087,0.54436,,,All
,,0.0996238,0.54447,,,All
,,0.0996716,0.544581,,,All
,,0.0998619,0.544691,,,All
,,0.0998973,0.544802,,,All
,,0.0999923,0.544912,,,All
,,0.100159,0.545023,,,All
,,0.100413,0.545133,,,All
,,0.10048,0.545244,,,All
,,0.100793,0.545354,,,All
,,0.100994,0.545465,,,All
,,0.101331,0.545575,,,All
