pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
,,-0.743294,0.229809,,,All
,,-0.743138,0.229919,,,All
,,-0.742874,0.23003,,,All
,,-0.742684,0.23014,,,All
,,-0.7422,0.230251,,,All
,,-0.742115,0.230361,,,All
,,-0.741209,0.230472,,,All
,,-0.740942,0.230582,,,All
,,-0.740845,0.230693,,,All
,,-0.740298,0.230803,,,All
,,-0.74023,0.230914,,,All
,,-0.740017,0.231024,,,All
,,-0.738562,0.231135,,,All
,,-0.73768,0.231245,,,All
,,-0.737485,0.231356,,,All
,,-0.737143,0.231466,,,All
,,-0.737016,0.231577,,,All
,,-0.736969,0.231687,,,All
,,-0.736636,0.231798,,,All
,,-0.736595,0.231908,,,All
,,-0.734942,0.232019,,,All
,,-0.734736,0.232129,,,All
,,-0.732765,0.23224,,,All
,,-0.732218,0.23235,,,All
,,-0.731948,0.232461,,,All
,,-0.7319,0.232571,,,All
,,-0.731869,0.232681,,,All
,,-0.731534,0.232792,,,All
,,-0.730118,0.232902,,,All
,,-0.729901,0.233013,,,All
,,-0.729794,0.233123,,,All
,,-0.729691,0.233234,,,All
,,-0.728906,0.233344,,,All
,,-0.728043,0.233455,,,All
,,-0.727993,0.233565,,,All
,,-0.726701,0.233676,,,All
,,-0.726639,0.233786,,,All
,,-0.726454,0.233897,,,All
,,-0.726394,0.234007,,,All
,,-0.725828,0.234118,,,All
,,-0.725419,0.234228,,,All
,,-0.725179,0.234339,,,All
,,-0.725115,0.234449,,,All
,,-0.725054,0.23456,,,All
,,-0.72469,0.23467,,,All
,,-0.724307,0.234781,,,All
,,-0.724274,0.234891,,,All
,,-0.724222,0.235002,,,All
,,-0.723952,0.235112,,,All
,,-0.723841,0.235223,,,All
,,-0.723351,0.235333,,,All
,,-0.72325,0.235444,,,All
,,-0.722841,0.235554,,,All
,,-0.722439,0.235665,,,All
,,-0.722421,0.235775,,,All
,,-0.721327,0.235886,,,All
,,-0.720636,0.235996,,,All
,,-0.720546,0.236107,,,All
,,-0.719982,0.236217,,,All
,,-0.719646,0.236327,,,All
,,-0.719558,0.236438,,,All
,,-0.719491,0.236548,,,All
,,-0.718935,0.236659,,,All
,,-0.718356,0.236769,,,All
,,-0.718332,0.23688,,,All
,,-0.718311,0.23699,,,All
,,-0.71805,0.237101,,,All
,,-0.717363,0.237211,,,All
,,-0.715713,0.237322,,,All
,,-0.715521,0.237432,,,All
,,-0.715202,0.237543,,,All
,,-0.715105,0.237653,,,All
,,-0.714782,0.237764,,,All
,,-0.714729,0.237874,,,All
,,-0.714504,0.237985,,,All
,,-0.714117,0.238095,,,All
,,-0.713061,0.238206,,,All
,,-0.712691,0.238316,,,All
,,-0.711747,0.238427,,,All
,,-0.711637,0.238537,,,All
,,-0.711419,0.238648,,,All
,,-0.710506,0.238758,,,All
,,-0.710487,0.238869,,,All
,,-0.709628,0.238979,,,All
,,-0.70934,0.23909,,,All
,,-0.709077,0.2392,,,All
,,-0.708809,0.239311,,,All
,,-0.708259,0.239421,,,All
,,-0.70718,0.239532,,,All
,,-0.70705,0.239642,,,All
,,-0.706008,0.239753,,,All
,,-0.70592,0.239863,,,All
,,-0.705596,0.239973,,,All
,,-0.705492,0.240084,,,All
,,-0.705027,0.240194,,,All
,,-0.704283,0.240305,,,All
,,-0.70417,0.240415,,,All
,,-0.704058,0.240526,,,All
,,-0.703877,0.240636,,,All
,,-0.703861,0.240747,,,All
,,-0.703441,0.240857,,,All
,,-0.703427,0.240968,,,All
,,-0.703221,0.241078,,,All
,,-0.702861,0.241189,,,All
,,-0.702631,0.241299,,,All
,,-0.702612,0.24141,,,All
,,-0.701592,0.24152,,,All
,,-0.70111,0.241631,,,All
,,-0.700809,0.241741,,,All
,,-0.700764,0.241852,,,All
,,-0.700314,0.241962,,,All
,,-0.700235,0.242073,,,All
,,-0.700023,0.242183,,,All
,,-0.699793,0.242294,,,All
,,-0.699764,0.242404,,,All
,,-0.698929,0.242515,,,All
,,-0.698247,0.242625,,,All
,,-0.697782,0.242736,,,All
,,-0.697749,0.242846,,,All
,,-0.697601,0.242957,,,All
,,-0.697364,0.243067,,,All
,,-0.697354,0.243178,,,All
,,-0.697312,0.243288,,,All
,,-0.697089,0.243399,,,All
,,-0.696991,0.243509,,,All
,,-0.69672,0.243619,,,All
,,-0.69668,0.24373,,,All
,,-0.695642,0.24384,,,All
,,-0.695631,0.243951,,,All
,,-0.695001,0.244061,,,All
,,-0.693657,0.244172,,,All
,,-0.693639,0.244282,,,All
,,-0.692746,0.244393,,,All
,,-0.692652,0.244503,,,All
,,-0.692514,0.244614,,,All
,,-0.691121,0.244724,,,All
,,-0.690694,0.244835,,,All
,,-0.690434,0.244945,,,All
,,-0.690318,0.245056,,,All
,,-0.690239,0.245166,,,All
,,-0.690233,0.245277,,,All
,,-0.689849,0.245387,,,All
,,-0.689841,0.245498,,,All
,,-0.689653,0.245608,,,All
,,-0.689639,0.245719,,,All
,,-0.68934,0.245829,,,All
,,-0.689119,0.24594,,,All
,,-0.689007,0.24605,,,All
,,-0.689002,0.246161,,,All
,,-0.687882,0.246271,,,All
,,-0.687801,0.246382,,,All
,,-0.68748,0.246492,,,All
,,-0.6874,0.246603,,,All
,,-0.687333,0.246713,,,All
,,-0.686723,0.246824,,,All
,,-0.686697,0.246934,,,All
,,-0.686495,0.247045,,,All
,,-0.686441,0.247155,,,All
,,-0.686428,0.247265,,,All
,,-0.685821,0.247376,,,All
,,-0.68479,0.247486,,,All
,,-0.68407,0.247597,,,All
,,-0.683777,0.247707,,,All
,,-0.683421,0.247818,,,All
,,-0.683193,0.247928,,,All
,,-0.683082,0.248039,,,All
,,-0.682541,0.248149,,,All
,,-0.682335,0.24826,,,All
,,-0.682284,0.24837,,,All
,,-0.681991,0.248481,,,All
,,-0.681515,0.248591,,,All
,,-0.68135,0.248702,,,All
,,-0.681166,0.248812,,,All
,,-0.681157,0.248923,,,All
,,-0.681001,0.249033,,,All
,,-0.680972,0.249144,,,All
,,-0.680844,0.249254,,,All
,,-0.679979,0.249365,,,All
,,-0.679881,0.249475,,,All
,,-0.679845,0.249586,,,All
,,-0.67941,0.249696,,,All
,,-0.679299,0.249807,,,All
,,-0.679291,0.249917,,,All
,,-0.678697,0.250028,,,All
,,-0.678089,0.250138,,,All
,,-0.67788,0.250249,,,All
,,-0.677851,0.250359,,,All
,,-0.677369,0.25047,,,All
,,-0.677024,0.25058,,,All
,,-0.676577,0.250691,,,All
,,-0.676146,0.250801,,,All
,,-0.676081,0.250912,,,All
,,-0.676003,0.251022,,,All
,,-0.675954,0.251132,,,All
,,-0.675762,0.251243,,,All
,,-0.675564,0.251353,,,All
,,-0.674852,0.251464,,,All
,,-0.674682,0.251574,,,All
,,-0.674003,0.251685,,,All
,,-0.673183,0.251795,,,All
,,-0.67302,0.251906,,,All
,,-0.67264,0.252016,,,All
,,-0.671396,0.252127,,,All
,,-0.671092,0.252237,,,All
,,-0.670541,0.252348,,,All
,,-0.670355,0.252458,,,All
,,-0.669777,0.252569,,,All
,,-0.669734,0.252679,,,All
,,-0.669322,0.25279,,,All
,,-0.669059,0.2529,,,All
,,-0.668685,0.253011,,,All
,,-0.668574,0.253121,,,All
,,-0.668543,0.253232,,,All
,,-0.668475,0.253342,,,All
,,-0.668409,0.253453,,,All
,,-0.668071,0.253563,,,All
,,-0.668066,0.253674,,,All
,,-0.667981,0.253784,,,All
,,-0.667934,0.253895,,,All
,,-0.667665,0.254005,,,All
,,-0.667547,0.254116,,,All
,,-0.667538,0.254226,,,All
,,-0.667527,0.254337,,,All
,,-0.667412,0.254447,,,All
,,-0.666925,0.254558,,,All
,,-0.665966,0.254668,,,All
,,-0.66595,0.254778,,,All
,,-0.665863,0.254889,,,All
,,-0.665436,0.254999,,,All
,,-0.665191,0.25511,,,All
,,-0.664998,0.25522,,,All
,,-0.664971,0.255331,,,All
,,-0.664966,0.255441,,,All
,,-0.664707,0.255552,,,All
,,-0.664665,0.255662,,,All
,,-0.664565,0.255773,,,All
,,-0.664126,0.255883,,,All
,,-0.664104,0.255994,,,All
,,-0.663844,0.256104,,,All
,,-0.663664,0.256215,,,All
,,-0.663598,0.256325,,,All
,,-0.663188,0.256436,,,All
,,-0.66292,0.256546,,,All
,,-0.662901,0.256657,,,All
,,-0.662791,0.256767,,,All
,,-0.662378,0.256878,,,All
,,-0.662032,0.256988,,,All
,,-0.661793,0.257099,,,All
,,-0.661059,0.257209,,,All
,,-0.660619,0.25732,,,All
,,-0.660041,0.25743,,,All
,,-0.659941,0.257541,,,All
,,-0.659747,0.257651,,,All
,,-0.659734,0.257762,,,All
,,-0.65949,0.257872,,,All
,,-0.659308,0.257983,,,All
,,-0.6593,0.258093,,,All
,,-0.659182,0.258204,,,All
,,-0.658701,0.258314,,,All
,,-0.658564,0.258424,,,All
,,-0.657805,0.258535,,,All
,,-0.657611,0.258645,,,All
,,-0.657199,0.258756,,,All
,,-0.656072,0.258866,,,All
,,-0.654838,0.258977,,,All
,,-0.654804,0.259087,,,All
,,-0.654777,0.259198,,,All
,,-0.654192,0.259308,,,All
,,-0.653995,0.259419,,,All
,,-0.653896,0.259529,,,All
,,-0.653105,0.25964,,,All
,,-0.653072,0.25975,,,All
,,-0.652615,0.259861,,,All
,,-0.652524,0.259971,,,All
,,-0.651337,0.260082,,,All
,,-0.65107,0.260192,,,All
,,-0.650965,0.260303,,,All
,,-0.650938,0.260413,,,All
,,-0.650527,0.260524,,,All
,,-0.65001,0.260634,,,All
,,-0.64997,0.260745,,,All
,,-0.649633,0.260855,,,All
,,-0.649417,0.260966,,,All
,,-0.649363,0.261076,,,All
,,-0.649133,0.261187,,,All
,,-0.649042,0.261297,,,All
,,-0.648463,0.261408,,,All
,,-0.64839,0.261518,,,All
,,-0.647729,0.261629,,,All
,,-0.646988,0.261739,,,All
,,-0.646598,0.26185,,,All
,,-0.646588,0.26196,,,All
,,-0.646331,0.26207,,,All
,,-0.645851,0.262181,,,All
,,-0.6456,0.262291,,,All
,,-0.644943,0.262402,,,All
,,-0.644439,0.262512,,,All
,,-0.643582,0.262623,,,All
,,-0.643407,0.262733,,,All
,,-0.642905,0.262844,,,All
,,-0.642787,0.262954,,,All
,,-0.642658,0.263065,,,All
,,-0.642456,0.263175,,,All
,,-0.642295,0.263286,,,All
,,-0.642185,0.263396,,,All
,,-0.641911,0.263507,,,All
,,-0.641435,0.263617,,,All
,,-0.641355,0.263728,,,All
,,-0.641093,0.263838,,,All
,,-0.640724,0.263949,,,All
,,-0.640629,0.264059,,,All
,,-0.640395,0.26417,,,All
,,-0.63907,0.26428,,,All
,,-0.63822,0.264391,,,All
,,-0.63759,0.264501,,,All
,,-0.637274,0.264612,,,All
,,-0.637103,0.264722,,,All
,,-0.636834,0.264833,,,All
,,-0.636705,0.264943,,,All
,,-0.636666,0.265054,,,All
,,-0.635894,0.265164,,,All
,,-0.635738,0.265275,,,All
,,-0.635544,0.265385,,,All
,,-0.63514,0.265496,,,All
,,-0.63417,0.265606,,,All
,,-0.634079,0.265716,,,All
,,-0.632947,0.265827,,,All
,,-0.632739,0.265937,,,All
,,-0.632241,0.266048,,,All
,,-0.632139,0.266158,,,All
,,-0.631969,0.266269,,,All
,,-0.631852,0.266379,,,All
,,-0.631478,0.26649,,,All
,,-0.631049,0.2666,,,All
,,-0.630675,0.266711,,,All
,,-0.630465,0.266821,,,All
,,-0.630446,0.266932,,,All
,,-0.630441,0.267042,,,All
,,-0.629936,0.267153,,,All
,,-0.629828,0.267263,,,All
,,-0.629429,0.267374,,,All
,,-0.628173,0.267484,,,All
,,-0.62625,0.267595,,,All
,,-0.62618,0.267705,,,All
,,-0.625695,0.267816,,,All
,,-0.625158,0.267926,,,All
,,-0.625098,0.268037,,,All
,,-0.624869,0.268147,,,All
,,-0.624732,0.268258,,,All
,,-0.624331,0.268368,,,All
,,-0.623304,0.268479,,,All
,,-0.623272,0.268589,,,All
,,-0.621458,0.2687,,,All
,,-0.621258,0.26881,,,All
,,-0.620944,0.268921,,,All
,,-0.620556,0.269031,,,All
,,-0.620323,0.269142,,,All
,,-0.620263,0.269252,,,All
,,-0.619859,0.269363,,,All
,,-0.619827,0.269473,,,All
,,-0.619451,0.269583,,,All
,,-0.619189,0.269694,,,All
,,-0.619027,0.269804,,,All
,,-0.618726,0.269915,,,All
,,-0.618501,0.270025,,,All
,,-0.617964,0.270136,,,All
,,-0.617925,0.270246,,,All
,,-0.617814,0.270357,,,All
,,-0.617717,0.270467,,,All
,,-0.617577,0.270578,,,All
,,-0.617193,0.270688,,,All
,,-0.617082,0.270799,,,All
,,-0.615956,0.270909,,,All
,,-0.615249,0.27102,,,All
,,-0.615156,0.27113,,,All
,,-0.614839,0.271241,,,All
,,-0.614798,0.271351,,,All
,,-0.614606,0.271462,,,All
,,-0.614518,0.271572,,,All
,,-0.614328,0.271683,,,All
,,-0.614265,0.271793,,,All
,,-0.614179,0.271904,,,All
,,-0.613832,0.272014,,,All
,,-0.613256,0.272125,,,All
,,-0.612993,0.272235,,,All
,,-0.612594,0.272346,,,All
,,-0.612472,0.272456,,,All
,,-0.612257,0.272567,,,All
,,-0.612184,0.272677,,,All
,,-0.6114,0.272788,,,All
,,-0.611289,0.272898,,,All
,,-0.611119,0.273009,,,All
,,-0.610719,0.273119,,,All
,,-0.610647,0.273229,,,All
,,-0.610413,0.27334,,,All
,,-0.61036,0.27345,,,All
,,-0.610105,0.273561,,,All
,,-0.61006,0.273671,,,All
,,-0.609774,0.273782,,,All
,,-0.609745,0.273892,,,All
,,-0.609213,0.274003,,,All
,,-0.608918,0.274113,,,All
,,-0.608857,0.274224,,,All
,,-0.608618,0.274334,,,All
,,-0.608248,0.274445,,,All
,,-0.60821,0.274555,,,All
,,-0.608062,0.274666,,,All
,,-0.60789,0.274776,,,All
,,-0.607689,0.274887,,,All
,,-0.607496,0.274997,,,All
,,-0.607262,0.275108,,,All
,,-0.606939,0.275218,,,All
,,-0.606815,0.275329,,,All
,,-0.606704,0.275439,,,All
,,-0.604924,0.27555,,,All
,,-0.604221,0.27566,,,All
,,-0.604129,0.275771,,,All
,,-0.604075,0.275881,,,All
,,-0.603997,0.275992,,,All
,,-0.603826,0.276102,,,All
,,-0.603023,0.276213,,,All
,,-0.602805,0.276323,,,All
,,-0.602786,0.276434,,,All
,,-0.602734,0.276544,,,All
,,-0.60273,0.276655,,,All
,,-0.602463,0.276765,,,All
,,-0.602282,0.276875,,,All
,,-0.601747,0.276986,,,All
,,-0.601545,0.277096,,,All
,,-0.600769,0.277207,,,All
,,-0.599949,0.277317,,,All
,,-0.599764,0.277428,,,All
,,-0.599363,0.277538,,,All
,,-0.599342,0.277649,,,All
,,-0.599173,0.277759,,,All
,,-0.59914,0.27787,,,All
,,-0.598678,0.27798,,,All
,,-0.598671,0.278091,,,All
,,-0.598336,0.278201,,,All
,,-0.59832,0.278312,,,All
,,-0.597881,0.278422,,,All
,,-0.5971,0.278533,,,All
,,-0.596798,0.278643,,,All
,,-0.596065,0.278754,,,All
,,-0.596026,0.278864,,,All
,,-0.595585,0.278975,,,All
,,-0.595537,0.279085,,,All
,,-0.594973,0.279196,,,All
,,-0.594659,0.279306,,,All
,,-0.594659,0.279417,,,All
,,-0.594475,0.279527,,,All
,,-0.593452,0.279638,,,All
,,-0.592602,0.279748,,,All
,,-0.592517,0.279859,,,All
,,-0.592184,0.279969,,,All
,,-0.591366,0.28008,,,All
,,-0.590724,0.28019,,,All
,,-0.59072,0.280301,,,All
,,-0.589737,0.280411,,,All
,,-0.58953,0.280521,,,All
,,-0.589359,0.280632,,,All
,,-0.588885,0.280742,,,All
,,-0.588747,0.280853,,,All
,,-0.58871,0.280963,,,All
,,-0.587505,0.281074,,,All
,,-0.587117,0.281184,,,All
,,-0.586725,0.281295,,,All
,,-0.586348,0.281405,,,All
,,-0.586286,0.281516,,,All
,,-0.585916,0.281626,,,All
,,-0.585739,0.281737,,,All
,,-0.585009,0.281847,,,All
,,-0.585008,0.281958,,,All
,,-0.584812,0.282068,,,All
,,-0.584748,0.282179,,,All
,,-0.584587,0.282289,,,All
,,-0.584341,0.2824,,,All
,,-0.583873,0.28251,,,All
,,-0.583642,0.282621,,,All
,,-0.583508,0.282731,,,All
,,-0.583228,0.282842,,,All
,,-0.583016,0.282952,,,All
,,-0.582979,0.283063,,,All
,,-0.582952,0.283173,,,All
,,-0.582746,0.283284,,,All
,,-0.582733,0.283394,,,All
,,-0.582725,0.283505,,,All
,,-0.582614,0.283615,,,All
,,-0.582126,0.283726,,,All
,,-0.581847,0.283836,,,All
,,-0.581543,0.283947,,,All
,,-0.581488,0.284057,,,All
,,-0.581056,0.284167,,,All
,,-0.580888,0.284278,,,All
,,-0.580508,0.284388,,,All
,,-0.580075,0.284499,,,All
,,-0.579816,0.284609,,,All
,,-0.579776,0.28472,,,All
,,-0.579483,0.28483,,,All
,,-0.579246,0.284941,,,All
,,-0.579006,0.285051,,,All
,,-0.578635,0.285162,,,All
,,-0.578631,0.285272,,,All
,,-0.578443,0.285383,,,All
,,-0.578098,0.285493,,,All
,,-0.576773,0.285604,,,All
,,-0.575431,0.285714,,,All
,,-0.57524,0.285825,,,All
,,-0.574263,0.285935,,,All
,,-0.573924,0.286046,,,All
,,-0.573819,0.286156,,,All
,,-0.573736,0.286267,,,All
,,-0.573402,0.286377,,,All
,,-0.573335,0.286488,,,All
,,-0.573262,0.286598,,,All
,,-0.573037,0.286709,,,All
,,-0.572656,0.286819,,,All
,,-0.572338,0.28693,,,All
,,-0.571334,0.28704,,,All
,,-0.571178,0.287151,,,All
,,-0.571128,0.287261,,,All
,,-0.571077,0.287372,,,All
,,-0.570941,0.287482,,,All
,,-0.570671,0.287593,,,All
,,-0.570377,0.287703,,,All
,,-0.570127,0.287814,,,All
,,-0.569897,0.287924,,,All
,,-0.569763,0.288034,,,All
,,-0.569306,0.288145,,,All
,,-0.5691,0.288255,,,All
,,-0.569008,0.288366,,,All
,,-0.568311,0.288476,,,All
,,-0.568224,0.288587,,,All
,,-0.56807,0.288697,,,All
,,-0.567434,0.288808,,,All
,,-0.56713,0.288918,,,All
,,-0.56712,0.289029,,,All
,,-0.566689,0.289139,,,All
,,-0.566668,0.28925,,,All
,,-0.56632,0.28936,,,All
,,-0.566012,0.289471,,,All
,,-0.564998,0.289581,,,All
,,-0.564976,0.289692,,,All
,,-0.564787,0.289802,,,All
,,-0.56478,0.289913,,,All
,,-0.564076,0.290023,,,All
,,-0.563873,0.290134,,,All
,,-0.563775,0.290244,,,All
,,-0.562375,0.290355,,,All
,,-0.561686,0.290465,,,All
,,-0.561589,0.290576,,,All
,,-0.561569,0.290686,,,All
,,-0.560817,0.290797,,,All
,,-0.560815,0.290907,,,All
,,-0.560596,0.291018,,,All
,,-0.560592,0.291128,,,All
,,-0.56003,0.291239,,,All
,,-0.559477,0.291349,,,All
,,-0.559372,0.29146,,,All
,,-0.559297,0.29157,,,All
,,-0.558372,0.29168,,,All
,,-0.55786,0.291791,,,All
,,-0.557653,0.291901,,,All
,,-0.557541,0.292012,,,All
,,-0.55724,0.292122,,,All
,,-0.556729,0.292233,,,All
,,-0.556262,0.292343,,,All
,,-0.555339,0.292454,,,All
,,-0.555084,0.292564,,,All
,,-0.554998,0.292675,,,All
,,-0.554834,0.292785,,,All
,,-0.554194,0.292896,,,All
,,-0.553977,0.293006,,,All
,,-0.553955,0.293117,,,All
,,-0.553695,0.293227,,,All
,,-0.553558,0.293338,,,All
,,-0.552977,0.293448,,,All
,,-0.552424,0.293559,,,All
,,-0.550446,0.293669,,,All
,,-0.550183,0.29378,,,All
,,-0.55003,0.29389,,,All
,,-0.549753,0.294001,,,All
,,-0.549735,0.294111,,,All
,,-0.549708,0.294222,,,All
,,-0.549609,0.294332,,,All
,,-0.549464,0.294443,,,All
,,-0.549456,0.294553,,,All
,,-0.54928,0.294664,,,All
,,-0.549095,0.294774,,,All
,,-0.549042,0.294885,,,All
,,-0.548911,0.294995,,,All
,,-0.548875,0.295106,,,All
,,-0.548829,0.295216,,,All
,,-0.548758,0.295326,,,All
,,-0.548733,0.295437,,,All
,,-0.548373,0.295547,,,All
,,-0.54831,0.295658,,,All
,,-0.548298,0.295768,,,All
,,-0.547743,0.295879,,,All
,,-0.547236,0.295989,,,All
,,-0.546347,0.2961,,,All
,,-0.545758,0.29621,,,All
,,-0.545461,0.296321,,,All
,,-0.545236,0.296431,,,All
,,-0.544595,0.296542,,,All
,,-0.544415,0.296652,,,All
,,-0.543948,0.296763,,,All
,,-0.54377,0.296873,,,All
,,-0.54364,0.296984,,,All
,,-0.543201,0.297094,,,All
,,-0.543082,0.297205,,,All
,,-0.54228,0.297315,,,All
,,-0.54152,0.297426,,,All
,,-0.541472,0.297536,,,All
,,-0.540748,0.297647,,,All
,,-0.539752,0.297757,,,All
,,-0.538947,0.297868,,,All
,,-0.538721,0.297978,,,All
,,-0.53868,0.298089,,,All
,,-0.538636,0.298199,,,All
,,-0.538267,0.29831,,,All
,,-0.53816,0.29842,,,All
,,-0.537907,0.298531,,,All
,,-0.537561,0.298641,,,All
,,-0.536921,0.298752,,,All
,,-0.536873,0.298862,,,All
,,-0.53666,0.298972,,,All
,,-0.536575,0.299083,,,All
,,-0.5363,0.299193,,,All
,,-0.535836,0.299304,,,All
,,-0.53558,0.299414,,,All
,,-0.535168,0.299525,,,All
,,-0.535164,0.299635,,,All
,,-0.534689,0.299746,,,All
,,-0.534205,0.299856,,,All
,,-0.532868,0.299967,,,All
,,-0.532209,0.300077,,,All
,,-0.531473,0.300188,,,All
,,-0.531277,0.300298,,,All
,,-0.530924,0.300409,,,All
,,-0.530578,0.300519,,,All
,,-0.528661,0.30063,,,All
,,-0.528211,0.30074,,,All
,,-0.528202,0.300851,,,All
,,-0.527705,0.300961,,,All
,,-0.527686,0.301072,,,All
,,-0.527675,0.301182,,,All
,,-0.527363,0.301293,,,All
,,-0.527216,0.301403,,,All
,,-0.527137,0.301514,,,All
,,-0.52621,0.301624,,,All
,,-0.523747,0.301735,,,All
,,-0.523737,0.301845,,,All
,,-0.522846,0.301956,,,All
,,-0.522218,0.302066,,,All
,,-0.522011,0.302177,,,All
,,-0.521818,0.302287,,,All
,,-0.520829,0.302398,,,All
,,-0.52064,0.302508,,,All
,,-0.520214,0.302618,,,All
,,-0.518931,0.302729,,,All
,,-0.518888,0.302839,,,All
,,-0.518015,0.30295,,,All
,,-0.517804,0.30306,,,All
,,-0.517768,0.303171,,,All
,,-0.517701,0.303281,,,All
,,-0.517415,0.303392,,,All
,,-0.517095,0.303502,,,All
,,-0.516991,0.303613,,,All
,,-0.516766,0.303723,,,All
,,-0.516731,0.303834,,,All
,,-0.516575,0.303944,,,All
,,-0.516567,0.304055,,,All
,,-0.516562,0.304165,,,All
,,-0.516439,0.304276,,,All
,,-0.516382,0.304386,,,All
,,-0.516323,0.304497,,,All
,,-0.516186,0.304607,,,All
,,-0.515624,0.304718,,,All
,,-0.514713,0.304828,,,All
,,-0.513458,0.304939,,,All
,,-0.513056,0.305049,,,All
,,-0.512708,0.30516,,,All
,,-0.512373,0.30527,,,All
,,-0.512354,0.305381,,,All
,,-0.511909,0.305491,,,All
,,-0.511668,0.305602,,,All
,,-0.511652,0.305712,,,All
,,-0.511423,0.305823,,,All
,,-0.510877,0.305933,,,All
,,-0.510623,0.306044,,,All
,,-0.510464,0.306154,,,All
,,-0.509799,0.306265,,,All
,,-0.509789,0.306375,,,All
,,-0.509385,0.306485,,,All
,,-0.509341,0.306596,,,All
,,-0.509314,0.306706,,,All
,,-0.5093,0.306817,,,All
,,-0.509158,0.306927,,,All
,,-0.509078,0.307038,,,All
,,-0.508654,0.307148,,,All
,,-0.508639,0.307259,,,All
,,-0.507742,0.307369,,,All
,,-0.507677,0.30748,,,All
,,-0.50743,0.30759,,,All
,,-0.507011,0.307701,,,All
,,-0.506786,0.307811,,,All
,,-0.506543,0.307922,,,All
,,-0.50645,0.308032,,,All
,,-0.506425,0.308143,,,All
,,-0.506044,0.308253,,,All
,,-0.505684,0.308364,,,All
,,-0.505659,0.308474,,,All
,,-0.505618,0.308585,,,All
,,-0.505513,0.308695,,,All
,,-0.505372,0.308806,,,All
,,-0.505345,0.308916,,,All
,,-0.505286,0.309027,,,All
,,-0.505191,0.309137,,,All
,,-0.505071,0.309248,,,All
,,-0.505008,0.309358,,,All
,,-0.504855,0.309469,,,All
,,-0.504705,0.309579,,,All
,,-0.504575,0.30969,,,All
,,-0.504571,0.3098,,,All
,,-0.504526,0.309911,,,All
,,-0.504412,0.310021,,,All
,,-0.504022,0.310131,,,All
,,-0.504017,0.310242,,,All
,,-0.504014,0.310352,,,All
,,-0.503458,0.310463,,,All
,,-0.502275,0.310573,,,All
,,-0.502119,0.310684,,,All
,,-0.501664,0.310794,,,All
,,-0.50033,0.310905,,,All
,,-0.500059,0.311015,,,All
,,-0.499916,0.311126,,,All
,,-0.499661,0.311236,,,All
,,-0.498883,0.311347,,,All
,,-0.498493,0.311457,,,All
,,-0.498459,0.311568,,,All
,,-0.498404,0.311678,,,All
,,-0.498075,0.311789,,,All
,,-0.497974,0.311899,,,All
,,-0.496934,0.31201,,,All
,,-0.496788,0.31212,,,All
,,-0.496321,0.312231,,,All
,,-0.496262,0.312341,,,All
,,-0.496034,0.312452,,,All
,,-0.494771,0.312562,,,All
,,-0.494618,0.312673,,,All
,,-0.494475,0.312783,,,All
,,-0.494014,0.312894,,,All
,,-0.493982,0.313004,,,All
,,-0.49314,0.313115,,,All
,,-0.492733,0.313225,,,All
,,-0.492349,0.313336,,,All
,,-0.491804,0.313446,,,All
,,-0.491512,0.313557,,,All
,,-0.491343,0.313667,,,All
,,-0.489941,0.313777,,,All
,,-0.489921,0.313888,,,All
,,-0.489003,0.313998,,,All
,,-0.488835,0.314109,,,All
,,-0.487769,0.314219,,,All
,,-0.48699,0.31433,,,All
,,-0.485944,0.31444,,,All
,,-0.485928,0.314551,,,All
,,-0.485506,0.314661,,,All
,,-0.485155,0.314772,,,All
,,-0.485132,0.314882,,,All
,,-0.484604,0.314993,,,All
,,-0.484078,0.315103,,,All
,,-0.483512,0.315214,,,All
,,-0.483076,0.315324,,,All
,,-0.482714,0.315435,,,All
,,-0.482527,0.315545,,,All
,,-0.482414,0.315656,,,All
,,-0.48229,0.315766,,,All
,,-0.482219,0.315877,,,All
,,-0.482106,0.315987,,,All
,,-0.481848,0.316098,,,All
,,-0.481816,0.316208,,,All
,,-0.481117,0.316319,,,All
,,-0.480887,0.316429,,,All
,,-0.480776,0.31654,,,All
,,-0.480633,0.31665,,,All
,,-0.480464,0.316761,,,All
,,-0.480319,0.316871,,,All
,,-0.48026,0.316982,,,All
,,-0.480128,0.317092,,,All
,,-0.480027,0.317203,,,All
,,-0.479766,0.317313,,,All
,,-0.479356,0.317423,,,All
,,-0.478638,0.317534,,,All
,,-0.478376,0.317644,,,All
,,-0.47834,0.317755,,,All
,,-0.478019,0.317865,,,All
,,-0.477999,0.317976,,,All
,,-0.477882,0.318086,,,All
,,-0.477237,0.318197,,,All
,,-0.476165,0.318307,,,All
,,-0.475646,0.318418,,,All
,,-0.475278,0.318528,,,All
,,-0.474551,0.318639,,,All
,,-0.474307,0.318749,,,All
,,-0.474016,0.31886,,,All
,,-0.473263,0.31897,,,All
,,-0.473107,0.319081,,,All
,,-0.473032,0.319191,,,All
,,-0.473004,0.319302,,,All
,,-0.472921,0.319412,,,All
,,-0.472713,0.319523,,,All
,,-0.472172,0.319633,,,All
,,-0.47205,0.319744,,,All
,,-0.471765,0.319854,,,All
,,-0.471428,0.319965,,,All
,,-0.471134,0.320075,,,All
,,-0.470972,0.320186,,,All
,,-0.470739,0.320296,,,All
