tin_abscissa,tin_cdf,beta_abscissa,beta_cdf,delta_abscissa,delta_cdf,p_abscissa,p_cdf,split
-1.62292,0.46746,2.1273e-08,0.468254,0.94091,0.468254,7255.49,0.46746,All
-1.61781,0.468254,2.13066e-08,0.469048,0.940976,0.469048,7256.53,0.468254,All
-1.61667,0.469048,2.13154e-08,0.469841,0.942207,0.469841,7261.94,0.469048,All
-1.61624,0.469841,2.13476e-08,0.470635,0.94296,0.470635,7262.61,0.469841,All
-1.61478,0.470635,2.13801e-08,0.471429,0.94321,0.471429,7264.26,0.470635,All
-1.60537,0.471429,2.1384e-08,0.472222,0.944035,0.472222,7265.87,0.471429,All
-1.60427,0.472222,2.14093e-08,0.473016,0.944189,0.473016,7267.72,0.472222,All
-1.58804,0.473016,2.14461e-08,0.47381,0.945106,0.47381,7269.01,0.473016,All
-1.58302,0.47381,2.14779e-08,0.474603,0.945295,0.474603,7272.26,0.47381,All
-1.5817,0.474603,2.14915e-08,0.475397,0.945907,0.475397,7276.84,0.474603,All
-1.58122,0.475397,2.15023e-08,0.47619,0.946023,0.47619,7277.18,0.475397,All
-1.58084,0.47619,2.15308e-08,0.476984,0.946059,0.476984,7277.73,0.47619,All
-1.57742,0.476984,2.15439e-08,0.477778,0.947389,0.477778,7281.65,0.476984,All
-1.57206,0.477778,2.15456e-08,0.478571,0.947986,0.478571,7285.33,0.477778,All
-1.56624,0.478571,2.15557e-08,0.479365,0.948777,0.479365,7287.98,0.478571,All
-1.56312,0.479365,2.15846e-08,0.480159,0.952544,0.480159,7288.55,0.479365,All
-1.55987,0.480159,2.15924e-08,0.480952,0.954471,0.480952,7288.66,0.480159,All
-1.55976,0.480952,2.15956e-08,0.481746,0.95575,0.481746,7289.54,0.480952,All
-1.55664,0.481746,2.15956e-08,0.48254,0.959815,0.48254,7291.18,0.481746,All
-1.55604,0.48254,2.16182e-08,0.483333,0.960776,0.483333,7291.39,0.48254,All
-1.54706,0.483333,2.16287e-08,0.484127,0.961316,0.484127,7295.68,0.483333,All
-1.54618,0.484127,2.16299e-08,0.484921,0.961761,0.484921,7297.31,0.484127,All
-1.5441,0.484921,2.16377e-08,0.485714,0.96204,0.485714,7299.35,0.484921,All
-1.5432,0.485714,2.16411e-08,0.486508,0.962174,0.486508,7300.41,0.485714,All
-1.5417,0.486508,2.16844e-08,0.487302,0.963155,0.487302,7301.17,0.486508,All
-1.53695,0.487302,2.16904e-08,0.488095,0.963529,0.488095,7303,0.487302,All
-1.53459,0.488095,2.1693e-08,0.488889,0.964183,0.488889,7309.92,0.488095,All
-1.51736,0.488889,2.16936e-08,0.489683,0.964556,0.489683,7310.09,0.488889,All
-1.50976,0.489683,2.1708e-08,0.490476,0.964885,0.490476,7310.61,0.489683,All
-1.50802,0.490476,2.17261e-08,0.49127,0.965933,0.49127,7311.28,0.490476,All
-1.50648,0.49127,2.17308e-08,0.492063,0.967951,0.492063,7314.56,0.49127,All
-1.50592,0.492063,2.17372e-08,0.492857,0.968444,0.492857,7317.28,0.492063,All
-1.49947,0.492857,2.17381e-08,0.493651,0.968453,0.493651,7320.06,0.492857,All
-1.4951,0.493651,2.17432e-08,0.494444,0.968773,0.494444,7320.35,0.493651,All
-1.49398,0.494444,2.17544e-08,0.495238,0.968875,0.495238,7320.7,0.494444,All
-1.49289,0.495238,2.17683e-08,0.496032,0.96928,0.496032,7321.35,0.495238,All
-1.48182,0.496032,2.17968e-08,0.496825,0.971256,0.496825,7321.73,0.496032,All
-1.4816,0.496825,2.17997e-08,0.497619,0.971772,0.497619,7326,0.496825,All
-1.47861,0.497619,2.18129e-08,0.498413,0.972078,0.498413,7327.08,0.497619,All
-1.47564,0.498413,2.18363e-08,0.499206,0.972377,0.499206,7331.11,0.498413,All
-1.47421,0.499206,2.18479e-08,0.5,0.975556,0.5,7340.71,0.499206,All
-1.46834,0.5,2.18493e-08,0.500794,0.975682,0.500794,7343.14,0.5,All
-1.45278,0.500794,2.18582e-08,0.501587,0.976349,0.501587,7343.33,0.500794,All
-1.45086,0.501587,2.1868e-08,0.502381,0.976621,0.502381,7345.66,0.501587,All
-1.44899,0.502381,2.1874e-08,0.503175,0.976825,0.503175,7346.64,0.502381,All
-1.44212,0.503175,2.18985e-08,0.503968,0.977248,0.503968,7347.57,0.503175,All
-1.43888,0.503968,2.1912e-08,0.504762,0.981552,0.504762,7348.51,0.503968,All
-1.43827,0.504762,2.19266e-08,0.505556,0.982359,0.505556,7349.85,0.504762,All
-1.43664,0.505556,2.19266e-08,0.506349,0.982853,0.506349,7352.12,0.505556,All
-1.43255,0.506349,2.19345e-08,0.507143,0.982877,0.507143,7354.44,0.506349,All
-1.42977,0.507143,2.19355e-08,0.507937,0.982877,0.507937,7356.3,0.507143,All
-1.42104,0.507937,2.19398e-08,0.50873,0.984014,0.50873,7356.57,0.507937,All
-1.41472,0.50873,2.19398e-08,0.509524,0.98409,0.509524,7357.31,0.50873,All
-1.41472,0.509524,2.19735e-08,0.510317,0.98409,0.510317,7359.79,0.509524,All
-1.41427,0.510317,2.19832e-08,0.511111,0.984126,0.511111,7360.75,0.510317,All
-1.41238,0.511111,2.19929e-08,0.511905,0.985651,0.511905,7363.79,0.511111,All
-1.41129,0.511905,2.20013e-08,0.512698,0.987158,0.512698,7367.5,0.511905,All
-1.41073,0.512698,2.20131e-08,0.513492,0.990748,0.513492,7370.04,0.512698,All
-1.4057,0.513492,2.20412e-08,0.514286,0.991172,0.514286,7371.5,0.513492,All
-1.40465,0.514286,2.2057e-08,0.515079,0.992156,0.515079,7372.52,0.514286,All
-1.3993,0.515079,2.20688e-08,0.515873,0.993843,0.515873,7375.61,0.515079,All
-1.39792,0.515873,2.20724e-08,0.516667,0.994158,0.516667,7377.35,0.515873,All
-1.39676,0.516667,2.20811e-08,0.51746,0.994158,0.51746,7378.37,0.516667,All
-1.39394,0.51746,2.20956e-08,0.518254,0.994692,0.518254,7385.07,0.51746,All
-1.39238,0.518254,2.21177e-08,0.519048,0.996811,0.519048,7386.29,0.518254,All
-1.39213,0.519048,2.21593e-08,0.519841,0.997862,0.519841,7386.29,0.519048,All
-1.39174,0.519841,2.21623e-08,0.520635,0.998869,0.520635,7388.18,0.519841,All
-1.39021,0.520635,2.2164e-08,0.521429,1.00003,0.521429,7393.08,0.520635,All
-1.38468,0.521429,2.21696e-08,0.522222,1.00025,0.522222,7393.92,0.521429,All
-1.38466,0.522222,2.21831e-08,0.523016,1.00078,0.523016,7397.16,0.522222,All
-1.35266,0.523016,2.22024e-08,0.52381,1.00163,0.52381,7400.04,0.523016,All
-1.35209,0.52381,2.22132e-08,0.524603,1.00306,0.524603,7402.52,0.52381,All
-1.34988,0.524603,2.22295e-08,0.525397,1.00325,0.525397,7403.11,0.524603,All
-1.34289,0.525397,2.22738e-08,0.52619,1.00418,0.52619,7403.52,0.525397,All
-1.34136,0.52619,2.22826e-08,0.526984,1.00579,0.526984,7403.63,0.52619,All
-1.33807,0.526984,2.22917e-08,0.527778,1.00586,0.527778,7404.84,0.526984,All
-1.33642,0.527778,2.22961e-08,0.528571,1.0061,0.528571,7406.26,0.527778,All
-1.33117,0.528571,2.23029e-08,0.529365,1.00691,0.529365,7410.07,0.528571,All
-1.32579,0.529365,2.23082e-08,0.530159,1.00749,0.530159,7410.1,0.529365,All
-1.32164,0.530159,2.23173e-08,0.530952,1.00758,0.530952,7410.23,0.530159,All
-1.31428,0.530952,2.23628e-08,0.531746,1.00911,0.531746,7412.79,0.530952,All
-1.31306,0.531746,2.23785e-08,0.53254,1.00977,0.53254,7413.29,0.531746,All
-1.31226,0.53254,2.23881e-08,0.533333,1.0113,0.533333,7415.28,0.53254,All
-1.30945,0.533333,2.23901e-08,0.534127,1.01422,0.534127,7416.37,0.533333,All
-1.30911,0.534127,2.24162e-08,0.534921,1.01497,0.534921,7417.66,0.534127,All
-1.29906,0.534921,2.24306e-08,0.535714,1.01533,0.535714,7420.67,0.534921,All
-1.29118,0.535714,2.24362e-08,0.536508,1.01537,0.536508,7421.48,0.535714,All
-1.29073,0.536508,2.24446e-08,0.537302,1.01544,0.537302,7422.36,0.536508,All
-1.2898,0.537302,2.24451e-08,0.538095,1.01719,0.538095,7424.02,0.537302,All
-1.28476,0.538095,2.24485e-08,0.538889,1.01801,0.538889,7426.59,0.538095,All
-1.27851,0.538889,2.24794e-08,0.539683,1.01818,0.539683,7426.62,0.538889,All
-1.27431,0.539683,2.24927e-08,0.540476,1.01847,0.540476,7430.03,0.539683,All
-1.26912,0.540476,2.2524e-08,0.54127,1.01976,0.54127,7430.47,0.540476,All
-1.26831,0.54127,2.25271e-08,0.542063,1.01978,0.542063,7434.83,0.54127,All
-1.26681,0.542063,2.25271e-08,0.542857,1.02338,0.542857,7435.53,0.542063,All
-1.26486,0.542857,2.25505e-08,0.543651,1.02456,0.543651,7436.51,0.542857,All
-1.23953,0.543651,2.25644e-08,0.544444,1.02845,0.544444,7437.02,0.543651,All
-1.23718,0.544444,2.25731e-08,0.545238,1.02847,0.545238,7437.64,0.544444,All
-1.23623,0.545238,2.25821e-08,0.546032,1.02875,0.546032,7440.72,0.545238,All
-1.23616,0.546032,2.25948e-08,0.546825,1.02911,0.546825,7447.06,0.546032,All
-1.23318,0.546825,2.26284e-08,0.547619,1.03164,0.547619,7448.34,0.546825,All
-1.23268,0.547619,2.26441e-08,0.548413,1.03179,0.548413,7449.13,0.547619,All
-1.2237,0.548413,2.26484e-08,0.549206,1.03622,0.549206,7451.1,0.548413,All
-1.2229,0.549206,2.26487e-08,0.55,1.03917,0.55,7458.76,0.549206,All
-1.22164,0.55,2.26641e-08,0.550794,1.04049,0.550794,7460.67,0.55,All
-1.21103,0.550794,2.27225e-08,0.551587,1.04161,0.551587,7464.04,0.550794,All
-1.20193,0.551587,2.27596e-08,0.552381,1.04202,0.552381,7465.09,0.551587,All
-1.18779,0.552381,2.27959e-08,0.553175,1.04209,0.553175,7465.12,0.552381,All
-1.17914,0.553175,2.28134e-08,0.553968,1.04415,0.553968,7465.3,0.553175,All
-1.17198,0.553968,2.28206e-08,0.554762,1.04421,0.554762,7468.49,0.553968,All
-1.16642,0.554762,2.28271e-08,0.555556,1.04427,0.555556,7470.55,0.554762,All
-1.16595,0.555556,2.28532e-08,0.556349,1.04433,0.556349,7472.54,0.555556,All
-1.15815,0.556349,2.28767e-08,0.557143,1.04447,0.557143,7475.69,0.556349,All
-1.15552,0.557143,2.2902e-08,0.557937,1.04461,0.557937,7475.99,0.557143,All
-1.15481,0.557937,2.29239e-08,0.55873,1.04494,0.55873,7477.98,0.557937,All
-1.15307,0.55873,2.29288e-08,0.559524,1.04659,0.559524,7486.7,0.55873,All
-1.14984,0.559524,2.29302e-08,0.560317,1.04809,0.560317,7490.67,0.559524,All
-1.14312,0.560317,2.29459e-08,0.561111,1.04916,0.561111,7492.76,0.560317,All
-1.09609,0.561111,2.29459e-08,0.561905,1.04969,0.561905,7493.93,0.561111,All
-1.09247,0.561905,2.29633e-08,0.562698,1.05011,0.562698,7495,0.561905,All
-1.09062,0.562698,2.29775e-08,0.563492,1.05058,0.563492,7495.46,0.562698,All
-1.08924,0.563492,2.30063e-08,0.564286,1.05162,0.564286,7496.71,0.563492,All
-1.08685,0.564286,2.30143e-08,0.565079,1.05167,0.565079,7497.64,0.564286,All
-1.08501,0.565079,2.30351e-08,0.565873,1.05177,0.565873,7498.18,0.565079,All
-1.08303,0.565873,2.30517e-08,0.566667,1.05243,0.566667,7499.2,0.565873,All
-1.0741,0.566667,2.3066e-08,0.56746,1.05248,0.56746,7500.08,0.566667,All
-1.0724,0.56746,2.30941e-08,0.568254,1.05265,0.568254,7500.2,0.56746,All
-1.06827,0.568254,2.31121e-08,0.569048,1.05479,0.569048,7501.84,0.568254,All
-1.06315,0.569048,2.31585e-08,0.569841,1.05487,0.569841,7501.88,0.569048,All
-1.06252,0.569841,2.31701e-08,0.570635,1.05668,0.570635,7503.63,0.569841,All
-1.05955,0.570635,2.31883e-08,0.571429,1.05725,0.571429,7504.98,0.570635,All
-1.05809,0.571429,2.31935e-08,0.572222,1.05863,0.572222,7506.5,0.571429,All
-1.05038,0.572222,2.32041e-08,0.573016,1.05985,0.573016,7507.66,0.572222,All
-1.03183,0.573016,2.3206e-08,0.57381,1.06134,0.57381,7512.53,0.573016,All
-1.02777,0.57381,2.32265e-08,0.574603,1.06192,0.574603,7513.14,0.57381,All
-1.02506,0.574603,2.32387e-08,0.575397,1.06285,0.575397,7514.6,0.574603,All
-1.02254,0.575397,2.32466e-08,0.57619,1.0637,0.57619,7515.71,0.575397,All
-1.00288,0.57619,2.32713e-08,0.576984,1.06519,0.576984,7519.86,0.57619,All
-0.999758,0.576984,2.33205e-08,0.577778,1.06556,0.577778,7520.51,0.576984,All
-0.998466,0.577778,2.33384e-08,0.578571,1.06614,0.578571,7524.79,0.577778,All
-0.99647,0.578571,2.33618e-08,0.579365,1.06614,0.579365,7525.49,0.578571,All
-0.99447,0.579365,2.34591e-08,0.580159,1.06682,0.580159,7529.58,0.579365,All
-0.982168,0.580159,2.34599e-08,0.580952,1.06695,0.580952,7531.04,0.580159,All
-0.982168,0.580952,2.34676e-08,0.581746,1.06788,0.581746,7534.95,0.580952,All
-0.981699,0.581746,2.34683e-08,0.58254,1.06806,0.58254,7536.77,0.581746,All
-0.969116,0.58254,2.351e-08,0.583333,1.06866,0.583333,7541.01,0.58254,All
-0.963674,0.583333,2.35568e-08,0.584127,1.0696,0.584127,7547.35,0.583333,All
-0.95813,0.584127,2.3579e-08,0.584921,1.07051,0.584921,7549.1,0.584127,All
-0.956063,0.584921,2.35893e-08,0.585714,1.07296,0.585714,7549.37,0.584921,All
-0.952548,0.585714,2.36191e-08,0.586508,1.07349,0.586508,7550.62,0.585714,All
-0.950331,0.586508,2.36301e-08,0.587302,1.07545,0.587302,7555,0.586508,All
-0.942304,0.587302,2.36483e-08,0.588095,1.07555,0.588095,7556.48,0.587302,All
-0.939965,0.588095,2.36483e-08,0.588889,1.07565,0.588889,7556.59,0.588095,All
-0.927561,0.588889,2.36488e-08,0.589683,1.07984,0.589683,7557.35,0.588889,All
-0.922313,0.589683,2.36529e-08,0.590476,1.0807,0.590476,7558.27,0.589683,All
-0.909566,0.590476,2.3664e-08,0.59127,1.08071,0.59127,7559.25,0.590476,All
-0.897492,0.59127,2.36683e-08,0.592063,1.0836,0.592063,7561.35,0.59127,All
-0.891252,0.592063,2.36786e-08,0.592857,1.08415,0.592857,7565.18,0.592063,All
-0.883521,0.592857,2.36836e-08,0.593651,1.08609,0.593651,7567.88,0.592857,All
-0.880292,0.593651,2.37143e-08,0.594444,1.08635,0.594444,7570.77,0.593651,All
-0.878217,0.594444,2.37157e-08,0.595238,1.09034,0.595238,7571.34,0.594444,All
-0.876959,0.595238,2.37225e-08,0.596032,1.09123,0.596032,7585.26,0.595238,All
-0.874861,0.596032,2.37328e-08,0.596825,1.09281,0.596825,7586.13,0.596032,All
-0.872256,0.596825,2.37396e-08,0.597619,1.09312,0.597619,7586.28,0.596825,All
-0.871551,0.597619,2.37675e-08,0.598413,1.09446,0.598413,7587.09,0.597619,All
-0.870444,0.598413,2.3883e-08,0.599206,1.09458,0.599206,7588.9,0.598413,All
-0.869929,0.599206,2.39634e-08,0.6,1.09492,0.6,7593.54,0.599206,All
-0.866704,0.6,2.39881e-08,0.600794,1.09816,0.600794,7596.18,0.6,All
-0.861407,0.600794,2.40244e-08,0.601587,1.09877,0.601587,7596.5,0.600794,All
-0.858663,0.601587,2.4053e-08,0.602381,1.10098,0.602381,7597.57,0.601587,All
-0.857728,0.602381,2.40835e-08,0.603175,1.10224,0.603175,7599.72,0.602381,All
-0.849012,0.603175,2.41022e-08,0.603968,1.10421,0.603968,7603.21,0.603175,All
-0.848102,0.603968,2.41235e-08,0.604762,1.10427,0.604762,7603.26,0.603968,All
-0.847723,0.604762,2.41394e-08,0.605556,1.10511,0.605556,7607.11,0.604762,All
-0.847066,0.605556,2.41409e-08,0.606349,1.10541,0.606349,7608.84,0.605556,All
-0.846983,0.606349,2.41629e-08,0.607143,1.10673,0.607143,7616.98,0.606349,All
-0.846726,0.607143,2.41654e-08,0.607937,1.1068,0.607937,7619.77,0.607143,All
-0.845861,0.607937,2.41722e-08,0.60873,1.10686,0.60873,7621.26,0.607937,All
-0.845435,0.60873,2.41921e-08,0.609524,1.10752,0.609524,7621.41,0.60873,All
-0.844094,0.609524,2.42306e-08,0.610317,1.10857,0.610317,7624.43,0.609524,All
-0.837499,0.610317,2.4269e-08,0.611111,1.10906,0.611111,7629.54,0.610317,All
-0.836287,0.611111,2.42781e-08,0.611905,1.10944,0.611905,7630.69,0.611111,All
-0.832801,0.611905,2.42888e-08,0.612698,1.11126,0.612698,7632.47,0.611905,All
-0.83266,0.612698,2.43129e-08,0.613492,1.11153,0.613492,7632.73,0.612698,All
-0.830385,0.613492,2.43161e-08,0.614286,1.11232,0.614286,7636.07,0.613492,All
-0.823152,0.614286,2.43568e-08,0.615079,1.11267,0.615079,7636.07,0.614286,All
-0.820396,0.615079,2.44197e-08,0.615873,1.11271,0.615873,7640,0.615079,All
-0.819984,0.615873,2.44258e-08,0.616667,1.11303,0.616667,7640.99,0.615873,All
-0.81598,0.616667,2.44421e-08,0.61746,1.11434,0.61746,7642.35,0.616667,All
-0.811525,0.61746,2.44644e-08,0.618254,1.11437,0.618254,7645.69,0.61746,All
-0.805761,0.618254,2.44661e-08,0.619048,1.11438,0.619048,7648.52,0.618254,All
-0.803074,0.619048,2.44714e-08,0.619841,1.11613,0.619841,7649.14,0.619048,All
-0.800585,0.619841,2.44719e-08,0.620635,1.11654,0.620635,7649.26,0.619841,All
-0.793044,0.620635,2.44836e-08,0.621429,1.11706,0.621429,7652.39,0.620635,All
-0.787668,0.621429,2.44932e-08,0.622222,1.11793,0.622222,7652.53,0.621429,All
-0.787343,0.622222,2.44985e-08,0.623016,1.12215,0.623016,7653.08,0.622222,All
-0.786843,0.623016,2.45077e-08,0.62381,1.12341,0.62381,7653.79,0.623016,All
-0.786767,0.62381,2.45107e-08,0.624603,1.12367,0.624603,7656.78,0.62381,All
-0.781192,0.624603,2.45401e-08,0.625397,1.12404,0.625397,7657.93,0.624603,All
-0.770424,0.625397,2.46404e-08,0.62619,1.12445,0.62619,7660.75,0.625397,All
-0.770002,0.62619,2.4658e-08,0.626984,1.1245,0.626984,7663.08,0.62619,All
-0.768194,0.626984,2.46591e-08,0.627778,1.12578,0.627778,7665.37,0.626984,All
-0.758697,0.627778,2.46792e-08,0.628571,1.12605,0.628571,7666.44,0.627778,All
-0.753973,0.628571,2.46878e-08,0.629365,1.12768,0.629365,7668.63,0.628571,All
-0.753234,0.629365,2.47012e-08,0.630159,1.12854,0.630159,7669.41,0.629365,All
-0.752556,0.630159,2.47107e-08,0.630952,1.12858,0.630952,7672.67,0.630159,All
-0.745887,0.630952,2.47398e-08,0.631746,1.12963,0.631746,7680.68,0.630952,All
-0.744238,0.631746,2.47521e-08,0.63254,1.12973,0.63254,7683.77,0.631746,All
-0.744199,0.63254,2.47527e-08,0.633333,1.13142,0.633333,7686.06,0.63254,All
-0.743727,0.633333,2.47689e-08,0.634127,1.13253,0.634127,7689.06,0.633333,All
-0.733981,0.634127,2.47702e-08,0.634921,1.13257,0.634921,7691.19,0.634127,All
-0.728369,0.634921,2.47844e-08,0.635714,1.13287,0.635714,7693.41,0.634921,All
-0.726463,0.635714,2.4814e-08,0.636508,1.13308,0.636508,7693.48,0.635714,All
-0.726419,0.636508,2.48287e-08,0.637302,1.13353,0.637302,7693.5,0.636508,All
-0.722619,0.637302,2.48488e-08,0.638095,1.13642,0.638095,7694.66,0.637302,All
-0.720574,0.638095,2.48915e-08,0.638889,1.13719,0.638889,7698.39,0.638095,All
-0.714924,0.638889,2.49132e-08,0.639683,1.13959,0.639683,7703.57,0.638889,All
-0.708679,0.639683,2.49282e-08,0.640476,1.14117,0.640476,7704.26,0.639683,All
-0.703137,0.640476,2.49402e-08,0.64127,1.14598,0.64127,7720.44,0.640476,All
-0.696608,0.64127,2.49504e-08,0.642063,1.14621,0.642063,7720.62,0.64127,All
-0.694086,0.642063,2.4951e-08,0.642857,1.14679,0.642857,7725.4,0.642063,All
-0.69174,0.642857,2.49516e-08,0.643651,1.14816,0.643651,7725.4,0.642857,All
-0.68847,0.643651,2.49683e-08,0.644444,1.14861,0.644444,7726.8,0.643651,All
-0.685067,0.644444,2.49701e-08,0.645238,1.14906,0.645238,7728.17,0.644444,All
-0.685012,0.645238,2.49754e-08,0.646032,1.14915,0.646032,7728.81,0.645238,All
-0.681487,0.646032,2.49836e-08,0.646825,1.14955,0.646825,7728.97,0.646032,All
-0.680987,0.646825,2.5005e-08,0.647619,1.15351,0.647619,7729.81,0.646825,All
-0.679179,0.647619,2.50672e-08,0.648413,1.15479,0.648413,7732.72,0.647619,All
-0.675554,0.648413,2.50717e-08,0.649206,1.15656,0.649206,7736.53,0.648413,All
-0.673302,0.649206,2.51241e-08,0.65,1.15656,0.65,7736.74,0.649206,All
-0.672838,0.65,2.51258e-08,0.650794,1.15678,0.650794,7741.62,0.65,All
-0.666336,0.650794,2.51687e-08,0.651587,1.15768,0.651587,7741.7,0.650794,All
-0.65824,0.651587,2.51703e-08,0.652381,1.15791,0.652381,7744.5,0.651587,All
-0.657609,0.652381,2.5188e-08,0.653175,1.15901,0.653175,7746.68,0.652381,All
-0.655595,0.653175,2.52319e-08,0.653968,1.15901,0.653968,7747.39,0.653175,All
-0.65455,0.653968,2.53462e-08,0.654762,1.15959,0.654762,7752.04,0.653968,All
-0.648534,0.654762,2.53675e-08,0.655556,1.15962,0.655556,7753.37,0.654762,All
-0.646644,0.655556,2.54066e-08,0.656349,1.16056,0.656349,7754.3,0.655556,All
-0.643695,0.656349,2.54168e-08,0.657143,1.16067,0.657143,7755.97,0.656349,All
-0.639625,0.657143,2.5418e-08,0.657937,1.16139,0.657937,7756.73,0.657143,All
-0.636596,0.657937,2.54308e-08,0.65873,1.16206,0.65873,7757.18,0.657937,All
-0.633221,0.65873,2.54378e-08,0.659524,1.16273,0.659524,7766.83,0.65873,All
-0.620028,0.659524,2.5447e-08,0.660317,1.1628,0.660317,7769.41,0.659524,All
-0.61506,0.660317,2.54975e-08,0.661111,1.16561,0.661111,7771.36,0.660317,All
-0.611434,0.661111,2.5508e-08,0.661905,1.16583,0.661905,7772.29,0.661111,All
-0.602634,0.661905,2.55121e-08,0.662698,1.16822,0.662698,7777.57,0.661905,All
-0.599954,0.662698,2.56086e-08,0.663492,1.16947,0.663492,7777.99,0.662698,All
-0.597285,0.663492,2.56097e-08,0.664286,1.1701,0.664286,7781.66,0.663492,All
-0.596208,0.664286,2.56548e-08,0.665079,1.17066,0.665079,7782.54,0.664286,All
-0.595361,0.665079,2.57103e-08,0.665873,1.17091,0.665873,7784.62,0.665079,All
-0.586624,0.665873,2.5718e-08,0.666667,1.17099,0.666667,7786.18,0.665873,All
-0.584521,0.666667,2.57186e-08,0.66746,1.17419,0.66746,7788.03,0.666667,All
-0.577308,0.66746,2.57419e-08,0.668254,1.17491,0.668254,7788.28,0.66746,All
-0.574453,0.668254,2.57501e-08,0.669048,1.17639,0.669048,7795.75,0.668254,All
-0.574226,0.669048,2.57518e-08,0.669841,1.17642,0.669841,7797.15,0.669048,All
-0.573173,0.669841,2.57628e-08,0.670635,1.17751,0.670635,7798.01,0.669841,All
-0.560219,0.670635,2.5776e-08,0.671429,1.17813,0.671429,7800.18,0.670635,All
-0.560142,0.671429,2.5776e-08,0.672222,1.17828,0.672222,7802.49,0.671429,All
-0.55144,0.672222,2.57795e-08,0.673016,1.17856,0.673016,7804.41,0.672222,All
-0.550517,0.673016,2.5817e-08,0.67381,1.17988,0.67381,7810.79,0.673016,All
-0.537885,0.67381,2.58448e-08,0.674603,1.1819,0.674603,7810.79,0.67381,All
-0.536963,0.674603,2.58789e-08,0.675397,1.18325,0.675397,7812.12,0.674603,All
-0.534452,0.675397,2.59398e-08,0.67619,1.18344,0.67619,7813.6,0.675397,All
-0.529674,0.67619,2.5992e-08,0.676984,1.18448,0.676984,7817.78,0.67619,All
-0.526534,0.676984,2.59973e-08,0.677778,1.18465,0.677778,7818.61,0.676984,All
-0.522258,0.677778,2.60058e-08,0.678571,1.18494,0.678571,7819.06,0.677778,All
-0.507024,0.678571,2.60118e-08,0.679365,1.18512,0.679365,7822.23,0.678571,All
-0.506219,0.679365,2.60285e-08,0.680159,1.18745,0.680159,7826.11,0.679365,All
-0.488838,0.680159,2.60432e-08,0.680952,1.18811,0.680952,7827.08,0.680159,All
-0.488571,0.680952,2.60488e-08,0.681746,1.18821,0.681746,7827.92,0.680952,All
-0.48831,0.681746,2.60638e-08,0.68254,1.18866,0.68254,7830.54,0.681746,All
-0.48722,0.68254,2.61255e-08,0.683333,1.19212,0.683333,7831.33,0.68254,All
-0.48254,0.683333,2.61389e-08,0.684127,1.19344,0.684127,7837.05,0.683333,All
-0.475631,0.684127,2.61476e-08,0.684921,1.19392,0.684921,7837.43,0.684127,All
-0.469759,0.684921,2.61691e-08,0.685714,1.19418,0.685714,7838.71,0.684921,All
-0.468344,0.685714,2.61744e-08,0.686508,1.19421,0.686508,7840.71,0.685714,All
-0.463867,0.686508,2.61999e-08,0.687302,1.19694,0.687302,7840.84,0.686508,All
-0.456505,0.687302,2.62718e-08,0.688095,1.19788,0.688095,7841.85,0.687302,All
-0.44461,0.688095,2.62779e-08,0.688889,1.1987,0.688889,7845.13,0.688095,All
-0.443683,0.688889,2.62834e-08,0.689683,1.19885,0.689683,7847.79,0.688889,All
-0.442883,0.689683,2.62933e-08,0.690476,1.19892,0.690476,7855.1,0.689683,All
-0.438929,0.690476,2.62981e-08,0.69127,1.19905,0.69127,7861.18,0.690476,All
-0.421731,0.69127,2.6339e-08,0.692063,1.2009,0.692063,7862.87,0.69127,All
-0.420746,0.692063,2.63513e-08,0.692857,1.20109,0.692857,7863.45,0.692063,All
-0.420099,0.692857,2.63641e-08,0.693651,1.2024,0.693651,7863.86,0.692857,All
-0.415446,0.693651,2.63726e-08,0.694444,1.2037,0.694444,7865.44,0.693651,All
-0.407939,0.694444,2.6373e-08,0.695238,1.20556,0.695238,7870.8,0.694444,All
-0.400736,0.695238,2.63816e-08,0.696032,1.2067,0.696032,7874.02,0.695238,All
-0.400311,0.696032,2.6395e-08,0.696825,1.20716,0.696825,7876.01,0.696032,All
-0.398927,0.696825,2.6396e-08,0.697619,1.20782,0.697619,7877.91,0.696825,All
-0.395576,0.697619,2.6397e-08,0.698413,1.2086,0.698413,7877.93,0.697619,All
-0.388645,0.698413,2.64876e-08,0.699206,1.2086,0.699206,7879.09,0.698413,All
-0.387014,0.699206,2.64962e-08,0.7,1.20972,0.7,7880.09,0.699206,All
-0.381058,0.7,2.65283e-08,0.700794,1.21095,0.700794,7881.7,0.7,All
-0.36139,0.700794,2.65502e-08,0.701587,1.21106,0.701587,7885.76,0.700794,All
-0.350039,0.701587,2.65654e-08,0.702381,1.2112,0.702381,7887.64,0.701587,All
-0.349863,0.702381,2.65658e-08,0.703175,1.21199,0.703175,7889.7,0.702381,All
-0.348275,0.703175,2.66263e-08,0.703968,1.21238,0.703968,7892.58,0.703175,All
-0.343989,0.703968,2.66637e-08,0.704762,1.21302,0.704762,7893.45,0.703968,All
-0.336124,0.704762,2.66715e-08,0.705556,1.21308,0.705556,7905.92,0.704762,All
-0.33576,0.705556,2.66804e-08,0.706349,1.21323,0.706349,7911.69,0.705556,All
-0.332295,0.706349,2.67052e-08,0.707143,1.21327,0.707143,7912.67,0.706349,All
-0.331969,0.707143,2.67438e-08,0.707937,1.21443,0.707937,7914.58,0.707143,All
