tin_abscissa,tin_cdf,beta_abscissa,beta_cdf,delta_abscissa,delta_cdf,p_abscissa,p_cdf,split
-3.45813,0.226984,1.68195e-08,0.227778,0.68497,0.227778,6557.49,0.226984,All
-3.43989,0.227778,1.68283e-08,0.228571,0.686124,0.228571,6558.25,0.227778,All
-3.43027,0.228571,1.68365e-08,0.229365,0.686477,0.229365,6563.42,0.228571,All
-3.41922,0.229365,1.68468e-08,0.230159,0.687077,0.230159,6570.4,0.229365,All
-3.41803,0.230159,1.68651e-08,0.230952,0.688178,0.230952,6572.26,0.230159,All
-3.41803,0.230952,1.68872e-08,0.231746,0.688279,0.231746,6572.66,0.230952,All
-3.40131,0.231746,1.69038e-08,0.23254,0.689312,0.23254,6574.29,0.231746,All
-3.39098,0.23254,1.69126e-08,0.233333,0.689326,0.233333,6576.03,0.23254,All
-3.38855,0.233333,1.692e-08,0.234127,0.68983,0.234127,6579.36,0.233333,All
-3.3773,0.234127,1.69312e-08,0.234921,0.690837,0.234921,6580.67,0.234127,All
-3.37361,0.234921,1.69386e-08,0.235714,0.691868,0.235714,6580.92,0.234921,All
-3.36769,0.235714,1.69401e-08,0.236508,0.694607,0.236508,6583.2,0.235714,All
-3.36008,0.236508,1.69677e-08,0.237302,0.695318,0.237302,6583.29,0.236508,All
-3.36008,0.237302,1.69738e-08,0.238095,0.695544,0.238095,6584.31,0.237302,All
-3.35142,0.238095,1.69945e-08,0.238889,0.696599,0.238889,6584.41,0.238095,All
-3.34046,0.238889,1.70067e-08,0.239683,0.696629,0.239683,6586.06,0.238889,All
-3.33864,0.239683,1.70127e-08,0.240476,0.699101,0.240476,6592.66,0.239683,All
-3.33657,0.240476,1.70302e-08,0.24127,0.700931,0.24127,6593.63,0.240476,All
-3.32866,0.24127,1.70791e-08,0.242063,0.702031,0.242063,6597.13,0.24127,All
-3.31631,0.242063,1.70926e-08,0.242857,0.702354,0.242857,6597.26,0.242063,All
-3.31076,0.242857,1.71199e-08,0.243651,0.707024,0.243651,6597.37,0.242857,All
-3.30307,0.243651,1.71276e-08,0.244444,0.707722,0.244444,6599.58,0.243651,All
-3.3018,0.244444,1.71356e-08,0.245238,0.717348,0.245238,6603.67,0.244444,All
-3.299,0.245238,1.71625e-08,0.246032,0.719758,0.246032,6606.48,0.245238,All
-3.2942,0.246032,1.71766e-08,0.246825,0.722138,0.246825,6619.41,0.246032,All
-3.2809,0.246825,1.71827e-08,0.247619,0.723526,0.247619,6621.08,0.246825,All
-3.27651,0.247619,1.7225e-08,0.248413,0.723561,0.248413,6623.54,0.247619,All
-3.27482,0.248413,1.72455e-08,0.249206,0.723563,0.249206,6626.49,0.248413,All
-3.26925,0.249206,1.72511e-08,0.25,0.72387,0.25,6628.62,0.249206,All
-3.26194,0.25,1.72555e-08,0.250794,0.724343,0.250794,6629.09,0.25,All
-3.25904,0.250794,1.72633e-08,0.251587,0.724472,0.251587,6629.28,0.250794,All
-3.24944,0.251587,1.72644e-08,0.252381,0.724695,0.252381,6629.28,0.251587,All
-3.2429,0.252381,1.7289e-08,0.253175,0.725557,0.253175,6630.54,0.252381,All
-3.23589,0.253175,1.7304e-08,0.253968,0.72573,0.253968,6631.17,0.253175,All
-3.23046,0.253968,1.7313e-08,0.254762,0.727323,0.254762,6632.72,0.253968,All
-3.21858,0.254762,1.73147e-08,0.255556,0.72879,0.255556,6634.51,0.254762,All
-3.21636,0.255556,1.73348e-08,0.256349,0.729161,0.256349,6639.89,0.255556,All
-3.21226,0.256349,1.73862e-08,0.257143,0.730914,0.257143,6641.11,0.256349,All
-3.18331,0.257143,1.73902e-08,0.257937,0.730932,0.257937,6643.11,0.257143,All
-3.18072,0.257937,1.74061e-08,0.25873,0.731354,0.25873,6646.16,0.257937,All
-3.17754,0.25873,1.7415e-08,0.259524,0.731813,0.259524,6646.73,0.25873,All
-3.16649,0.259524,1.74715e-08,0.260317,0.732381,0.260317,6646.9,0.259524,All
-3.14763,0.260317,1.74764e-08,0.261111,0.733805,0.261111,6647.25,0.260317,All
-3.1354,0.261111,1.74956e-08,0.261905,0.73384,0.261905,6649.73,0.261111,All
-3.13027,0.261905,1.75082e-08,0.262698,0.735126,0.262698,6655.55,0.261905,All
-3.12314,0.262698,1.75354e-08,0.263492,0.735673,0.263492,6656.53,0.262698,All
-3.12227,0.263492,1.75582e-08,0.264286,0.736611,0.264286,6657.57,0.263492,All
-3.11,0.264286,1.75582e-08,0.265079,0.737128,0.265079,6663.38,0.264286,All
-3.09021,0.265079,1.76613e-08,0.265873,0.739263,0.265873,6664.53,0.265079,All
-3.08579,0.265873,1.7673e-08,0.266667,0.739441,0.266667,6669.87,0.265873,All
-3.08451,0.266667,1.76783e-08,0.26746,0.739866,0.26746,6670.19,0.266667,All
-3.08383,0.26746,1.76789e-08,0.268254,0.740315,0.268254,6672.96,0.26746,All
-3.08259,0.268254,1.76839e-08,0.269048,0.740315,0.269048,6681.89,0.268254,All
-3.08251,0.269048,1.77006e-08,0.269841,0.741108,0.269841,6684.48,0.269048,All
-3.0799,0.269841,1.77023e-08,0.270635,0.741334,0.270635,6684.65,0.269841,All
-3.07503,0.270635,1.77426e-08,0.271429,0.741922,0.271429,6686.7,0.270635,All
-3.07327,0.271429,1.775e-08,0.272222,0.742311,0.272222,6686.75,0.271429,All
-3.07211,0.272222,1.77568e-08,0.273016,0.742694,0.273016,6687.52,0.272222,All
-3.06514,0.273016,1.77593e-08,0.27381,0.742869,0.27381,6688.02,0.273016,All
-3.05996,0.27381,1.77597e-08,0.274603,0.743343,0.274603,6691.69,0.27381,All
-3.05948,0.274603,1.77723e-08,0.275397,0.743921,0.275397,6694.37,0.274603,All
-3.05666,0.275397,1.77887e-08,0.27619,0.746076,0.27619,6694.37,0.275397,All
-3.04846,0.27619,1.78074e-08,0.276984,0.746534,0.276984,6696.91,0.27619,All
-3.04725,0.276984,1.78109e-08,0.277778,0.747036,0.277778,6699.03,0.276984,All
-3.04382,0.277778,1.78123e-08,0.278571,0.747319,0.278571,6699.47,0.277778,All
-3.04077,0.278571,1.78336e-08,0.279365,0.748236,0.279365,6699.87,0.278571,All
-3.03081,0.279365,1.78391e-08,0.280159,0.749858,0.280159,6701.97,0.279365,All
-3.03078,0.280159,1.78606e-08,0.280952,0.750161,0.280952,6704.09,0.280159,All
-3.03035,0.280952,1.78615e-08,0.281746,0.750335,0.281746,6707.48,0.280952,All
-3.02658,0.281746,1.78628e-08,0.28254,0.751063,0.28254,6708.18,0.281746,All
-3.01416,0.28254,1.79024e-08,0.283333,0.751921,0.283333,6712.52,0.28254,All
-3.01332,0.283333,1.79113e-08,0.284127,0.752221,0.284127,6714.22,0.283333,All
-3.00833,0.284127,1.79221e-08,0.284921,0.752951,0.284921,6715.57,0.284127,All
-3.00562,0.284921,1.79817e-08,0.285714,0.753598,0.285714,6716.27,0.284921,All
-3.00067,0.285714,1.79917e-08,0.286508,0.754859,0.286508,6723.92,0.285714,All
-2.99805,0.286508,1.80247e-08,0.287302,0.756989,0.287302,6728.55,0.286508,All
-2.99802,0.287302,1.80349e-08,0.288095,0.757838,0.288095,6729.84,0.287302,All
-2.98486,0.288095,1.8048e-08,0.288889,0.758312,0.288889,6730.2,0.288095,All
-2.98481,0.288889,1.80603e-08,0.289683,0.758607,0.289683,6735.72,0.288889,All
-2.97951,0.289683,1.80642e-08,0.290476,0.759017,0.290476,6743.48,0.289683,All
-2.97031,0.290476,1.80675e-08,0.29127,0.759163,0.29127,6746.88,0.290476,All
-2.96953,0.29127,1.80715e-08,0.292063,0.759623,0.292063,6749.84,0.29127,All
-2.96576,0.292063,1.808e-08,0.292857,0.760776,0.292857,6751.3,0.292063,All
-2.95326,0.292857,1.80845e-08,0.293651,0.761534,0.293651,6754.04,0.292857,All
-2.9444,0.293651,1.80929e-08,0.294444,0.762221,0.294444,6754.67,0.293651,All
-2.93171,0.294444,1.80948e-08,0.295238,0.762299,0.295238,6755.93,0.294444,All
-2.92843,0.295238,1.80973e-08,0.296032,0.76239,0.296032,6758.28,0.295238,All
-2.92833,0.296032,1.82162e-08,0.296825,0.762675,0.296825,6758.71,0.296032,All
-2.92712,0.296825,1.82401e-08,0.297619,0.762804,0.297619,6759.59,0.296825,All
-2.91718,0.297619,1.82438e-08,0.298413,0.764327,0.298413,6760.03,0.297619,All
-2.91201,0.298413,1.82442e-08,0.299206,0.765091,0.299206,6760.77,0.298413,All
-2.91079,0.299206,1.82501e-08,0.3,0.76837,0.3,6761.22,0.299206,All
-2.89803,0.3,1.82628e-08,0.300794,0.770167,0.300794,6764.48,0.3,All
-2.89004,0.300794,1.82692e-08,0.301587,0.770477,0.301587,6771.36,0.300794,All
-2.89004,0.301587,1.82979e-08,0.302381,0.770696,0.302381,6771.85,0.301587,All
-2.88426,0.302381,1.83626e-08,0.303175,0.774039,0.303175,6773.92,0.302381,All
-2.86684,0.303175,1.83908e-08,0.303968,0.774971,0.303968,6774.51,0.303175,All
-2.86496,0.303968,1.83975e-08,0.304762,0.775868,0.304762,6775.39,0.303968,All
-2.86129,0.304762,1.84484e-08,0.305556,0.776218,0.305556,6776.56,0.304762,All
-2.85088,0.305556,1.84573e-08,0.306349,0.77849,0.306349,6776.9,0.305556,All
-2.84768,0.306349,1.84764e-08,0.307143,0.778961,0.307143,6778.71,0.306349,All
-2.83985,0.307143,1.84781e-08,0.307937,0.780337,0.307937,6779.07,0.307143,All
-2.83189,0.307937,1.84813e-08,0.30873,0.783416,0.30873,6779.76,0.307937,All
-2.81954,0.30873,1.8507e-08,0.309524,0.783751,0.309524,6781.25,0.30873,All
-2.81853,0.309524,1.85287e-08,0.310317,0.785073,0.310317,6784.31,0.309524,All
-2.7918,0.310317,1.85568e-08,0.311111,0.785573,0.311111,6784.56,0.310317,All
-2.78719,0.311111,1.85761e-08,0.311905,0.78618,0.311905,6788.39,0.311111,All
-2.78625,0.311905,1.86662e-08,0.312698,0.786725,0.312698,6788.47,0.311905,All
-2.78071,0.312698,1.86669e-08,0.313492,0.786979,0.313492,6789.79,0.312698,All
-2.77591,0.313492,1.86704e-08,0.314286,0.787471,0.314286,6791.25,0.313492,All
-2.77472,0.314286,1.86718e-08,0.315079,0.78756,0.315079,6792.23,0.314286,All
-2.7683,0.315079,1.86733e-08,0.315873,0.788536,0.315873,6794.47,0.315079,All
-2.76746,0.315873,1.86743e-08,0.316667,0.789144,0.316667,6795.48,0.315873,All
-2.74905,0.316667,1.87017e-08,0.31746,0.789686,0.31746,6795.91,0.316667,All
-2.7271,0.31746,1.87065e-08,0.318254,0.790246,0.318254,6799.41,0.31746,All
-2.71907,0.318254,1.87171e-08,0.319048,0.790765,0.319048,6800.94,0.318254,All
-2.71732,0.319048,1.87271e-08,0.319841,0.790971,0.319841,6803.91,0.319048,All
-2.7163,0.319841,1.87286e-08,0.320635,0.791373,0.320635,6805.06,0.319841,All
-2.70115,0.320635,1.8739e-08,0.321429,0.79198,0.321429,6807.29,0.320635,All
-2.69262,0.321429,1.87653e-08,0.322222,0.791984,0.322222,6807.54,0.321429,All
-2.6897,0.322222,1.87696e-08,0.323016,0.792702,0.323016,6810.43,0.322222,All
-2.68754,0.323016,1.87702e-08,0.32381,0.793154,0.32381,6812.59,0.323016,All
-2.68748,0.32381,1.87955e-08,0.324603,0.794177,0.324603,6815.2,0.32381,All
-2.67641,0.324603,1.8846e-08,0.325397,0.794195,0.325397,6815.86,0.324603,All
-2.67168,0.325397,1.88481e-08,0.32619,0.794603,0.32619,6818.11,0.325397,All
-2.66512,0.32619,1.88577e-08,0.326984,0.797413,0.326984,6822.83,0.32619,All
-2.65954,0.326984,1.88717e-08,0.327778,0.799626,0.327778,6825.39,0.326984,All
-2.65679,0.327778,1.89082e-08,0.328571,0.802065,0.328571,6825.78,0.327778,All
-2.63062,0.328571,1.89187e-08,0.329365,0.802342,0.329365,6828.52,0.328571,All
-2.62723,0.329365,1.893e-08,0.330159,0.802823,0.330159,6830.67,0.329365,All
-2.62333,0.330159,1.89656e-08,0.330952,0.804134,0.330952,6830.72,0.330159,All
-2.60412,0.330952,1.89799e-08,0.331746,0.804693,0.331746,6830.72,0.330952,All
-2.59308,0.331746,1.90231e-08,0.33254,0.804736,0.33254,6831.44,0.331746,All
-2.58596,0.33254,1.90357e-08,0.333333,0.80785,0.333333,6834.76,0.33254,All
-2.56711,0.333333,1.90483e-08,0.334127,0.808609,0.334127,6841.92,0.333333,All
-2.56349,0.334127,1.90553e-08,0.334921,0.809738,0.334921,6848.32,0.334127,All
-2.55181,0.334921,1.90662e-08,0.335714,0.810558,0.335714,6849.34,0.334921,All
-2.54256,0.335714,1.90688e-08,0.336508,0.81057,0.336508,6854.64,0.335714,All
-2.54029,0.336508,1.91087e-08,0.337302,0.811654,0.337302,6855.98,0.336508,All
-2.53874,0.337302,1.9111e-08,0.338095,0.812409,0.338095,6857.32,0.337302,All
-2.53291,0.338095,1.91383e-08,0.338889,0.81311,0.338889,6858.95,0.338095,All
-2.52108,0.338889,1.91409e-08,0.339683,0.814374,0.339683,6862,0.338889,All
-2.50391,0.339683,1.91674e-08,0.340476,0.814377,0.340476,6863.43,0.339683,All
-2.49987,0.340476,1.9171e-08,0.34127,0.81602,0.34127,6864.09,0.340476,All
-2.49584,0.34127,1.91946e-08,0.342063,0.816364,0.342063,6864.73,0.34127,All
-2.48708,0.342063,1.92176e-08,0.342857,0.817555,0.342857,6866.93,0.342063,All
-2.48054,0.342857,1.92558e-08,0.343651,0.819363,0.343651,6867.78,0.342857,All
-2.47972,0.343651,1.92792e-08,0.344444,0.820136,0.344444,6874.65,0.343651,All
-2.47891,0.344444,1.92845e-08,0.345238,0.820454,0.345238,6875.66,0.344444,All
-2.47485,0.345238,1.92896e-08,0.346032,0.820817,0.346032,6877.08,0.345238,All
-2.46902,0.346032,1.92913e-08,0.346825,0.820939,0.346825,6877.37,0.346032,All
-2.46819,0.346825,1.93245e-08,0.347619,0.82165,0.347619,6879.85,0.346825,All
-2.45386,0.347619,1.93349e-08,0.348413,0.822171,0.348413,6881.39,0.347619,All
-2.44383,0.348413,1.93361e-08,0.349206,0.822205,0.349206,6882.11,0.348413,All
-2.42847,0.349206,1.93459e-08,0.35,0.822698,0.35,6882.24,0.349206,All
-2.4225,0.35,1.93502e-08,0.350794,0.823223,0.350794,6883.24,0.35,All
-2.41667,0.350794,1.93528e-08,0.351587,0.823668,0.351587,6884.68,0.350794,All
-2.4166,0.351587,1.93571e-08,0.352381,0.824167,0.352381,6893.82,0.351587,All
-2.4093,0.352381,1.93895e-08,0.353175,0.824167,0.353175,6896.47,0.352381,All
-2.40097,0.353175,1.94119e-08,0.353968,0.825647,0.353968,6896.6,0.353175,All
-2.3941,0.353968,1.94132e-08,0.354762,0.825672,0.354762,6896.99,0.353968,All
-2.38862,0.354762,1.94387e-08,0.355556,0.82684,0.355556,6897.45,0.354762,All
-2.38026,0.355556,1.94423e-08,0.356349,0.827185,0.356349,6898.58,0.355556,All
-2.37738,0.356349,1.94534e-08,0.357143,0.828417,0.357143,6900.35,0.356349,All
-2.36987,0.357143,1.94606e-08,0.357937,0.828425,0.357937,6904.94,0.357143,All
-2.36955,0.357937,1.94624e-08,0.35873,0.830705,0.35873,6910.86,0.357937,All
-2.36937,0.35873,1.94748e-08,0.359524,0.830783,0.359524,6911.71,0.35873,All
-2.36609,0.359524,1.94798e-08,0.360317,0.83116,0.360317,6912.83,0.359524,All
-2.34963,0.360317,1.9486e-08,0.361111,0.831459,0.361111,6915.39,0.360317,All
-2.34893,0.361111,1.95091e-08,0.361905,0.83152,0.361905,6918.68,0.361111,All
-2.34661,0.361905,1.95122e-08,0.362698,0.83158,0.362698,6918.84,0.361905,All
-2.33282,0.362698,1.95175e-08,0.363492,0.833182,0.363492,6923.54,0.362698,All
-2.32791,0.363492,1.95177e-08,0.364286,0.833214,0.364286,6931.43,0.363492,All
-2.31489,0.364286,1.95229e-08,0.365079,0.834711,0.365079,6932.81,0.364286,All
-2.30441,0.365079,1.95253e-08,0.365873,0.835131,0.365873,6934.47,0.365079,All
-2.29784,0.365873,1.95278e-08,0.366667,0.835438,0.366667,6935.89,0.365873,All
-2.29688,0.366667,1.95304e-08,0.36746,0.83573,0.36746,6939.6,0.366667,All
-2.2968,0.36746,1.95733e-08,0.368254,0.836396,0.368254,6942.38,0.36746,All
-2.29108,0.368254,1.96023e-08,0.369048,0.836878,0.369048,6943.75,0.368254,All
-2.28592,0.369048,1.9605e-08,0.369841,0.83727,0.369841,6947.97,0.369048,All
-2.27633,0.369841,1.96106e-08,0.370635,0.837291,0.370635,6949.83,0.369841,All
-2.2642,0.370635,1.96191e-08,0.371429,0.83753,0.371429,6956.3,0.370635,All
-2.26367,0.371429,1.96312e-08,0.372222,0.839992,0.372222,6959.03,0.371429,All
-2.26179,0.372222,1.97127e-08,0.373016,0.840094,0.373016,6961.11,0.372222,All
-2.25403,0.373016,1.97292e-08,0.37381,0.84057,0.37381,6965.7,0.373016,All
-2.25244,0.37381,1.97386e-08,0.374603,0.841827,0.374603,6965.84,0.37381,All
-2.24968,0.374603,1.97525e-08,0.375397,0.844698,0.375397,6967.27,0.374603,All
-2.24511,0.375397,1.97598e-08,0.37619,0.84482,0.37619,6968.09,0.375397,All
-2.24511,0.37619,1.97611e-08,0.376984,0.845321,0.376984,6968.89,0.37619,All
-2.24171,0.376984,1.97624e-08,0.377778,0.847633,0.377778,6969.23,0.376984,All
-2.23747,0.377778,1.97669e-08,0.378571,0.848368,0.378571,6971.33,0.377778,All
-2.22584,0.378571,1.97861e-08,0.379365,0.848431,0.379365,6972.91,0.378571,All
-2.22191,0.379365,1.97886e-08,0.380159,0.848791,0.380159,6975.68,0.379365,All
-2.22179,0.380159,1.98399e-08,0.380952,0.850379,0.380952,6979.58,0.380159,All
-2.22103,0.380952,1.98584e-08,0.381746,0.850819,0.381746,6983.46,0.380952,All
-2.20908,0.381746,1.98778e-08,0.38254,0.851274,0.38254,6983.65,0.381746,All
-2.20586,0.38254,1.98834e-08,0.383333,0.851914,0.383333,6986.79,0.38254,All
-2.20224,0.383333,1.989e-08,0.384127,0.851942,0.384127,6990.85,0.383333,All
-2.1983,0.384127,1.98911e-08,0.384921,0.852922,0.384921,6992.52,0.384127,All
-2.19609,0.384921,1.98994e-08,0.385714,0.853314,0.385714,6993.36,0.384921,All
-2.1878,0.385714,1.99048e-08,0.386508,0.853559,0.386508,6998.5,0.385714,All
-2.1737,0.386508,1.99164e-08,0.387302,0.854737,0.387302,6999.16,0.386508,All
-2.16376,0.387302,1.9919e-08,0.388095,0.855163,0.388095,7002.71,0.387302,All
-2.15087,0.388095,1.99266e-08,0.388889,0.855437,0.388889,7004.4,0.388095,All
-2.15011,0.388889,1.99456e-08,0.389683,0.85703,0.389683,7006.48,0.388889,All
-2.13559,0.389683,1.9964e-08,0.390476,0.860418,0.390476,7009.3,0.389683,All
-2.13456,0.390476,1.99744e-08,0.39127,0.862084,0.39127,7012.06,0.390476,All
-2.13304,0.39127,1.99748e-08,0.392063,0.862084,0.392063,7012.91,0.39127,All
-2.12851,0.392063,1.99755e-08,0.392857,0.862182,0.392857,7013.49,0.392063,All
-2.12826,0.392857,1.99778e-08,0.393651,0.86357,0.393651,7016.05,0.392857,All
-2.126,0.393651,1.9984e-08,0.394444,0.863803,0.394444,7016.23,0.393651,All
-2.1227,0.394444,1.99847e-08,0.395238,0.863819,0.395238,7017.02,0.394444,All
-2.12222,0.395238,1.99977e-08,0.396032,0.864342,0.396032,7020.02,0.395238,All
-2.11322,0.396032,2.00044e-08,0.396825,0.86446,0.396825,7026.78,0.396032,All
-2.107,0.396825,2.0019e-08,0.397619,0.864657,0.397619,7036.5,0.396825,All
-2.10401,0.397619,2.0031e-08,0.398413,0.865547,0.398413,7040.99,0.397619,All
-2.09587,0.398413,2.00387e-08,0.399206,0.867076,0.399206,7044.26,0.398413,All
-2.08097,0.399206,2.00392e-08,0.4,0.867235,0.4,7050.06,0.399206,All
-2.08044,0.4,2.00527e-08,0.400794,0.867337,0.400794,7050.06,0.4,All
-2.07886,0.400794,2.00584e-08,0.401587,0.868613,0.401587,7051.97,0.400794,All
-2.07421,0.401587,2.00646e-08,0.402381,0.871641,0.402381,7053.08,0.401587,All
-2.06837,0.402381,2.00839e-08,0.403175,0.872374,0.403175,7053.61,0.402381,All
-2.06454,0.403175,2.009e-08,0.403968,0.872451,0.403968,7054.37,0.403175,All
-2.05526,0.403968,2.00949e-08,0.404762,0.875027,0.404762,7055.87,0.403968,All
-2.0539,0.404762,2.01365e-08,0.405556,0.877176,0.405556,7056.53,0.404762,All
-2.0503,0.405556,2.01721e-08,0.406349,0.877267,0.406349,7060.06,0.405556,All
-2.04015,0.406349,2.02034e-08,0.407143,0.877352,0.407143,7064.06,0.406349,All
-2.02506,0.407143,2.02161e-08,0.407937,0.877694,0.407937,7065.54,0.407143,All
-2.01095,0.407937,2.02226e-08,0.40873,0.877942,0.40873,7069.77,0.407937,All
-2.00131,0.40873,2.02419e-08,0.409524,0.879734,0.409524,7069.9,0.40873,All
-1.99415,0.409524,2.02539e-08,0.410317,0.882308,0.410317,7074.74,0.409524,All
-1.99214,0.410317,2.02712e-08,0.411111,0.884009,0.411111,7074.76,0.410317,All
-1.98176,0.411111,2.0274e-08,0.411905,0.885653,0.411905,7078.2,0.411111,All
-1.96983,0.411905,2.02989e-08,0.412698,0.886448,0.412698,7081.87,0.411905,All
-1.96381,0.412698,2.03242e-08,0.413492,0.886452,0.413492,7085.32,0.412698,All
-1.9585,0.413492,2.03322e-08,0.414286,0.889381,0.414286,7086.11,0.413492,All
-1.94683,0.414286,2.03596e-08,0.415079,0.889657,0.415079,7088.55,0.414286,All
-1.9433,0.415079,2.03598e-08,0.415873,0.890954,0.415873,7091.5,0.415079,All
-1.94297,0.415873,2.0361e-08,0.416667,0.892141,0.416667,7094.45,0.415873,All
-1.92798,0.416667,2.03686e-08,0.41746,0.895273,0.41746,7098.1,0.416667,All
-1.91527,0.41746,2.03926e-08,0.418254,0.896067,0.418254,7102.07,0.41746,All
-1.89276,0.418254,2.04078e-08,0.419048,0.896895,0.419048,7102.48,0.418254,All
-1.88862,0.419048,2.04087e-08,0.419841,0.89793,0.419841,7104.4,0.419048,All
-1.88707,0.419841,2.0416e-08,0.420635,0.898075,0.420635,7109.18,0.419841,All
-1.87953,0.420635,2.04356e-08,0.421429,0.898181,0.421429,7109.24,0.420635,All
-1.87887,0.421429,2.04534e-08,0.422222,0.898603,0.422222,7112.67,0.421429,All
-1.87742,0.422222,2.04656e-08,0.423016,0.8992,0.423016,7113.59,0.422222,All
-1.8698,0.423016,2.04979e-08,0.42381,0.89995,0.42381,7115.73,0.423016,All
-1.86575,0.42381,2.0519e-08,0.424603,0.902832,0.424603,7116.7,0.42381,All
-1.86556,0.424603,2.05409e-08,0.425397,0.902879,0.425397,7116.86,0.424603,All
-1.86419,0.425397,2.05476e-08,0.42619,0.902983,0.42619,7118.82,0.425397,All
-1.8571,0.42619,2.0564e-08,0.426984,0.904517,0.426984,7122.69,0.42619,All
-1.85287,0.426984,2.05773e-08,0.427778,0.905393,0.427778,7122.8,0.426984,All
-1.8494,0.427778,2.05791e-08,0.428571,0.906011,0.428571,7128.27,0.427778,All
-1.84793,0.428571,2.05919e-08,0.429365,0.906076,0.429365,7131.28,0.428571,All
-1.84383,0.429365,2.06051e-08,0.430159,0.907606,0.430159,7131.9,0.429365,All
-1.84328,0.430159,2.06284e-08,0.430952,0.907756,0.430952,7134.61,0.430159,All
-1.83403,0.430952,2.06476e-08,0.431746,0.908686,0.431746,7136.1,0.430952,All
-1.82592,0.431746,2.06723e-08,0.43254,0.908701,0.43254,7136.75,0.431746,All
-1.8178,0.43254,2.07134e-08,0.433333,0.91027,0.433333,7137.36,0.43254,All
-1.81693,0.433333,2.07239e-08,0.434127,0.910285,0.434127,7138.64,0.433333,All
-1.81373,0.434127,2.07289e-08,0.434921,0.911228,0.434921,7138.96,0.434127,All
-1.80109,0.434921,2.07448e-08,0.435714,0.911898,0.435714,7140.8,0.434921,All
-1.79751,0.435714,2.07471e-08,0.436508,0.912189,0.436508,7144.54,0.435714,All
-1.79651,0.436508,2.07548e-08,0.437302,0.912598,0.437302,7147.25,0.436508,All
-1.79353,0.437302,2.08036e-08,0.438095,0.913082,0.438095,7150.69,0.437302,All
-1.78806,0.438095,2.08059e-08,0.438889,0.91316,0.438889,7152.64,0.438095,All
-1.77674,0.438889,2.08146e-08,0.439683,0.91567,0.439683,7155.87,0.438889,All
-1.77494,0.439683,2.08204e-08,0.440476,0.915746,0.440476,7156.61,0.439683,All
-1.77225,0.440476,2.08266e-08,0.44127,0.915947,0.44127,7157.37,0.440476,All
-1.74038,0.44127,2.08303e-08,0.442063,0.916387,0.442063,7159.58,0.44127,All
-1.7362,0.442063,2.0868e-08,0.442857,0.916807,0.442857,7174.07,0.442063,All
-1.73579,0.442857,2.09188e-08,0.443651,0.917551,0.443651,7175.11,0.442857,All
-1.73324,0.443651,2.09303e-08,0.444444,0.918266,0.444444,7175.99,0.443651,All
-1.72531,0.444444,2.09612e-08,0.445238,0.920102,0.445238,7178.21,0.444444,All
-1.71787,0.445238,2.09629e-08,0.446032,0.921378,0.446032,7181.37,0.445238,All
-1.71598,0.446032,2.09922e-08,0.446825,0.922881,0.446825,7184,0.446032,All
-1.71009,0.446825,2.10061e-08,0.447619,0.922947,0.447619,7185.73,0.446825,All
-1.7091,0.447619,2.10087e-08,0.448413,0.922947,0.448413,7190.63,0.447619,All
-1.70865,0.448413,2.10097e-08,0.449206,0.924161,0.449206,7192.9,0.448413,All
-1.70812,0.449206,2.10142e-08,0.45,0.924323,0.45,7197.74,0.449206,All
-1.70382,0.45,2.10232e-08,0.450794,0.925164,0.450794,7200.38,0.45,All
-1.69452,0.450794,2.10411e-08,0.451587,0.925514,0.451587,7202.42,0.450794,All
-1.69319,0.451587,2.10609e-08,0.452381,0.927277,0.452381,7204.06,0.451587,All
-1.69233,0.452381,2.10803e-08,0.453175,0.927629,0.453175,7205.11,0.452381,All
-1.69188,0.453175,2.11083e-08,0.453968,0.927952,0.453968,7209.26,0.453175,All
-1.6861,0.453968,2.11106e-08,0.454762,0.928357,0.454762,7212.65,0.453968,All
-1.68227,0.454762,2.11418e-08,0.455556,0.929127,0.455556,7217.06,0.454762,All
-1.68227,0.455556,2.11499e-08,0.456349,0.930227,0.456349,7220.91,0.455556,All
-1.68177,0.456349,2.11533e-08,0.457143,0.930398,0.457143,7222.78,0.456349,All
-1.6801,0.457143,2.11568e-08,0.457937,0.930749,0.457937,7224.03,0.457143,All
-1.67946,0.457937,2.11741e-08,0.45873,0.931077,0.45873,7224.09,0.457937,All
-1.67073,0.45873,2.11913e-08,0.459524,0.932175,0.459524,7224.12,0.45873,All
-1.66722,0.459524,2.12114e-08,0.460317,0.932641,0.460317,7225.07,0.459524,All
-1.66653,0.460317,2.12188e-08,0.461111,0.93383,0.461111,7227.44,0.460317,All
-1.66205,0.461111,2.1227e-08,0.461905,0.934389,0.461905,7229.55,0.461111,All
-1.64856,0.461905,2.1233e-08,0.462698,0.936574,0.462698,7236.32,0.461905,All
-1.64615,0.462698,2.1234e-08,0.463492,0.938638,0.463492,7240.92,0.462698,All
-1.63152,0.463492,2.12358e-08,0.464286,0.938682,0.464286,7242.96,0.463492,All
-1.62815,0.464286,2.12523e-08,0.465079,0.940591,0.465079,7244.76,0.464286,All
-1.62663,0.465079,2.12628e-08,0.465873,0.940746,0.465873,7247.96,0.465079,All
-1.62501,0.465873,2.1266e-08,0.466667,0.940782,0.466667,7252.08,0.465873,All
-1.62359,0.466667,2.12693e-08,0.46746,0.940825,0.46746,7255.16,0.466667,All
