ID,time,pop,popPred,indivPredMean,indivPredMode
5,18.0061,-0.104851,1.68866,0.720037,0.338436
5,18.072,-0.132271,1.66124,0.687766,0.304229
5,18.1804,-0.177409,1.6161,0.634645,0.247921
5,18.24,-0.202219,1.59129,0.605447,0.216971
5,18.3564,-0.250668,1.54284,0.548427,0.15653
5,18.408,-0.272166,1.52134,0.523127,0.129712
5,18.534,-0.324637,1.46887,0.461375,0.0642551
5,18.576,-0.342114,1.45139,0.440807,0.0424537
5,18.7134,-0.399322,1.39418,0.37348,-0.0289133
5,18.744,-0.412061,1.38145,0.358488,-0.0448049
5,18.8945,-0.47473,1.31878,0.284734,-0.122983
5,18.912,-0.482008,1.3115,0.276168,-0.132063
5,19.0774,-0.550867,1.24264,0.19513,-0.217964
5,19.08,-0.551956,1.24155,0.193849,-0.219322
5,19.248,-0.621903,1.1716,0.111529,-0.306581
5,19.262,-0.627742,1.16576,0.104658,-0.313864
5,19.416,-0.691851,1.10166,0.0292095,-0.393839
5,19.4484,-0.70536,1.08815,0.013311,-0.410691
5,19.584,-0.761798,1.03171,-0.0531101,-0.481098
5,19.6367,-0.783729,1.00978,-0.0789204,-0.508457
5,19.752,-0.831746,0.96176,-0.13543,-0.568356
5,19.8267,-0.862857,0.930649,-0.172044,-0.607168
5,19.92,-0.901693,0.891813,-0.217749,-0.655615
5,20.0186,-0.942751,0.850755,-0.26607,-0.706834
5,20.088,-0.971641,0.821865,-0.300069,-0.742873
5,20.2124,-1.02342,0.770087,-0.361005,-0.807466
5,20.256,-1.04159,0.751918,-0.382388,-0.830132
5,20.408,-1.10487,0.68864,-0.456859,-0.909071
5,20.424,-1.11154,0.68197,-0.464708,-0.91739
5,20.592,-1.18148,0.612023,-0.547028,-1.00465
5,20.6055,-1.1871,0.606403,-0.553641,-1.01166
5,20.76,-1.25143,0.542075,-0.629347,-1.09191
5,20.8049,-1.27013,0.523371,-0.651359,-1.11524
5,20.928,-1.32138,0.472128,-0.711667,-1.17917
5,21.0063,-1.35397,0.439535,-0.750024,-1.21982
5,21.096,-1.39133,0.40218,-0.793986,-1.26642
5,21.2096,-1.43862,0.354888,-0.849643,-1.32542
5,21.264,-1.46127,0.332233,-0.876306,-1.35368
5,21.4149,-1.52408,0.269422,-0.950226,-1.43204
5,21.432,-1.53122,0.262285,-0.958626,-1.44094
5,21.6,-1.60117,0.192337,-1.04095,-1.5282
5,21.6221,-1.61038,0.183128,-1.05178,-1.53969
5,21.768,-1.67112,0.12239,-1.12326,-1.61546
5,21.8314,-1.69751,0.0959998,-1.15432,-1.64838
5,21.936,-1.74106,0.0524424,-1.20558,-1.70272
5,22.0427,-1.78548,0.00802781,-1.25785,-1.75812
5,22.104,-1.81101,-0.0175052,-1.2879,-1.78998
5,22.256,-1.8743,-0.0807956,-1.36239,-1.86893
5,22.272,-1.88096,-0.0874527,-1.37022,-1.87723
5,22.44,-1.9509,-0.1574,-1.45254,-1.96449
5,22.4714,-1.96398,-0.170479,-1.46793,-1.98081
5,22.608,-2.02085,-0.227348,-1.53486,-2.05175
5,22.6889,-2.05453,-0.26103,-1.5745,-2.09377
5,22.776,-2.0908,-0.297295,-1.61718,-2.13901
5,22.9085,-2.14596,-0.352457,-1.6821,-2.20782
5,22.944,-2.16075,-0.367243,-1.6995,-2.22627
5,23.112,-2.23069,-0.43719,-1.78182,-2.31353
5,23.1302,-2.23827,-0.444769,-1.79074,-2.32298
5,23.28,-2.30064,-0.507138,-1.86414,-2.40079
5,23.3541,-2.33148,-0.537975,-1.90043,-2.43925
5,23.448,-2.37059,-0.577085,-1.94646,-2.48804
5,23.5801,-2.42559,-0.632083,-2.01119,-2.55665
5,23.616,-2.44054,-0.647033,-2.02878,-2.5753
5,23.784,-2.51048,-0.716981,-2.1111,-2.66256
5,23.8083,-2.52061,-0.727101,-2.12301,-2.67519
5,23.952,-2.58043,-0.786928,-2.19342,-2.74982
5,24.0387,-2.61654,-0.82304,-2.23592,-2.79487
5,24.12,-2.65038,-0.856876,-2.27574,-2.83708
5,24.2714,-2.71341,-0.919906,-2.34992,-2.91571
5,24.288,-2.72033,-0.926823,-2.35806,-2.92434
5,24.456,-2.79027,-0.996771,-2.44038,-3.0116
5,24.5063,-2.81121,-1.01771,-2.46502,-3.03772
5,24.624,-2.86022,-1.06672,-2.5227,-3.09885
5,24.7435,-2.90996,-1.11646,-2.58124,-3.16091
5,24.792,-2.93017,-1.13667,-2.60502,-3.18611
5,24.96,-3.00012,-1.20661,-2.68734,-3.27337
5,24.9829,-3.00967,-1.21617,-2.69858,-3.28529
5,25.128,-3.07006,-1.27656,-2.76966,-3.36063
5,25.2247,-3.11034,-1.31684,-2.81706,-3.41088
5,25.296,-3.14001,-1.34651,-2.85198,-3.44789
5,25.464,-3.20996,-1.41646,-2.9343,-3.53515
5,25.4689,-3.21199,-1.41849,-2.93668,-3.53768
5,25.632,-3.27991,-1.4864,-3.01661,-3.62241
5,25.7154,-3.31462,-1.52111,-3.05746,-3.66571
5,25.8,-3.34985,-1.55635,-3.09893,-3.70966
5,25.9643,-3.41824,-1.62474,-3.17941,-3.79497
5,25.968,-3.4198,-1.6263,-3.18125,-3.79692
5,26.136,-3.48975,-1.69625,-3.26357,-3.88417
5,26.2155,-3.52287,-1.72936,-3.30254,-3.92549
5,26.304,-3.5597,-1.76619,-3.34589,-3.97143
5,26.4693,-3.6285,-1.835,-3.42687,-4.05727
5,26.472,-3.62964,-1.83614,-3.42821,-4.05869
5,26.64,-3.69959,-1.90609,-3.51053,-4.14594
5,26.7254,-3.73517,-1.94166,-3.55239,-4.19032
5,26.808,-3.76954,-1.97604,-3.59284,-4.2332
5,26.976,-3.83949,-2.04598,-3.67516,-4.32045
5,26.9841,-3.84286,-2.04936,-3.67913,-4.32466
5,27.144,-3.90943,-2.11593,-3.75748,-4.40771
5,27.2453,-3.95159,-2.15809,-3.8071,-4.4603
5,27.312,-3.97937,-2.18588,-3.8398,-4.49497
5,27.48,-4.04932,-2.25583,-3.92212,-4.58222
5,27.5089,-4.06137,-2.26788,-3.9363,-4.59726
5,27.648,-4.11926,-2.32577,-4.00444,-4.66948
5,27.7752,-4.17222,-2.37873,-4.06676,-4.73554
5,27.816,-4.18921,-2.39572,-4.08676,-4.75674
5,27.984,-4.25915,-2.46567,-4.16908,-4.84399
5,28.044,-4.28414,-2.49065,-4.19848,-4.87516
5,28.152,-4.3291,-2.53562,-4.25139,-4.93124
5,28.3154,-4.39714,-2.60366,-4.33147,-5.0161
5,28.32,-4.39904,-2.60556,-4.33371,-5.01848
5,28.488,-4.46899,-2.67551,-4.41603,-5.1057
5,28.5895,-4.51123,-2.71776,-4.46575,-5.15837
5,28.656,-4.53893,-2.74546,-4.49835,-5.19292
5,28.824,-4.60888,-2.81541,-4.58065,-5.28013
5,28.8662,-4.62643,-2.83296,-4.60131,-5.30203
5,28.992,-4.67882,-2.88535,-4.66296,-5.36737
5,29.1455,-4.74275,-2.94928,-4.73818,-5.44711
5,29.16,-4.74877,-2.9553,-4.74526,-5.45461
5,29.328,-4.81871,-3.02525,-4.82757,-5.54185
5,29.4276,-4.86019,-3.06673,-4.87638,-5.59358
5,29.496,-4.88866,-3.0952,-4.90988,-5.62909
5,29.664,-4.9586,-3.16514,-4.99219,-5.7163
5,29.7124,-4.97877,-3.18531,-5.01592,-5.74145
5,29.832,-5.02854,-3.23509,-5.0745,-5.80353
5,30,-5.09848,-3.30504,-5.15681,-5.89077
6,15,1.14679,2.94029,0.457269,0.643998
6,15.0284,1.13497,2.92847,0.440824,0.627591
6,15.032,1.13346,2.92696,0.438735,0.625507
6,15.0568,1.12312,2.91662,0.424347,0.61115
6,15.064,1.12014,2.91364,0.420199,0.607013
6,15.0853,1.11125,2.90475,0.407837,0.594679
6,15.096,1.10682,2.90032,0.401664,0.588519
6,15.1139,1.09936,2.89286,0.391298,0.578177
6,15.128,1.09349,2.88699,0.383129,0.570027
6,15.1425,1.08745,2.88095,0.374727,0.561644
6,15.16,1.08017,2.87367,0.364594,0.551534
6,15.1712,1.07552,2.86902,0.358125,0.54508
6,15.192,1.06685,2.86035,0.34606,0.533042
6,15.1999,1.06356,2.85706,0.341492,0.528484
6,15.224,1.05352,2.84702,0.327525,0.514549
6,15.2287,1.05158,2.84508,0.324827,0.511857
6,15.256,1.0402,2.8337,0.308991,0.496057
6,15.2575,1.03958,2.83308,0.308131,0.495199
6,15.2864,1.02756,2.82106,0.291403,0.478509
6,15.288,1.02688,2.82038,0.290456,0.477564
6,15.3153,1.01551,2.80901,0.274643,0.461787
6,15.32,1.01355,2.80705,0.271921,0.459072
6,15.3443,1.00344,2.79694,0.257851,0.445034
6,15.352,1.00023,2.79373,0.253387,0.440579
6,15.3733,0.991345,2.78485,0.241028,0.428248
6,15.384,0.986905,2.78041,0.234852,0.422086
6,15.4024,0.979229,2.77273,0.224173,0.411431
6,15.416,0.973582,2.76708,0.216317,0.403593
6,15.4316,0.96709,2.76059,0.207286,0.394583
6,15.448,0.960258,2.75376,0.197782,0.385101
6,15.4608,0.954928,2.74843,0.190367,0.377702
6,15.48,0.946935,2.74044,0.179247,0.366608
6,15.4901,0.942743,2.73624,0.173416,0.360789
6,15.512,0.933611,2.72711,0.160713,0.348115
6,15.5194,0.930535,2.72403,0.156432,0.343845
6,15.544,0.920288,2.71379,0.142178,0.329623
6,15.5488,0.918303,2.7118,0.139417,0.326868
6,15.576,0.906964,2.70046,0.123643,0.31113
6,15.5782,0.906049,2.69955,0.12237,0.309859
6,15.6077,0.893772,2.68727,0.10529,0.292818
6,15.608,0.893641,2.68714,0.105108,0.292637
6,15.6372,0.881471,2.67497,0.0881777,0.275745
6,15.64,0.880318,2.67382,0.0865734,0.274144
6,15.6668,0.869147,2.66265,0.0710331,0.258639
6,15.672,0.866994,2.66049,0.0680386,0.255652
6,15.6965,0.856799,2.6503,0.0538559,0.241501
6,15.704,0.853671,2.64717,0.0495034,0.237159
6,15.7262,0.844429,2.63793,0.036646,0.22433
6,15.736,0.840347,2.63385,0.0309681,0.218665
6,15.756,0.832034,2.62553,0.0194036,0.207127
6,15.768,0.827024,2.62052,0.012433,0.200172
6,15.7858,0.819617,2.61312,0.00212851,0.189891
6,15.8,0.8137,2.6072,-0.0061022,0.181679
6,15.8157,0.807176,2.60068,-0.0151792,0.172623
6,15.832,0.800377,2.59388,-0.0246372,0.163187
6,15.8456,0.794711,2.58821,-0.0325194,0.155322
6,15.864,0.787053,2.58055,-0.0431719,0.144694
6,15.8756,0.782223,2.57572,-0.0498923,0.137989
6,15.896,0.77373,2.56723,-0.0617066,0.126201
6,15.9057,0.769711,2.56321,-0.067298,0.120623
6,15.928,0.760406,2.55391,-0.080241,0.107709
6,15.9358,0.757175,2.55067,-0.0847364,0.103224
6,15.96,0.747083,2.54058,-0.0987755,0.0892166
6,15.9659,0.744615,2.53812,-0.102208,0.0857919
6,15.992,0.733759,2.52726,-0.11731,0.0707241
6,15.9961,0.732032,2.52553,-0.119713,0.068327
6,16.024,0.720435,2.51394,-0.135845,0.0522316
6,16.0264,0.719425,2.51292,-0.13725,0.050829
6,16.056,0.707112,2.50061,-0.154379,0.033739
6,16.0568,0.706794,2.50029,-0.154822,0.0332977
6,16.0872,0.694139,2.48764,-0.172426,0.0157332
6,16.088,0.693788,2.48729,-0.172914,0.0152463
6,16.1176,0.68146,2.47496,-0.190064,-0.00186456
6,16.12,0.680464,2.47396,-0.191449,-0.00324643
6,16.1481,0.668757,2.46226,-0.207735,-0.0194958
6,16.152,0.667141,2.46064,-0.209984,-0.0217393
6,16.1787,0.656031,2.44953,-0.22544,-0.0371605
6,16.184,0.653818,2.44732,-0.228519,-0.0402323
6,16.2093,0.64328,2.43678,-0.243178,-0.0548586
6,16.216,0.640494,2.43399,-0.247054,-0.0587251
6,16.24,0.630505,2.42401,-0.26095,-0.0725901
6,16.248,0.627171,2.42067,-0.265589,-0.0772181
6,16.2707,0.617706,2.41121,-0.278756,-0.0903554
6,16.28,0.613848,2.40735,-0.284124,-0.0957112
6,16.3015,0.604883,2.39838,-0.296595,-0.108154
6,16.312,0.600525,2.39402,-0.302659,-0.114204
6,16.3324,0.592036,2.38554,-0.314468,-0.125987
6,16.344,0.587201,2.3807,-0.321194,-0.132697
6,16.3633,0.579164,2.37266,-0.332375,-0.143853
6,16.376,0.573878,2.36738,-0.339728,-0.15119
6,16.3943,0.566268,2.35977,-0.350315,-0.161753
6,16.408,0.560555,2.35405,-0.358263,-0.169682
6,16.4253,0.553347,2.34685,-0.36829,-0.179686
6,16.44,0.547231,2.34073,-0.376798,-0.188175
6,16.4564,0.540402,2.3339,-0.386298,-0.197654
6,16.472,0.533908,2.32741,-0.395332,-0.206667
6,16.4876,0.527432,2.32093,-0.40434,-0.215655
6,16.504,0.520584,2.31408,-0.413867,-0.22516
6,16.5188,0.514438,2.30794,-0.422417,-0.23369
6,16.536,0.507261,2.30076,-0.432401,-0.243652
6,16.55,0.501419,2.29492,-0.440527,-0.25176
6,16.568,0.493937,2.28744,-0.450935,-0.262144
6,16.5814,0.488375,2.28188,-0.458672,-0.269863
6,16.6,0.480613,2.27411,-0.469469,-0.280636
6,16.6127,0.475307,2.26881,-0.476851,-0.288001
6,16.632,0.46729,2.26079,-0.488004,-0.299128
6,16.6442,0.462214,2.25571,-0.495065,-0.306173
6,16.664,0.453966,2.24747,-0.506538,-0.31762
6,16.6757,0.449096,2.2426,-0.513313,-0.324379
6,16.696,0.440643,2.23414,-0.525072,-0.336112
6,16.7073,0.435953,2.22945,-0.531595,-0.34262
6,16.728,0.427319,2.22082,-0.543607,-0.354604
6,16.7389,0.422786,2.21629,-0.549912,-0.360896
6,16.76,0.413995,2.2075,-0.562141,-0.373097
6,16.7706,0.409593,2.20309,-0.568264,-0.379206
6,16.792,0.400672,2.19417,-0.580675,-0.391589
6,16.8023,0.396376,2.18988,-0.586651,-0.397551
6,16.824,0.387348,2.18085,-0.59921,-0.410081
6,16.8341,0.383133,2.17663,-0.605073,-0.415931
6,16.856,0.374024,2.16752,-0.617744,-0.428573
6,16.866,0.369866,2.16337,-0.623529,-0.434345
6,16.888,0.360701,2.1542,-0.636279,-0.447066
6,16.8979,0.356573,2.15007,-0.64202,-0.452794
6,16.92,0.347377,2.14088,-0.654813,-0.465558
6,16.9299,0.343256,2.13676,-0.660547,-0.471279
6,16.952,0.334054,2.12755,-0.673347,-0.48405
6,16.9619,0.329913,2.12341,-0.679108,-0.489798
6,16.984,0.320731,2.11423,-0.691882,-0.502543
6,16.9941,0.316545,2.11005,-0.697705,-0.508352
6,17,0.314069,2.10757,-0.701149,-0.511789
6,17.016,0.307407,2.10091,-0.710416,-0.521035
6,17.0262,0.303152,2.09665,-0.716336,-0.526941
6,17.048,0.294084,2.08759,-0.728951,-0.539527
6,17.0585,0.289733,2.08323,-0.735003,-0.545566
6,17.08,0.280761,2.07426,-0.747485,-0.558019
6,17.0907,0.27629,2.06979,-0.753705,-0.564226
6,17.112,0.267438,2.06094,-0.766019,-0.576511
6,17.1231,0.26282,2.05632,-0.772443,-0.582921
6,17.144,0.254115,2.04762,-0.784553,-0.595003
6,17.1555,0.249326,2.04283,-0.791216,-0.601651
6,17.176,0.240792,2.03429,-0.803088,-0.613496
6,17.188,0.235805,2.02931,-0.810025,-0.620417
6,17.208,0.227469,2.02097,-0.821622,-0.631988
6,17.2205,0.22226,2.01576,-0.828869,-0.639218
6,17.24,0.214146,2.00765,-0.840156,-0.65048
6,17.2531,0.208688,2.00219,-0.847749,-0.658055
6,17.272,0.200823,1.99432,-0.858691,-0.668972
6,17.2858,0.195091,1.98859,-0.866665,-0.676928
6,17.304,0.1875,1.981,-0.877225,-0.687464
6,17.3185,0.181468,1.97497,-0.885616,-0.695836
6,17.336,0.174177,1.96768,-0.895759,-0.705956
6,17.3513,0.16782,1.96132,-0.904603,-0.71478
6,17.368,0.160854,1.95435,-0.914294,-0.724448
6,17.3841,0.154145,1.94764,-0.923627,-0.73376
6,17.4,0.147531,1.94103,-0.932828,-0.742941
6,17.417,0.140445,1.93394,-0.942686,-0.752777
6,17.432,0.134208,1.92771,-0.951362,-0.761433
6,17.45,0.126719,1.92022,-0.961781,-0.771828
6,17.464,0.120885,1.91438,-0.969897,-0.779925
6,17.483,0.112966,1.90646,-0.980913,-0.790916
6,17.496,0.107562,1.90106,-0.988431,-0.798417
6,17.5161,0.0991876,1.89268,-1.00008,-0.810041
6,17.528,0.0942388,1.88774,-1.00697,-0.81691
6,17.5493,0.0853831,1.87888,-1.01928,-0.829201
6,17.56,0.0809157,1.87441,-1.0255,-0.835402
6,17.5825,0.0715525,1.86505,-1.03853,-0.848398
6,17.592,0.0675926,1.86109,-1.04403,-0.853894
6,17.6158,0.0576956,1.85119,-1.0578,-0.867631
6,17.624,0.0542694,1.84777,-1.06257,-0.872386
6,17.6491,0.0438124,1.83731,-1.07712,-0.8869
6,17.656,0.0409461,1.83444,-1.0811,-0.890879
6,17.6825,0.029903,1.8234,-1.09647,-0.906206
6,17.688,0.027623,1.82112,-1.09964,-0.909371
6,17.716,0.0159674,1.80946,-1.11585,-0.925548
6,17.72,0.0142999,1.8078,-1.11817,-0.927863
6,17.7495,0.00200543,1.7955,-1.13527,-0.944927
6,17.752,0.000976863,1.79447,-1.13671,-0.946355
6,17.7831,-0.011983,1.78151,-1.15473,-0.964343
6,17.784,-0.0123462,1.78115,-1.15524,-0.964847
6,17.816,-0.0256695,1.76783,-1.17377,-0.983339
6,17.8168,-0.0259981,1.7675,-1.17423,-0.983795
6,17.848,-0.0389926,1.7545,-1.19231,-1.00183
6,17.8505,-0.0400395,1.75346,-1.19377,-1.00328
6,17.88,-0.0523155,1.74118,-1.21084,-1.02032
6,17.8843,-0.0541074,1.73939,-1.21334,-1.02281
6,17.912,-0.0656385,1.72786,-1.22938,-1.03882
6,17.9182,-0.0682019,1.72529,-1.23294,-1.04237
6,17.944,-0.0789614,1.71453,-1.24791,-1.05731
6,17.9521,-0.0823232,1.71117,-1.25259,-1.06197
6,17.976,-0.0922846,1.70121,-1.26645,-1.0758
6,17.9861,-0.0964713,1.69702,-1.27227,-1.08161
6,18.008,-0.105608,1.68789,-1.28498,-1.09429
6,18.0201,-0.110646,1.68285,-1.29199,-1.10129
6,18.04,-0.118931,1.67456,-1.30351,-1.11278
6,18.0542,-0.124848,1.66865,-1.31175,-1.121
6,18.072,-0.132253,1.66124,-1.32205,-1.13128
6,18.0884,-0.139076,1.65442,-1.33154,-1.14075
6,18.104,-0.145576,1.64792,-1.34058,-1.14977
6,18.1226,-0.153331,1.64016,-1.35137,-1.16053
6,18.136,-0.1589,1.63459,-1.35912,-1.16826
6,18.1569,-0.167614,1.62588,-1.37124,-1.18036
6,18.168,-0.172223,1.62127,-1.37765,-1.18675
6,18.1913,-0.181923,1.61157,-1.39115,-1.20022
6,18.2,-0.185546,1.60795,-1.39619,-1.20525
6,18.2257,-0.19626,1.59723,-1.41109,-1.22012
6,18.232,-0.198869,1.59462,-1.41472,-1.22374
6,18.2602,-0.210623,1.58287,-1.43107,-1.24005
6,18.264,-0.212192,1.5813,-1.43325,-1.24223
6,18.2948,-0.225014,1.56848,-1.45109,-1.26003
6,18.296,-0.225515,1.56798,-1.45179,-1.26072
6,18.328,-0.238838,1.55465,-1.47032,-1.27921
6,18.3294,-0.239433,1.55406,-1.47115,-1.28004
6,18.36,-0.252161,1.54133,-1.48886,-1.29771
6,18.3641,-0.253878,1.53961,-1.49125,-1.30009
6,18.392,-0.265484,1.52801,-1.50739,-1.3162
6,18.3989,-0.268351,1.52514,-1.51138,-1.32018
6,18.424,-0.278807,1.51468,-1.52593,-1.33469
6,18.4337,-0.282851,1.51064,-1.53155,-1.3403
6,18.456,-0.29213,1.50136,-1.54446,-1.35318
6,18.4686,-0.297379,1.49611,-1.55176,-1.36047
6,18.488,-0.305453,1.48804,-1.563,-1.37168
6,18.5036,-0.311934,1.48156,-1.57201,-1.38067
6,18.52,-0.318777,1.47471,-1.58153,-1.39017
6,18.5386,-0.326517,1.46697,-1.5923,-1.40091
6,18.552,-0.3321,1.46139,-1.60006,-1.40866
6,18.5737,-0.341127,1.45236,-1.61262,-1.42119
6,18.584,-0.345423,1.44807,-1.6186,-1.42715
6,18.6088,-0.355765,1.43772,-1.63299,-1.44151
6,18.616,-0.358746,1.43474,-1.63713,-1.44564
6,18.6441,-0.370431,1.42306,-1.65339,-1.46186
6,18.648,-0.372069,1.42142,-1.65567,-1.46414
6,18.6794,-0.385124,1.40836,-1.67383,-1.48226
6,18.68,-0.385392,1.4081,-1.6742,-1.48263
6,18.712,-0.398715,1.39477,-1.69274,-1.50112
6,18.7147,-0.399845,1.39364,-1.69431,-1.50269
6,18.744,-0.412038,1.38145,-1.71127,-1.51961
6,18.7501,-0.414594,1.37889,-1.71483,-1.52316
6,18.776,-0.425361,1.36813,-1.7298,-1.53811
6,18.7856,-0.429371,1.36412,-1.73538,-1.54367
6,18.808,-0.438684,1.3548,-1.74834,-1.5566
6,18.8212,-0.444176,1.34931,-1.75598,-1.56422
6,18.84,-0.452007,1.34148,-1.76687,-1.57509
6,18.8568,-0.459009,1.33448,-1.77661,-1.58481
6,18.872,-0.46533,1.32816,-1.78541,-1.59358
6,18.8925,-0.47387,1.31962,-1.79729,-1.60544
6,18.904,-0.478653,1.31483,-1.80394,-1.61207
6,18.9283,-0.488759,1.30473,-1.818,-1.6261
6,18.936,-0.491976,1.30151,-1.82248,-1.63057
6,18.9641,-0.503677,1.28981,-1.83875,-1.64681
6,18.968,-0.505299,1.28819,-1.84101,-1.64906
6,19,-0.518622,1.27486,-1.85954,-1.66755
7,13,1.97949,3.773,4.42317,4.3079
7,13.0339,1.96538,3.75889,4.41134,4.29511
7,13.04,1.96284,3.75634,4.40921,4.29281
7,13.0679,1.95124,3.74474,4.39948,4.28229
7,13.08,1.94618,3.73969,4.39525,4.27771
7,13.1019,1.93705,3.73056,4.38759,4.26944
7,13.12,1.92953,3.72303,4.38129,4.26262
7,13.1361,1.92283,3.71634,4.37567,4.25655
7,13.16,1.91288,3.70638,4.36733,4.24753
7,13.1703,1.90858,3.70208,4.36372,4.24363
7,13.2,1.89622,3.68973,4.35337,4.23244
7,13.2047,1.89428,3.68779,4.35174,4.23068
7,13.2391,1.87995,3.67345,4.33973,4.21769
7,13.24,1.87957,3.67307,4.33941,4.21735
7,13.2736,1.86558,3.65909,4.32768,4.20467
7,13.28,1.86291,3.65642,4.32545,4.20225
7,13.3082,1.85118,3.64468,4.31561,4.19162
7,13.32,1.84626,3.63976,4.31149,4.18716
7,13.3429,1.83673,3.63024,4.3035,4.17853
7,13.36,1.8296,3.62311,4.29753,4.17207
7,13.3777,1.82225,3.61575,4.29136,4.16541
7,13.4,1.81295,3.60645,4.28357,4.15698
7,13.4125,1.80773,3.60123,4.27919,4.15225
7,13.44,1.7963,3.5898,4.26961,4.14189
7,13.4475,1.79317,3.58668,4.26699,4.13906
7,13.48,1.77964,3.57315,4.25565,4.1268
7,13.4826,1.77858,3.57208,4.25475,4.12583
7,13.5177,1.76394,3.55745,4.24249,4.11257
7,13.52,1.76299,3.55649,4.24169,4.11171
7,13.5529,1.74927,3.54278,4.23019,4.09928
7,13.56,1.74633,3.53984,4.22772,4.09661
7,13.5883,1.73456,3.52807,4.21786,4.08595
7,13.6,1.72968,3.52318,4.21376,4.08152
7,13.6237,1.71982,3.51332,4.2055,4.07258
7,13.64,1.71302,3.50653,4.1998,4.06643
7,13.6592,1.70503,3.49853,4.1931,4.05919
7,13.68,1.69637,3.48987,4.18584,4.05134
7,13.6948,1.6902,3.48371,4.18068,4.04575
7,13.72,1.67972,3.47322,4.17188,4.03625
7,13.7305,1.67534,3.46884,4.16822,4.03228
7,13.76,1.66306,3.45657,4.15792,4.02116
7,13.7663,1.66044,3.45394,4.15572,4.01878
7,13.8,1.64641,3.43991,4.14396,4.00607
7,13.8022,1.6455,3.439,4.1432,4.00524
7,13.8382,1.63052,3.42402,4.13064,3.99167
7,13.84,1.62975,3.42326,4.13,3.99097
7,13.8742,1.6155,3.409,4.11805,3.97806
7,13.88,1.6131,3.4066,4.11604,3.97588
7,13.9104,1.60044,3.39394,4.10543,3.96441
7,13.92,1.59644,3.38995,4.10208,3.96079
7,13.9467,1.58534,3.37884,4.09278,3.95073
7,13.96,1.57979,3.37329,4.08812,3.9457
7,13.983,1.5702,3.36371,4.08009,3.93701
7,14,1.56313,3.35664,4.07416,3.93061
7,14.0195,1.55503,3.34853,4.06737,3.92326
7,14.04,1.54648,3.33998,4.0602,3.91552
7,14.056,1.53981,3.33331,4.05461,3.90947
7,14.08,1.52983,3.32333,4.04624,3.90042
7,14.0927,1.52455,3.31806,4.04182,3.89565
7,14.12,1.51317,3.30668,4.03228,3.88533
7,14.1294,1.50926,3.30276,4.029,3.88179
7,14.16,1.49652,3.29002,4.01832,3.87024
7,14.1662,1.49392,3.28743,4.01615,3.86789
7,14.2,1.47986,3.27337,4.00436,3.85515
7,14.2032,1.47855,3.27205,4.00326,3.85396
7,14.24,1.46321,3.25671,3.9904,3.84006
7,14.2402,1.46313,3.25664,3.99034,3.83999
7,14.2773,1.44768,3.24118,3.97738,3.82598
7,14.28,1.44655,3.24006,3.97644,3.82497
7,14.3145,1.43218,3.22569,3.96439,3.81194
7,14.32,1.4299,3.2234,3.96248,3.80987
7,14.3518,1.41665,3.21015,3.95137,3.79786
7,14.36,1.41325,3.20675,3.94852,3.79478
7,14.3892,1.40107,3.19457,3.93831,3.78375
7,14.4,1.39659,3.1901,3.93456,3.77969
7,14.4268,1.38545,3.17896,3.92522,3.7696
7,14.44,1.37994,3.17344,3.9206,3.7646
7,14.4644,1.36979,3.1633,3.91209,3.75541
7,14.48,1.36328,3.15679,3.90664,3.74951
7,14.5021,1.3541,3.1476,3.89894,3.74118
7,14.52,1.34663,3.14013,3.89268,3.73442
7,14.5399,1.33836,3.13186,3.88574,3.72692
7,14.56,1.32997,3.12348,3.87872,3.71933
7,14.5778,1.32257,3.11608,3.87251,3.71262
7,14.6,1.31332,3.10682,3.86476,3.70423
7,14.6158,1.30675,3.10026,3.85925,3.69828
7,14.64,1.29667,3.09017,3.8508,3.68914
7,14.6539,1.29089,3.08439,3.84595,3.68391
7,14.68,1.28001,3.07352,3.83684,3.67405
7,14.6921,1.27498,3.06849,3.83262,3.6695
7,14.72,1.26336,3.05686,3.82288,3.65896
7,14.7304,1.25904,3.05254,3.81926,3.65505
7,14.76,1.2467,3.04021,3.80892,3.64387
7,14.7688,1.24305,3.03655,3.80585,3.64056
7,14.8,1.23005,3.02355,3.79496,3.62878
7,14.8073,1.22702,3.02052,3.79242,3.62603
7,14.84,1.21339,3.0069,3.781,3.61368
7,14.8459,1.21095,3.00445,3.77895,3.61147
7,14.88,1.19674,2.99024,3.76703,3.59859
7,14.8846,1.19484,2.98834,3.76544,3.59687
7,14.92,1.18008,2.97359,3.75307,3.5835
7,14.9234,1.17868,2.97219,3.7519,3.58223
7,14.96,1.16343,2.95694,3.73911,3.56841
7,14.9623,1.16248,2.95599,3.73832,3.56755
7,15,1.14678,2.94028,3.72515,3.55332
7,15.0013,1.14625,2.93975,3.72471,3.55284
7,15.04,1.13012,2.92363,3.71119,3.53823
7,15.0404,1.12996,2.92347,3.71106,3.53808
7,15.0796,1.11364,2.90715,3.69738,3.52329
7,15.08,1.11347,2.90697,3.69723,3.52313
7,15.1189,1.09727,2.89078,3.68366,3.50846
7,15.12,1.09681,2.89032,3.68327,3.50804
7,15.1583,1.08087,2.87437,3.6699,3.49359
7,15.16,1.08016,2.87367,3.66931,3.49295
7,15.1978,1.06441,2.85792,3.65611,3.47868
7,15.2,1.06351,2.85701,3.65535,3.47786
7,15.2374,1.04792,2.84142,3.64229,3.46373
