standEta_tin_abscissa,standEta_tin_cdf,standEta_beta_abscissa,standEta_beta_cdf,standEta_delta_abscissa,standEta_delta_cdf,standEta_p_abscissa,standEta_p_cdf,split
-0.705058,0.224603,-0.749902,0.224603,-0.746106,0.224603,-0.733364,0.224603,All
-0.704559,0.225397,-0.743466,0.225397,-0.745703,0.225397,-0.731542,0.225397,All
-0.702049,0.22619,-0.739967,0.22619,-0.741544,0.22619,-0.728464,0.22619,All
-0.695542,0.226984,-0.73794,0.226984,-0.740628,0.226984,-0.726198,0.226984,All
-0.694606,0.227778,-0.734878,0.227778,-0.740628,0.227778,-0.725393,0.227778,All
-0.694006,0.228571,-0.733502,0.228571,-0.737039,0.228571,-0.719886,0.228571,All
-0.693689,0.229365,-0.732208,0.229365,-0.735941,0.229365,-0.712466,0.229365,All
-0.689645,0.230159,-0.730597,0.230159,-0.734078,0.230159,-0.710499,0.230159,All
-0.686962,0.230952,-0.727743,0.230952,-0.730665,0.230952,-0.710069,0.230952,All
-0.686962,0.231746,-0.724288,0.231746,-0.730351,0.231746,-0.708342,0.231746,All
-0.686616,0.23254,-0.721694,0.23254,-0.727152,0.23254,-0.70649,0.23254,All
-0.685446,0.233333,-0.720314,0.233333,-0.72711,0.233333,-0.70296,0.233333,All
-0.684996,0.234127,-0.719173,0.234127,-0.725551,0.234127,-0.701565,0.234127,All
-0.678885,0.234921,-0.71742,0.234921,-0.722437,0.234921,-0.701303,0.234921,All
-0.675947,0.235714,-0.716269,0.235714,-0.719255,0.235714,-0.698883,0.235714,All
-0.672814,0.236508,-0.716042,0.236508,-0.710821,0.236508,-0.698789,0.236508,All
-0.663374,0.237302,-0.711745,0.237302,-0.708635,0.237302,-0.697705,0.237302,All
-0.661688,0.238095,-0.710789,0.238095,-0.707942,0.238095,-0.697598,0.238095,All
-0.657678,0.238889,-0.707576,0.238889,-0.704705,0.238889,-0.695851,0.238889,All
-0.651449,0.239683,-0.705694,0.239683,-0.704612,0.239683,-0.68886,0.239683,All
-0.64909,0.240476,-0.704756,0.240476,-0.697045,0.240476,-0.68783,0.240476,All
-0.648026,0.24127,-0.702051,0.24127,-0.691458,0.24127,-0.68413,0.24127,All
-0.646891,0.242063,-0.69448,0.242063,-0.688103,0.242063,-0.683985,0.242063,All
-0.645896,0.242857,-0.692406,0.242857,-0.687121,0.242857,-0.68387,0.242857,All
-0.64544,0.243651,-0.688196,0.243651,-0.672941,0.243651,-0.681537,0.243651,All
-0.645424,0.244444,-0.687014,0.244444,-0.670828,0.244444,-0.67721,0.244444,All
-0.64185,0.245238,-0.685782,0.245238,-0.641878,0.245238,-0.674241,0.245238,All
-0.641056,0.246032,-0.681643,0.246032,-0.634682,0.246032,-0.66059,0.246032,All
-0.640754,0.246825,-0.679478,0.246825,-0.627596,0.246825,-0.65883,0.246825,All
-0.639727,0.247619,-0.678541,0.247619,-0.62347,0.247619,-0.656236,0.247619,All
-0.633143,0.248413,-0.672047,0.248413,-0.623366,0.248413,-0.653124,0.248413,All
-0.632379,0.249206,-0.668919,0.249206,-0.62336,0.249206,-0.65088,0.249206,All
-0.625742,0.25,-0.668055,0.25,-0.622449,0.25,-0.650392,0.25,All
-0.621016,0.250794,-0.66738,0.250794,-0.621045,0.250794,-0.650188,0.250794,All
-0.620578,0.251587,-0.666185,0.251587,-0.620665,0.251587,-0.650185,0.251587,All
-0.617506,0.252381,-0.666024,0.252381,-0.620003,0.252381,-0.648858,0.252381,All
-0.616579,0.253175,-0.66226,0.253175,-0.617447,0.253175,-0.648203,0.253175,All
-0.616242,0.253968,-0.65998,0.253968,-0.616934,0.253968,-0.646566,0.253968,All
-0.61598,0.254762,-0.658601,0.254762,-0.612224,0.254762,-0.644678,0.254762,All
-0.613587,0.255556,-0.658354,0.255556,-0.607889,0.255556,-0.639029,0.255556,All
-0.609837,0.256349,-0.655285,0.256349,-0.606797,0.256349,-0.637744,0.256349,All
-0.605764,0.257143,-0.647483,0.257143,-0.601632,0.257143,-0.635644,0.257143,All
-0.603576,0.257937,-0.646865,0.257937,-0.601577,0.257937,-0.632431,0.257937,All
-0.601302,0.25873,-0.644453,0.25873,-0.600336,0.25873,-0.631839,0.25873,All
-0.601227,0.259524,-0.643103,0.259524,-0.598985,0.259524,-0.631658,0.259524,All
-0.599044,0.260317,-0.63457,0.260317,-0.597318,0.260317,-0.631291,0.260317,All
-0.598628,0.261111,-0.633822,0.261111,-0.593136,0.261111,-0.628687,0.261111,All
-0.593619,0.261905,-0.630935,0.261905,-0.593031,0.261905,-0.622578,0.261905,All
-0.592344,0.262698,-0.629021,0.262698,-0.589263,0.262698,-0.62155,0.262698,All
-0.591726,0.263492,-0.624934,0.263492,-0.587661,0.263492,-0.620461,0.263492,All
-0.590273,0.264286,-0.621511,0.264286,-0.584916,0.264286,-0.614375,0.264286,All
-0.589643,0.265079,-0.621511,0.265079,-0.583404,0.265079,-0.613163,0.265079,All
-0.589005,0.265873,-0.606054,0.265873,-0.57717,0.265873,-0.607574,0.265873,All
-0.585266,0.266667,-0.604313,0.266667,-0.576651,0.266667,-0.607243,0.266667,All
-0.583617,0.26746,-0.603518,0.26746,-0.575414,0.26746,-0.604346,0.26746,All
-0.571562,0.268254,-0.603425,0.268254,-0.574105,0.268254,-0.595007,0.268254,All
-0.566242,0.269048,-0.602676,0.269048,-0.574105,0.269048,-0.592296,0.269048,All
-0.565028,0.269841,-0.600189,0.269841,-0.571796,0.269841,-0.592122,0.269841,All
-0.563946,0.270635,-0.599935,0.270635,-0.571139,0.270635,-0.589985,0.270635,All
-0.563557,0.271429,-0.59394,0.271429,-0.569429,0.271429,-0.589927,0.271429,All
-0.559042,0.272222,-0.59283,0.272222,-0.568298,0.272222,-0.58913,0.272222,All
-0.555985,0.273016,-0.591816,0.273016,-0.567186,0.273016,-0.588608,0.273016,All
-0.555966,0.27381,-0.591447,0.27381,-0.566678,0.27381,-0.584779,0.27381,All
-0.5552,0.274603,-0.591387,0.274603,-0.565301,0.274603,-0.581982,0.274603,All
-0.554546,0.275397,-0.589514,0.275397,-0.563624,0.275397,-0.581982,0.275397,All
-0.554438,0.27619,-0.587081,0.27619,-0.557379,0.27619,-0.579327,0.27619,All
-0.553988,0.276984,-0.584312,0.276984,-0.556055,0.276984,-0.577121,0.276984,All
-0.546694,0.277778,-0.583788,0.277778,-0.554604,0.277778,-0.576667,0.277778,All
-0.546541,0.278571,-0.583585,0.278571,-0.553785,0.278571,-0.576247,0.278571,All
-0.544446,0.279365,-0.580428,0.279365,-0.551138,0.279365,-0.574061,0.279365,All
-0.543682,0.280159,-0.579625,0.280159,-0.546459,0.280159,-0.571853,0.280159,All
-0.541366,0.280952,-0.576441,0.280952,-0.545585,0.280952,-0.568326,0.280952,All
-0.537259,0.281746,-0.576303,0.281746,-0.545084,0.281746,-0.567591,0.281746,All
-0.526378,0.28254,-0.576116,0.28254,-0.542989,0.28254,-0.56308,0.28254,All
-0.525032,0.283333,-0.570264,0.283333,-0.540522,0.283333,-0.561314,0.283333,All
-0.523727,0.284127,-0.568964,0.284127,-0.539658,0.284127,-0.559911,0.284127,All
-0.518916,0.284921,-0.567372,0.284921,-0.53756,0.284921,-0.559183,0.284921,All
-0.51665,0.285714,-0.558599,0.285714,-0.535703,0.285714,-0.551231,0.285714,All
-0.516226,0.286508,-0.55713,0.286508,-0.532086,0.286508,-0.546427,0.286508,All
-0.515087,0.287302,-0.552299,0.287302,-0.525989,0.287302,-0.545087,0.287302,All
-0.512225,0.288095,-0.550805,0.288095,-0.523561,0.288095,-0.544709,0.288095,All
-0.510282,0.288889,-0.548886,0.288889,-0.522209,0.288889,-0.538987,0.288889,All
-0.504174,0.289683,-0.54709,0.289683,-0.521366,0.289683,-0.530948,0.289683,All
-0.503802,0.290476,-0.546525,0.290476,-0.520194,0.290476,-0.527434,0.290476,All
-0.499753,0.29127,-0.546028,0.29127,-0.519778,0.29127,-0.524373,0.29127,All
-0.499753,0.292063,-0.545452,0.292063,-0.518467,0.292063,-0.522862,0.292063,All
-0.49811,0.292857,-0.544212,0.292857,-0.515181,0.292857,-0.520031,0.292857,All
-0.497348,0.293651,-0.543556,0.293651,-0.513023,0.293651,-0.519382,0.293651,All
-0.496956,0.294444,-0.542319,0.294444,-0.511068,0.294444,-0.518077,0.294444,All
-0.492703,0.295238,-0.542045,0.295238,-0.510848,0.295238,-0.515653,0.295238,All
-0.488966,0.296032,-0.541691,0.296032,-0.510588,0.296032,-0.515202,0.296032,All
-0.487995,0.296825,-0.524391,0.296825,-0.509779,0.296825,-0.5143,0.296825,All
-0.487189,0.297619,-0.520931,0.297619,-0.509413,0.297619,-0.513846,0.297619,All
-0.485211,0.298413,-0.520403,0.298413,-0.505087,0.298413,-0.513077,0.298413,All
-0.48412,0.299206,-0.520343,0.299206,-0.50292,0.299206,-0.512612,0.299206,All
-0.483951,0.3,-0.51948,0.3,-0.49364,0.3,-0.509251,0.3,All
-0.483676,0.300794,-0.517642,0.300794,-0.488569,0.300794,-0.502148,0.300794,All
-0.482605,0.301587,-0.516719,0.301587,-0.487693,0.301587,-0.50164,0.301587,All
-0.481805,0.302381,-0.512583,0.302381,-0.487078,0.302381,-0.499513,0.302381,All
-0.480194,0.303175,-0.50325,0.303175,-0.477671,0.303175,-0.498904,0.303175,All
-0.478736,0.303968,-0.499202,0.303968,-0.475053,0.303968,-0.497992,0.303968,All
-0.478721,0.304762,-0.498246,0.304762,-0.472538,0.304762,-0.49679,0.304762,All
-0.472141,0.305556,-0.490949,0.305556,-0.471558,0.305556,-0.49644,0.305556,All
-0.466399,0.306349,-0.489674,0.306349,-0.465199,0.306349,-0.494576,0.306349,All
-0.456336,0.307143,-0.486935,0.307143,-0.463881,0.307143,-0.494207,0.307143,All
-0.45594,0.307937,-0.486695,0.307937,-0.460041,0.307937,-0.493497,0.307937,All
-0.454395,0.30873,-0.486236,0.30873,-0.451462,0.30873,-0.49196,0.30873,All
-0.449506,0.309524,-0.482563,0.309524,-0.450529,0.309524,-0.488815,0.309524,All
-0.448432,0.310317,-0.479468,0.310317,-0.446855,0.310317,-0.488559,0.310317,All
-0.446134,0.311111,-0.475466,0.311111,-0.445466,0.311111,-0.484613,0.311111,All
-0.44498,0.311905,-0.472725,0.311905,-0.443782,0.311905,-0.484533,0.311905,All
-0.441302,0.312698,-0.459949,0.312698,-0.44227,0.312698,-0.483172,0.312698,All
-0.437544,0.313492,-0.459849,0.313492,-0.441567,0.313492,-0.481675,0.313492,All
-0.434867,0.314286,-0.459352,0.314286,-0.440205,0.314286,-0.480668,0.314286,All
-0.434641,0.315079,-0.459152,0.315079,-0.439958,0.315079,-0.478363,0.315079,All
-0.429489,0.315873,-0.458935,0.315873,-0.437255,0.315873,-0.477331,0.315873,All
-0.428638,0.316667,-0.458806,0.316667,-0.435574,0.316667,-0.476882,0.316667,All
-0.428078,0.31746,-0.454921,0.31746,-0.434074,0.31746,-0.473293,0.31746,All
-0.426115,0.318254,-0.454244,0.318254,-0.432526,0.318254,-0.471721,0.318254,All
-0.425873,0.319048,-0.452751,0.319048,-0.431093,0.319048,-0.468669,0.319048,All
-0.424525,0.319841,-0.451341,0.319841,-0.430525,0.319841,-0.467495,0.319841,All
-0.418847,0.320635,-0.451124,0.320635,-0.429416,0.320635,-0.465208,0.320635,All
-0.416806,0.321429,-0.449658,0.321429,-0.427739,0.321429,-0.464953,0.321429,All
-0.416779,0.322222,-0.445957,0.322222,-0.427729,0.322222,-0.461985,0.322222,All
-0.413017,0.323016,-0.445353,0.323016,-0.425748,0.323016,-0.459774,0.323016,All
-0.41237,0.32381,-0.445261,0.32381,-0.424505,0.32381,-0.457096,0.32381,All
-0.408844,0.324603,-0.441709,0.324603,-0.421687,0.324603,-0.45642,0.324603,All
-0.404474,0.325397,-0.434619,0.325397,-0.421638,0.325397,-0.454114,0.325397,All
-0.401536,0.32619,-0.434321,0.32619,-0.420515,0.32619,-0.449289,0.32619,All
-0.397907,0.326984,-0.432982,0.326984,-0.412796,0.326984,-0.446667,0.326984,All
-0.397339,0.327778,-0.431017,0.327778,-0.406731,0.327778,-0.446265,0.327778,All
-0.39629,0.328571,-0.425907,0.328571,-0.400063,0.328571,-0.443465,0.328571,All
-0.394926,0.329365,-0.424443,0.329365,-0.399305,0.329365,-0.441268,0.329365,All
-0.391838,0.330159,-0.422873,0.330159,-0.397995,0.330159,-0.441215,0.330159,All
-0.384437,0.330952,-0.417903,0.330952,-0.394419,0.330952,-0.441215,0.330952,All
-0.378877,0.331746,-0.415913,0.331746,-0.392894,0.331746,-0.440488,0.331746,All
-0.375566,0.33254,-0.40991,0.33254,-0.392779,0.33254,-0.437087,0.33254,All
-0.374903,0.333333,-0.40815,0.333333,-0.384309,0.333333,-0.429785,0.333333,All
-0.374858,0.334127,-0.40641,0.334127,-0.382247,0.334127,-0.423256,0.334127,All
-0.373676,0.334921,-0.405433,0.334921,-0.379186,0.334921,-0.422211,0.334921,All
-0.373172,0.335714,-0.403929,0.335714,-0.376965,0.335714,-0.41681,0.335714,All
-0.372772,0.336508,-0.403569,0.336508,-0.376931,0.336508,-0.415451,0.336508,All
-0.37242,0.337302,-0.398034,0.337302,-0.373996,0.337302,-0.414084,0.337302,All
-0.368402,0.338095,-0.397723,0.338095,-0.371954,0.338095,-0.41243,0.338095,All
-0.366141,0.338889,-0.39395,0.338889,-0.37006,0.338889,-0.409319,0.338889,All
-0.365584,0.339683,-0.393586,0.339683,-0.366646,0.339683,-0.407867,0.339683,All
-0.3647,0.340476,-0.389935,0.340476,-0.366638,0.340476,-0.407201,0.340476,All
-0.363694,0.34127,-0.389441,0.34127,-0.362208,0.34127,-0.406542,0.34127,All
-0.363694,0.342063,-0.386187,0.342063,-0.361281,0.342063,-0.404312,0.342063,All
-0.357279,0.342857,-0.383017,0.342857,-0.358074,0.342857,-0.403449,0.342857,All
-0.356707,0.343651,-0.377766,0.343651,-0.353213,0.343651,-0.39647,0.343651,All
-0.352126,0.344444,-0.374558,0.344444,-0.351137,0.344444,-0.39544,0.344444,All
-0.351617,0.345238,-0.373836,0.345238,-0.350284,0.345238,-0.393997,0.345238,All
-0.350918,0.346032,-0.37314,0.346032,-0.349309,0.346032,-0.393708,0.346032,All
-0.34761,0.346825,-0.3729,0.346825,-0.348983,0.346825,-0.391186,0.346825,All
-0.341031,0.347619,-0.368352,0.347619,-0.347077,0.347619,-0.389621,0.347619,All
-0.33498,0.348413,-0.366938,0.348413,-0.345679,0.348413,-0.388893,0.348413,All
-0.32997,0.349206,-0.366765,0.349206,-0.345589,0.349206,-0.388761,0.349206,All
-0.326083,0.35,-0.365431,0.35,-0.344268,0.35,-0.38775,0.35,All
-0.325753,0.350794,-0.36485,0.350794,-0.342863,0.350794,-0.386293,0.350794,All
-0.323123,0.351587,-0.364488,0.351587,-0.34167,0.351587,-0.377023,0.351587,All
-0.32172,0.352381,-0.363903,0.352381,-0.340337,0.352381,-0.374346,0.352381,All
-0.320303,0.353175,-0.359479,0.353175,-0.340337,0.353175,-0.374214,0.353175,All
-0.317964,0.353968,-0.356426,0.353968,-0.336382,0.353968,-0.373813,0.353968,All
-0.316746,0.354762,-0.356255,0.354762,-0.336315,0.354762,-0.373353,0.354762,All
-0.314491,0.355556,-0.352788,0.355556,-0.333196,0.355556,-0.372205,0.355556,All
-0.30979,0.356349,-0.352298,0.356349,-0.332275,0.356349,-0.370417,0.356349,All
-0.284129,0.357143,-0.350778,0.357143,-0.328993,0.357143,-0.365774,0.357143,All
-0.277574,0.357937,-0.349801,0.357937,-0.328971,0.357937,-0.359796,0.357937,All
-0.276313,0.35873,-0.349553,0.35873,-0.322903,0.35873,-0.358933,0.35873,All
-0.274379,0.359524,-0.347871,0.359524,-0.322697,0.359524,-0.3578,0.359524,All
-0.274087,0.360317,-0.347193,0.360317,-0.321695,0.360317,-0.35522,0.360317,All
-0.272119,0.361111,-0.346361,0.361111,-0.320899,0.361111,-0.351892,0.361111,All
-0.270444,0.361905,-0.343218,0.361905,-0.320736,0.361905,-0.351734,0.361905,All
-0.269161,0.362698,-0.342797,0.362698,-0.320577,0.362698,-0.346999,0.362698,All
-0.264465,0.363492,-0.342091,0.363492,-0.316325,0.363492,-0.339048,0.363492,All
-0.264465,0.364286,-0.342061,0.364286,-0.316242,0.364286,-0.337649,0.364286,All
-0.261529,0.365079,-0.341352,0.365079,-0.312272,0.365079,-0.335979,0.365079,All
-0.260345,0.365873,-0.341027,0.365873,-0.31116,0.365873,-0.334554,0.365873,All
-0.259059,0.366667,-0.340689,0.366667,-0.310348,0.366667,-0.330819,0.366667,All
-0.253875,0.36746,-0.340333,0.36746,-0.309576,0.36746,-0.32802,0.36746,All
-0.253795,0.368254,-0.334535,0.368254,-0.307814,0.368254,-0.32665,0.368254,All
-0.253436,0.369048,-0.330624,0.369048,-0.306538,0.369048,-0.322409,0.369048,All
-0.251358,0.369841,-0.330261,0.369841,-0.305501,0.369841,-0.320541,0.369841,All
-0.250338,0.370635,-0.329503,0.370635,-0.305448,0.370635,-0.314041,0.370635,All
-0.246663,0.371429,-0.328363,0.371429,-0.304815,0.371429,-0.311297,0.371429,All
-0.24537,0.372222,-0.326722,0.372222,-0.298318,0.372222,-0.309216,0.372222,All
-0.244944,0.373016,-0.315766,0.373016,-0.298049,0.373016,-0.304617,0.373016,All
-0.24046,0.37381,-0.313552,0.37381,-0.296793,0.37381,-0.304474,0.37381,All
-0.239849,0.374603,-0.312296,0.374603,-0.293484,0.374603,-0.30304,0.374603,All
-0.237901,0.375397,-0.310444,0.375397,-0.285936,0.375397,-0.302221,0.375397,All
-0.231977,0.37619,-0.309466,0.37619,-0.285616,0.37619,-0.301412,0.37619,All
-0.229141,0.376984,-0.309288,0.376984,-0.284302,0.376984,-0.301078,0.376984,All
-0.227244,0.377778,-0.309114,0.377778,-0.278239,0.377778,-0.29897,0.377778,All
-0.225485,0.378571,-0.308516,0.378571,-0.276315,0.378571,-0.297387,0.378571,All
-0.221387,0.379365,-0.305947,0.379365,-0.276151,0.379365,-0.294621,0.379365,All
-0.214938,0.380159,-0.305604,0.380159,-0.275209,0.380159,-0.290721,0.380159,All
-0.21221,0.380952,-0.298763,0.380952,-0.271059,0.380952,-0.286833,0.380952,All
-0.211737,0.381746,-0.296303,0.381746,-0.269908,0.381746,-0.286644,0.381746,All
-0.211594,0.38254,-0.293709,0.38254,-0.26872,0.38254,-0.283506,0.38254,All
-0.210423,0.383333,-0.292969,0.383333,-0.26705,0.383333,-0.279451,0.383333,All
-0.209555,0.384127,-0.292092,0.384127,-0.266977,0.384127,-0.277789,0.384127,All
-0.208651,0.384921,-0.291947,0.384921,-0.26442,0.384921,-0.276943,0.384921,All
-0.207256,0.385714,-0.290837,0.385714,-0.2634,0.385714,-0.271818,0.385714,All
-0.205858,0.386508,-0.29012,0.386508,-0.26276,0.386508,-0.271156,0.386508,All
-0.202189,0.387302,-0.288587,0.387302,-0.259694,0.387302,-0.267617,0.387302,All
-0.197257,0.388095,-0.288234,0.388095,-0.258585,0.388095,-0.265932,0.388095,All
-0.197257,0.388889,-0.28723,0.388889,-0.257872,0.388889,-0.263866,0.388889,All
-0.196929,0.389683,-0.284713,0.389683,-0.253732,0.389683,-0.261051,0.389683,All
-0.188132,0.390476,-0.282263,0.390476,-0.244944,0.390476,-0.258304,0.390476,All
-0.186192,0.39127,-0.280892,0.39127,-0.240631,0.39127,-0.257455,0.39127,All
-0.184328,0.392063,-0.28084,0.392063,-0.240631,0.392063,-0.256883,0.392063,All
-0.183358,0.392857,-0.280745,0.392857,-0.240378,0.392857,-0.254335,0.392857,All
-0.180453,0.393651,-0.280443,0.393651,-0.236791,0.393651,-0.254154,0.393651,All
-0.179768,0.394444,-0.279627,0.394444,-0.23619,0.394444,-0.253364,0.394444,All
-0.179007,0.395238,-0.279523,0.395238,-0.236148,0.395238,-0.250388,0.395238,All
-0.17655,0.396032,-0.277809,0.396032,-0.234797,0.396032,-0.243661,0.396032,All
-0.175,0.396825,-0.276921,0.396825,-0.234493,0.396825,-0.234017,0.396825,All
-0.173787,0.397619,-0.274996,0.397619,-0.233985,0.397619,-0.229558,0.397619,All
-0.170069,0.398413,-0.273406,0.398413,-0.231687,0.398413,-0.226319,0.398413,All
-0.169388,0.399206,-0.272394,0.399206,-0.227746,0.399206,-0.220573,0.399206,All
-0.168012,0.4,-0.272326,0.4,-0.227338,0.4,-0.220573,0.4,All
-0.167753,0.400794,-0.27054,0.400794,-0.227075,0.400794,-0.218682,0.400794,All
-0.165319,0.401587,-0.269787,0.401587,-0.223792,0.401587,-0.217587,0.401587,All
-0.159082,0.402381,-0.268971,0.402381,-0.216012,0.402381,-0.21706,0.402381,All
-0.155413,0.403175,-0.266424,0.403175,-0.214131,0.403175,-0.216308,0.403175,All
-0.14957,0.403968,-0.26562,0.403968,-0.213935,0.403968,-0.214828,0.403968,All
-0.146503,0.404762,-0.264983,0.404762,-0.207337,0.404762,-0.214168,0.404762,All
-0.14373,0.405556,-0.259513,0.405556,-0.201842,0.405556,-0.210676,0.405556,All
-0.14373,0.406349,-0.254835,0.406349,-0.20161,0.406349,-0.206724,0.406349,All
-0.138063,0.407143,-0.250736,0.407143,-0.201392,0.407143,-0.205262,0.407143,All
-0.1337,0.407937,-0.24907,0.407937,-0.20052,0.407937,-0.201086,0.407937,All
-0.132504,0.40873,-0.248221,0.40873,-0.199887,0.40873,-0.200956,0.40873,All
-0.128296,0.409524,-0.245693,0.409524,-0.195315,0.409524,-0.196179,0.409524,All
-0.126039,0.410317,-0.24413,0.410317,-0.18876,0.410317,-0.196159,0.410317,All
-0.124589,0.411111,-0.241869,0.411111,-0.184436,0.411111,-0.192763,0.411111,All
-0.123709,0.411905,-0.241502,0.411905,-0.180263,0.411905,-0.189145,0.411905,All
-0.122243,0.412698,-0.238255,0.412698,-0.178248,0.412698,-0.18575,0.412698,All
-0.120422,0.413492,-0.234958,0.413492,-0.178237,0.413492,-0.184969,0.413492,All
-0.119929,0.414286,-0.233913,0.414286,-0.170821,0.414286,-0.182566,0.414286,All
-0.119155,0.415079,-0.230361,0.415079,-0.170122,0.415079,-0.179665,0.415079,All
-0.118795,0.415873,-0.230329,0.415873,-0.166844,0.415873,-0.176756,0.415873,All
-0.117626,0.416667,-0.230171,0.416667,-0.163847,0.416667,-0.173167,0.416667,All
-0.116541,0.41746,-0.229187,0.41746,-0.155953,0.41746,-0.169262,0.41746,All
-0.113275,0.418254,-0.226072,0.418254,-0.153954,0.418254,-0.16886,0.418254,All
-0.112838,0.419048,-0.224095,0.419048,-0.151871,0.419048,-0.16697,0.419048,All
-0.112339,0.419841,-0.223978,0.419841,-0.14927,0.419841,-0.162275,0.419841,All
-0.11092,0.420635,-0.223038,0.420635,-0.148908,0.420635,-0.162219,0.420635,All
-0.110267,0.421429,-0.220498,0.421429,-0.14864,0.421429,-0.15885,0.421429,All
-0.10811,0.422222,-0.218195,0.422222,-0.147581,0.422222,-0.157951,0.422222,All
-0.105091,0.423016,-0.216613,0.423016,-0.146081,0.423016,-0.155853,0.423016,All
-0.104174,0.42381,-0.212435,0.42381,-0.1442,0.42381,-0.154897,0.42381,All
-0.103538,0.424603,-0.209716,0.424603,-0.136977,0.424603,-0.154738,0.424603,All
-0.103273,0.425397,-0.206898,0.425397,-0.136861,0.425397,-0.152822,0.425397,All
-0.102814,0.42619,-0.206027,0.42619,-0.136599,0.42619,-0.149029,0.42619,All
-0.102756,0.426984,-0.203922,0.426984,-0.132763,0.426984,-0.14892,0.426984,All
-0.102576,0.427778,-0.202207,0.427778,-0.130576,0.427778,-0.143554,0.427778,All
-0.101972,0.428571,-0.20198,0.428571,-0.129032,0.428571,-0.140612,0.428571,All
-0.101673,0.429365,-0.200327,0.429365,-0.128869,0.429365,-0.139999,0.429365,All
-0.100736,0.430159,-0.19864,0.430159,-0.125051,0.430159,-0.13735,0.430159,All
-0.0980144,0.430952,-0.195643,0.430952,-0.124677,0.430952,-0.135894,0.430952,All
-0.0974385,0.431746,-0.193182,0.431746,-0.122358,0.431746,-0.135257,0.431746,All
-0.0961267,0.43254,-0.19002,0.43254,-0.122322,0.43254,-0.134663,0.43254,All
-0.0952794,0.433333,-0.184762,0.433333,-0.118415,0.433333,-0.133405,0.433333,All
-0.0928427,0.434127,-0.183416,0.434127,-0.118377,0.434127,-0.133094,0.434127,All
-0.0927441,0.434921,-0.182774,0.434921,-0.116032,0.434921,-0.131293,0.434921,All
-0.0911536,0.435714,-0.180745,0.435714,-0.114367,0.435714,-0.127646,0.435714,All
-0.0873088,0.436508,-0.18046,0.436508,-0.113642,0.436508,-0.124991,0.436508,All
-0.086098,0.437302,-0.179472,0.437302,-0.112626,0.437302,-0.121632,0.437302,All
-0.085883,0.438095,-0.173256,0.438095,-0.111425,0.438095,-0.119733,0.438095,All
-0.0841717,0.438889,-0.17296,0.438889,-0.111231,0.438889,-0.116579,0.438889,All
-0.0838839,0.439683,-0.171862,0.439683,-0.105004,0.439683,-0.115856,0.439683,All
-0.0810851,0.440476,-0.171123,0.440476,-0.104814,0.440476,-0.115119,0.440476,All
-0.0779708,0.44127,-0.170327,0.44127,-0.104316,0.44127,-0.112966,0.44127,All
-0.0739418,0.442063,-0.169853,0.442063,-0.103226,0.442063,-0.098845,0.442063,All
-0.0720639,0.442857,-0.165078,0.442857,-0.102185,0.442857,-0.0978327,0.442857,All
-0.0703239,0.443651,-0.158636,0.443651,-0.100345,0.443651,-0.0969821,0.443651,All
-0.0650532,0.444444,-0.157185,0.444444,-0.0985746,0.444444,-0.0948181,0.444444,All
-0.0647088,0.445238,-0.153274,0.445238,-0.0940365,0.445238,-0.0917431,0.445238,All
-0.0625869,0.446032,-0.153053,0.446032,-0.0908838,0.446032,-0.0891924,0.446032,All
-0.0612956,0.446825,-0.149361,0.446825,-0.0871771,0.446825,-0.0875055,0.446825,All
-0.0610683,0.447619,-0.147608,0.447619,-0.087014,0.447619,-0.082751,0.447619,All
-0.0607189,0.448413,-0.147286,0.448413,-0.087014,0.448413,-0.0805496,0.448413,All
-0.060666,0.449206,-0.147153,0.449206,-0.0840236,0.449206,-0.0758502,0.449206,All
-0.0598914,0.45,-0.146589,0.45,-0.0836239,0.45,-0.0732956,0.45,All
-0.0526052,0.450794,-0.145456,0.450794,-0.0815544,0.450794,-0.0713107,0.450794,All
-0.0494118,0.451587,-0.143195,0.451587,-0.0806922,0.451587,-0.0697247,0.451587,All
-0.0492431,0.452381,-0.14071,0.452381,-0.0763559,0.452381,-0.0687057,0.452381,All
-0.0489478,0.453175,-0.138273,0.453175,-0.0754909,0.453175,-0.0646844,0.453175,All
-0.0476843,0.453968,-0.13476,0.453968,-0.0746992,0.453968,-0.0614012,0.453968,All
-0.045447,0.454762,-0.134469,0.454762,-0.0737024,0.454762,-0.057139,0.454762,All
-0.0410463,0.455556,-0.130552,0.455556,-0.0718126,0.455556,-0.0534104,0.455556,All
-0.037745,0.456349,-0.129539,0.456349,-0.0691158,0.456349,-0.0516041,0.456349,All
-0.0372279,0.457143,-0.129114,0.457143,-0.0686945,0.457143,-0.0504034,0.457143,All
-0.0367545,0.457937,-0.128678,0.457937,-0.0678354,0.457937,-0.0503395,0.457937,All
-0.0339278,0.45873,-0.126515,0.45873,-0.0670298,0.45873,-0.0503082,0.45873,All
-0.0320932,0.459524,-0.124364,0.459524,-0.0643412,0.459524,-0.0493949,0.459524,All
-0.0309404,0.460317,-0.121855,0.460317,-0.0632009,0.460317,-0.0471065,0.460317,All
-0.0309134,0.461111,-0.12093,0.461111,-0.0602892,0.461111,-0.045063,0.461111,All
-0.0305834,0.461905,-0.119898,0.461905,-0.0589236,0.461905,-0.038531,0.461905,All
-0.0304044,0.462698,-0.119152,0.462698,-0.0535845,0.462698,-0.0340967,0.462698,All
