standEta_tin_abscissa,standEta_tin_cdf,standEta_beta_abscissa,standEta_beta_cdf,standEta_delta_abscissa,standEta_delta_cdf,standEta_p_abscissa,standEta_p_cdf,split
2.06798,0.980952,2.05426,0.980952,1.83075,0.980952,2.05798,0.980952,All
2.0871,0.981746,2.05903,0.981746,1.83547,0.981746,2.08014,0.981746,All
2.09497,0.98254,2.06475,0.98254,1.83603,0.98254,2.131,0.98254,All
2.10822,0.983333,2.0861,0.983333,1.83615,0.983333,2.14537,0.983333,All
2.12902,0.984127,2.08772,0.984127,1.88195,0.984127,2.15388,0.984127,All
2.15968,0.984921,2.09352,0.984921,1.90201,0.984921,2.17426,0.984921,All
2.16122,0.985714,2.10211,0.985714,1.96515,0.985714,2.18115,0.985714,All
2.17498,0.986508,2.11841,0.986508,1.96896,0.986508,2.19899,0.986508,All
2.19991,0.987302,2.13466,0.987302,1.99014,0.987302,2.20451,0.987302,All
2.21148,0.988095,2.16543,0.988095,2.00272,0.988095,2.22416,0.988095,All
2.23956,0.988889,2.1849,0.988889,2.00304,0.988889,2.25856,0.988889,All
2.23996,0.989683,2.21359,0.989683,2.06778,0.989683,2.28802,0.989683,All
2.25733,0.990476,2.28096,0.990476,2.0718,0.990476,2.30129,0.990476,All
2.26374,0.99127,2.31242,0.99127,2.07709,0.99127,2.30987,0.99127,All
2.35525,0.992063,2.31509,0.992063,2.09411,0.992063,2.31559,0.992063,All
2.59555,0.992857,2.31723,0.992857,2.16798,0.992857,2.3299,0.992857,All
2.60763,0.993651,2.32103,0.993651,2.17995,0.993651,2.4262,0.993651,All
2.61308,0.994444,2.37286,0.994444,2.22126,0.994444,2.47562,0.994444,All
2.62574,0.995238,2.46943,0.995238,2.28222,0.995238,2.4762,0.995238,All
2.6317,0.996032,2.50633,0.996032,2.31167,0.996032,2.50786,0.996032,All
2.63878,0.996825,2.58921,0.996825,2.35006,0.996825,2.70654,0.996825,All
2.71764,0.997619,2.59704,0.997619,2.35659,0.997619,2.73287,0.997619,All
2.77345,0.998413,2.63586,0.998413,2.40058,0.998413,2.94199,0.998413,All
2.81895,0.999206,2.99727,0.999206,2.44691,0.999206,3.06049,0.999206,All
2.83768,1,3.18165,1,2.49151,1,3.42326,1,All
4,1,4,1,4,1,4,1,All
