rep,id,eta_tin,eta_iniT,eta_iniI,eta_beta,eta_rhoX,eta_k,eta_delta,eta_p,eta_c,eta_sigmaX,eta_phiX,eta_dX,source
20,11,0.127959433034995,0,0,0.0693891006943383,0,0,-0.0442783956978288,0.0829793427241901,0,0,0,0,Neant
21,11,-0.0181366099881236,0,0,0.284756777085519,0,0,0.00552867597781551,0.00167212882136044,0,0,0,0,Neant
1,12,-0.0998329194463331,0,0,-0.137426993308809,0,0,0.0415413733471458,0.0943771240405293,0,0,0,0,Neant
2,12,-0.0347230593371232,0,0,0.0407552532298528,0,0,0.160283454123628,-0.241895324502524,0,0,0,0,Neant
3,12,-0.0622228428278825,0,0,0.246322301257269,0,0,0.566902309140758,-0.231926927239215,0,0,0,0,Neant
4,12,-0.0783026496306219,0,0,-0.769076790956026,0,0,-0.088797754007791,-0.11746861599246,0,0,0,0,Neant
5,12,-0.0646874849371345,0,0,-0.227407914516695,0,0,0.271693724870404,-0.0826696470109947,0,0,0,0,Neant
6,12,0.0607484118374233,0,0,0.0560118760996937,0,0,0.633953444694646,0.0430134383820161,0,0,0,0,Neant
7,12,0.198475941145846,0,0,-0.599059619212821,0,0,0.700547818031074,-0.108470970745523,0,0,0,0,Neant
8,12,-0.0421965296670521,0,0,0.30687167438688,0,0,0.678406759590886,-0.00460217386864147,0,0,0,0,Neant
9,12,-0.0261622492721386,0,0,-0.222365096421132,0,0,-0.0514066215809804,0.2248396280218,0,0,0,0,Neant
10,12,0.00628874591376544,0,0,-0.155678920417816,0,0,0.953079773246129,0.132055925719739,0,0,0,0,Neant
11,12,-0.0496649988163505,0,0,0.447525928111149,0,0,0.653544237766658,0.161790908371236,0,0,0,0,Neant
12,12,-0.0129136916728676,0,0,0.580171751412298,0,0,0.944832522757469,-0.0715526315366901,0,0,0,0,Neant
13,12,0.132266893194139,0,0,-0.38878156762895,0,0,0.538037481550773,-0.132457423549536,0,0,0,0,Neant
14,12,0.0211438656374088,0,0,-0.331112240697539,0,0,0.094974588712884,0.0540750068098725,0,0,0,0,Neant
15,12,-0.00664408436677657,0,0,-0.211735310862179,0,0,0.475130501601904,0.158329752401082,0,0,0,0,Neant
16,12,-0.044441625969032,0,0,-0.108884494249176,0,0,0.576162219729768,0.282198642231082,0,0,0,0,Neant
17,12,0.0115837264910326,0,0,0.592404690797317,0,0,0.675614140687646,-0.192675287509538,0,0,0,0,Neant
18,12,-0.00652320824192103,0,0,-0.37044058640989,0,0,0.5769570216469,0.0603228100998014,0,0,0,0,Neant
19,12,-0.08261487881959,0,0,-0.0941744323169086,0,0,0.0914311538503723,-0.320498011238183,0,0,0,0,Neant
20,12,-0.117656402646432,0,0,-0.156774810027208,0,0,0.261186484294325,-0.129621408580968,0,0,0,0,Neant
21,12,0.0213072031187947,0,0,-0.340170358976778,0,0,0.689947854522546,0.0106718005708605,0,0,0,0,Neant
1,13,0.0392249779518875,0,0,0.535187082123765,0,0,-0.339713678406376,0.0175009570471112,0,0,0,0,Neant
2,13,-0.0244051729229353,0,0,0.0670959299855312,0,0,-0.354537983485501,-0.0431757967799427,0,0,0,0,Neant
3,13,0.0797009613713108,0,0,0.723137561378921,0,0,-0.183728761231434,0.030164391395705,0,0,0,0,Neant
4,13,0.0578133702756847,0,0,0.352867646175891,0,0,0.407808307505914,0.236132188116035,0,0,0,0,Neant
5,13,0.16029812308123,0,0,-0.0860380347761481,0,0,0.138355308009182,-0.0694183052194396,0,0,0,0,Neant
6,13,-0.0181680287196021,0,0,0.895349174446944,0,0,-0.205111564371193,-0.0182845933711482,0,0,0,0,Neant
7,13,0.00699306086001973,0,0,-0.147750741224183,0,0,-0.335621488081389,0.069126484530629,0,0,0,0,Neant
8,13,0.0288003569449937,0,0,0.149954873387507,0,0,-0.243074333158826,0.137136627527967,0,0,0,0,Neant
9,13,-0.0912192875156524,0,0,-0.489960500500092,0,0,-0.69974613934853,0.0926471121051871,0,0,0,0,Neant
10,13,0.0989029180979636,0,0,-0.209202259526385,0,0,-0.237828130292181,0.0305205823159252,0,0,0,0,Neant
11,13,0.138173823956739,0,0,0.113552680554393,0,0,-0.006997211863492,-0.120000209834029,0,0,0,0,Neant
12,13,-0.0563572972699249,0,0,0.248275706989561,0,0,0.085563876475019,0.0148285617617215,0,0,0,0,Neant
13,13,0.046660713659803,0,0,0.491886153659231,0,0,0.133644676471147,0.0602401866900368,0,0,0,0,Neant
14,13,0.0802599152175545,0,0,-0.807851127432698,0,0,-0.786325741415858,-0.110142917901152,0,0,0,0,Neant
15,13,0.131144729788204,0,0,-0.574280144791965,0,0,-0.306561780514075,0.169541314687049,0,0,0,0,Neant
16,13,0.0112193444552604,0,0,-0.0902331266650062,0,0,-0.165423415384704,0.0509584688120842,0,0,0,0,Neant
17,13,0.0991409271562892,0,0,0.482663303232121,0,0,0.375044593998702,0.0171874179837516,0,0,0,0,Neant
18,13,-0.0549338259261819,0,0,0.077797875501859,0,0,-0.210953783701039,-0.00739202039547991,0,0,0,0,Neant
19,13,-0.058343810125432,0,0,-0.0167219069967822,0,0,-0.632189491554671,0.0135457233224316,0,0,0,0,Neant
20,13,-0.00861772882805709,0,0,0.602291099131349,0,0,-0.0940051537601404,-0.0564380966918651,0,0,0,0,Neant
21,13,0.0547240119085386,0,0,0.187646301317528,0,0,0.216310300235066,-0.182918521482811,0,0,0,0,Neant
1,14,-0.0726072413172018,0,0,0.231650836606535,0,0,-0.249265088605703,-0.00645505183751365,0,0,0,0,Neant
2,14,-0.0375728006199831,0,0,0.381033250707524,0,0,-0.70859874815617,-0.0514153582034955,0,0,0,0,Neant
3,14,0.0149857968551805,0,0,0.183566640709436,0,0,-0.528141170046085,0.0311362912076883,0,0,0,0,Neant
4,14,0.0159485219261538,0,0,0.542237486762255,0,0,-0.22061514078673,0.212191347495746,0,0,0,0,Neant
5,14,0.134540489747434,0,0,0.713509569999858,0,0,-0.142685531785006,-0.0923469038637874,0,0,0,0,Neant
6,14,0.071347192133269,0,0,-0.107166274063842,0,0,-0.0555308794231342,0.330877142571252,0,0,0,0,Neant
7,14,0.147462037493165,0,0,-0.648783500560365,0,0,-0.196555327357796,0.0505687666134667,0,0,0,0,Neant
8,14,-0.0903573483272539,0,0,-0.295632683175054,0,0,-0.90370077140769,0.00123068916217166,0,0,0,0,Neant
9,14,0.0587972179523684,0,0,-0.047006201935102,0,0,-0.371976943220499,-0.108562483885168,0,0,0,0,Neant
10,14,-0.0236135667589896,0,0,0.126291198001143,0,0,-0.270382703991336,0.0198641600624167,0,0,0,0,Neant
11,14,0.0403560685818348,0,0,-0.135900810329688,0,0,-0.0775070693172763,-0.106641263564825,0,0,0,0,Neant
12,14,-0.0764050042456434,0,0,0.147737286609656,0,0,-0.391092027685632,0.149267655553762,0,0,0,0,Neant
13,14,-0.00834000974904315,0,0,0.136180211721977,0,0,-0.350820727734085,0.137014551605476,0,0,0,0,Neant
14,14,0.0647455267289551,0,0,0.0651067767734945,0,0,-0.237889672250635,0.164929370099387,0,0,0,0,Neant
15,14,0.0212946479019186,0,0,-0.00525953607919261,0,0,-0.513456168158337,0.194707551445224,0,0,0,0,Neant
16,14,0.0424537814563664,0,0,-0.473795455646282,0,0,-0.211831848642139,0.169278850508693,0,0,0,0,Neant
17,14,0.0465015993560804,0,0,-0.336911077737068,0,0,-0.389977396896154,-0.0577919988713272,0,0,0,0,Neant
18,14,-0.0594215463208165,0,0,0.0166062043699897,0,0,-0.236918649042606,0.153092349673398,0,0,0,0,Neant
19,14,0.0255907322128541,0,0,-0.485524035098943,0,0,-0.820343182502941,-0.16780694821866,0,0,0,0,Neant
20,14,0.186999309071623,0,0,0.0200274920626218,0,0,-0.09923562346764,0.144687322314128,0,0,0,0,Neant
21,14,0.145946979453042,0,0,0.240139001397425,0,0,0.00906369007061053,0.0698105573026182,0,0,0,0,Neant
1,15,0.0867907118059558,0,0,-0.561088677845297,0,0,-0.644449606546445,0.123529668909505,0,0,0,0,Neant
2,15,0.0349537692830843,0,0,-0.133931567220312,0,0,-0.93314805193179,-0.209695609203046,0,0,0,0,Neant
3,15,0.000294235790045047,0,0,-0.252779626805026,0,0,-1.02211541469936,0.2286161013383,0,0,0,0,Neant
4,15,-0.0927617984276267,0,0,-0.141548263337612,0,0,-1.28479168255252,-0.0288045676152951,0,0,0,0,Neant
5,15,-0.119433791459079,0,0,0.175736682759721,0,0,-1.07238332781288,-0.237413188874339,0,0,0,0,Neant
6,15,-0.103957119912664,0,0,-0.233116799090741,0,0,-0.680363445197518,-0.0926172416353989,0,0,0,0,Neant
7,15,0.121180539328087,0,0,0.552362404629233,0,0,-0.830058635300246,0.094384706434471,0,0,0,0,Neant
8,15,0.104792254530964,0,0,-0.38088597481473,0,0,-0.725433234175274,0.0525051271743988,0,0,0,0,Neant
9,15,0.0431881410061161,0,0,-0.111187637298471,0,0,-1.06260569561185,0.00329865598787809,0,0,0,0,Neant
10,15,0.0301946144573131,0,0,0.0145223731975024,0,0,-1.0493145326548,0.0192311590292978,0,0,0,0,Neant
11,15,0.030490227802016,0,0,-0.04880397262088,0,0,-0.358794791917925,0.19439746882094,0,0,0,0,Neant
12,15,-0.0266765867051098,0,0,-0.140742847825488,0,0,-0.646361354302119,0.0902123667492945,0,0,0,0,Neant
13,15,-0.0789375161886693,0,0,0.27990866578089,0,0,-1.14987658467357,0.126031675134996,0,0,0,0,Neant
14,15,0.0130546733357733,0,0,0.204293838563802,0,0,-0.770711813203876,0.115046720263811,0,0,0,0,Neant
15,15,-0.0430254903241487,0,0,-0.120469583796537,0,0,-1.59211122323542,0.0293053585731147,0,0,0,0,Neant
16,15,0.0252211992266879,0,0,-0.0561104123195206,0,0,-0.762633432602137,0.114058387005628,0,0,0,0,Neant
17,15,0.0468044630927425,0,0,0.725820054059682,0,0,-0.729996048283105,-0.137027040913571,0,0,0,0,Neant
18,15,0.0431928310997349,0,0,0.361444487463387,0,0,-0.530262103754321,0.00679745361266608,0,0,0,0,Neant
19,15,0.0432675963695277,0,0,-0.182356191400245,0,0,-0.672096175143469,0.0197455538234463,0,0,0,0,Neant
20,15,-0.0462221435220723,0,0,0.387706100422923,0,0,-0.875864502045621,0.153731959657064,0,0,0,0,Neant
21,15,0.0950920793587959,0,0,-0.14060290076905,0,0,-0.779528978815856,0.222519426231548,0,0,0,0,Neant
1,16,-0.0348645888384445,0,0,0.339738086788359,0,0,0.315274436740077,-0.147393997780877,0,0,0,0,Neant
2,16,-0.0342586164276938,0,0,0.191901292046526,0,0,-0.134412306153607,0.115099663271249,0,0,0,0,Neant
3,16,-0.0120049094163697,0,0,0.0649209407432012,0,0,-1.17330700000385,-0.0141590442908754,0,0,0,0,Neant
4,16,-0.0284753423104003,0,0,-0.0184285707010683,0,0,0.326633859305175,0.0131269598345416,0,0,0,0,Neant
5,16,-0.0306344687323886,0,0,-0.225199232942518,0,0,-0.0625445460212366,0.05222008176563,0,0,0,0,Neant
6,16,-0.0834408922383342,0,0,-0.024033812987533,0,0,-0.252313267779574,0.0776454460863248,0,0,0,0,Neant
7,16,-0.038962090575001,0,0,0.099003640998843,0,0,0.263597559314046,0.144305519490358,0,0,0,0,Neant
8,16,-0.0299738929690225,0,0,0.15907549726624,0,0,-0.347591261387784,-0.0081848684116708,0,0,0,0,Neant
9,16,-0.000748010676654386,0,0,0.681601561518302,0,0,-0.114819291291726,0.146407609348837,0,0,0,0,Neant
10,16,0.00513552740017226,0,0,0.351561422246897,0,0,-0.298721857335788,-0.0281016152596624,0,0,0,0,Neant
11,16,0.0048679978121093,0,0,-0.398653723288975,0,0,-0.302940818090769,0.172910385303477,0,0,0,0,Neant
12,16,-0.070295489067074,0,0,0.323502898116367,0,0,0.222193300214016,-0.0865694719726641,0,0,0,0,Neant
13,16,-0.0304939771599089,0,0,0.473311543047238,0,0,-0.0297458661418564,-0.047923174293269,0,0,0,0,Neant
14,16,-0.0567639616916293,0,0,0.220105962860726,0,0,-0.213575909947103,0.0639865621126595,0,0,0,0,Neant
15,16,-0.0547348250188414,0,0,0.107967681091915,0,0,-0.071788303523964,-0.0483665481273984,0,0,0,0,Neant
16,16,-0.000158475589037053,0,0,0.317788983082566,0,0,0.1543037916604,0.020956605656804,0,0,0,0,Neant
17,16,-0.0345365633053832,0,0,-0.476910313037461,0,0,-0.514921737982071,0.137679922841362,0,0,0,0,Neant
18,16,-0.0179149038093451,0,0,-0.0442209848521357,0,0,-0.220837039499049,0.311451649427264,0,0,0,0,Neant
19,16,-0.0304766433641763,0,0,0.44001495375416,0,0,0.118152054964652,0.100095382873456,0,0,0,0,Neant
20,16,0.00221933307929965,0,0,0.64360845144983,0,0,-0.624554843534573,-0.0880060631519232,0,0,0,0,Neant
21,16,-0.0405218644883876,0,0,-0.411562385672757,0,0,-0.624554843534573,0.182113127386371,0,0,0,0,Neant
1,17,-0.0326567193496372,0,0,-0.00184388411570829,0,0,1.00802464683123,-0.15656372769113,0,0,0,0,Neant
2,17,-0.130915528481545,0,0,0.0458117874777741,0,0,0.26899774830683,-0.0467909857128812,0,0,0,0,Neant
3,17,-0.0690347705676238,0,0,0.205413466180748,0,0,0.489489451327654,0.132428521183187,0,0,0,0,Neant
4,17,-0.00580267538196998,0,0,0.513347738668005,0,0,1.16654701530147,-0.0221881900944694,0,0,0,0,Neant
5,17,-0.157181324674721,0,0,-0.167025005630532,0,0,-0.0472742744856117,0.15353308609398,0,0,0,0,Neant
6,17,-0.050505020558909,0,0,-0.0707534702832722,0,0,0.861776773219355,-0.0241883103396909,0,0,0,0,Neant
7,17,-0.00850130119246475,0,0,0.52386422145777,0,0,1.00149168427773,-0.0264959147778865,0,0,0,0,Neant
8,17,0.0184031803091719,0,0,0.453320331923554,0,0,-0.0405501189058907,-0.171970564243616,0,0,0,0,Neant
9,17,-0.0878450440759097,0,0,0.0642602202335219,0,0,0.647903723402635,0.0173224978062124,0,0,0,0,Neant
10,17,-0.0899521746048675,0,0,-0.0317320358277638,0,0,0.597035302499104,0.0185750777980615,0,0,0,0,Neant
11,17,-0.186966690551424,0,0,0.292740174438869,0,0,-0.029877416580741,-0.107393582321785,0,0,0,0,Neant
12,17,-0.0891845600006934,0,0,-0.406985882776102,0,0,0.617785370297942,0.15603516565107,0,0,0,0,Neant
13,17,-0.0457806922846905,0,0,0.0170142430123991,0,0,0.673546135677243,0.0256093728590247,0,0,0,0,Neant
14,17,-0.0518419327208174,0,0,-0.0173324204897652,0,0,1.09268915738416,-0.0193748637197438,0,0,0,0,Neant
15,17,0.0270519176049844,0,0,-0.119378196077337,0,0,0.498090960446811,0.043937904446174,0,0,0,0,Neant
16,17,-0.115562746485702,0,0,0.00016807065054214,0,0,-0.0519514156051723,0.191648708963354,0,0,0,0,Neant
17,17,-0.102667641823607,0,0,0.460951988664215,0,0,0.630230433892509,0.248203382015352,0,0,0,0,Neant
18,17,0.00135690917866269,0,0,-0.359780715748132,0,0,0.298866790022316,0.0717677047504942,0,0,0,0,Neant
19,17,-0.0845711381333231,0,0,-0.00217837582817459,0,0,0.0726548401928188,-0.041087335762141,0,0,0,0,Neant
20,17,-0.0417652537102803,0,0,0.268689035749066,0,0,0.14146587138837,-0.165693880875209,0,0,0,0,Neant
21,17,-0.119053711397162,0,0,0.0998086069203441,0,0,0.934475110210953,-0.198078723497547,0,0,0,0,Neant
1,18,-0.0590437185001211,0,0,-0.552038927627317,0,0,0.574922497454475,-0.213844343349274,0,0,0,0,Neant
2,18,0.0519121962135209,0,0,0.283734954308501,0,0,1.30893135171374,0.171232740123305,0,0,0,0,Neant
3,18,-0.113748074031063,0,0,-0.508627380107352,0,0,-0.024117277002212,0.0930551231398621,0,0,0,0,Neant
4,18,-0.00503257702455874,0,0,-0.219480550639039,0,0,0.763452638302204,-0.145141452273454,0,0,0,0,Neant
5,18,-0.0504823931519393,0,0,0.703946155189963,0,0,1.36957886436863,-0.336451133453635,0,0,0,0,Neant
6,18,-0.0987811583476646,0,0,-0.331662257406779,0,0,0.573724795077279,-0.0928517492037402,0,0,0,0,Neant
7,18,-0.0551134759015938,0,0,0.145888368892323,0,0,0.689944520542676,0.00973676254488478,0,0,0,0,Neant
8,18,-0.0676028893425753,0,0,0.330540337343562,0,0,0.782115817576095,-0.157544020035637,0,0,0,0,Neant
9,18,-0.0292580671155537,0,0,-0.605185715695499,0,0,1.08416653042304,0.0723375496916503,0,0,0,0,Neant
10,18,0.0357213252921434,0,0,-0.0330869047116138,0,0,1.18798343427906,-0.125750333506415,0,0,0,0,Neant
11,18,0.0640866426963068,0,0,-0.406899605808903,0,0,0.715862405250869,0.0557408261288734,0,0,0,0,Neant
12,18,-0.0817713835176779,0,0,-0.528990373084056,0,0,1.50020045162035,0.153235675930306,0,0,0,0,Neant
13,18,0.0280519694978343,0,0,0.640470140928604,0,0,1.71461399205471,0.0323627191315763,0,0,0,0,Neant
14,18,-0.0283596135035765,0,0,-0.300326429450967,0,0,1.02420624781192,0.0380100444342738,0,0,0,0,Neant
15,18,-0.0948340215488867,0,0,-0.323415857585389,0,0,0.483777152504428,-0.13603995598695,0,0,0,0,Neant
16,18,-0.139744666550839,0,0,-0.323415857585389,0,0,0.517848978189717,-0.103908812810223,0,0,0,0,Neant
17,18,-0.0886062657011789,0,0,-0.323415857585389,0,0,0.687574353133671,0.0733996671584511,0,0,0,0,Neant
18,18,-0.147949747150509,0,0,-0.38701568117315,0,0,-0.0525467256463192,-0.103119940954384,0,0,0,0,Neant
19,18,0.0584260988603485,0,0,-0.489634287771412,0,0,0.74035715757291,0.31243874957116,0,0,0,0,Neant
20,18,0.00523172962908937,0,0,-0.102774430699004,0,0,0.688164426094005,0.0752599901623453,0,0,0,0,Neant
21,18,0.0362522183440649,0,0,-0.475448457418319,0,0,1.23703663551631,-0.167875363282226,0,0,0,0,Neant
1,19,0.00041156357624493,0,0,-0.834676693419524,0,0,-0.507216460623353,0.281630223380935,0,0,0,0,Neant
2,19,0.0966234968775611,0,0,-0.396513176770807,0,0,-1.29882426834073,-0.416531885283641,0,0,0,0,Neant
3,19,0.0732030643145053,0,0,-0.164295921327005,0,0,-0.147226361648123,0.0139204130663798,0,0,0,0,Neant
4,19,-0.142578073223231,0,0,-0.645439376057385,0,0,-0.866702652361064,-0.156536857961493,0,0,0,0,Neant
5,19,0.0320225725769352,0,0,0.27647194639881,0,0,-0.292992057742769,0.152807362899316,0,0,0,0,Neant
6,19,0.0393687709537503,0,0,-0.107827526024045,0,0,-0.487669661963831,-0.0615645825795882,0,0,0,0,Neant
7,19,0.137417702897843,0,0,-0.20967927715195,0,0,-0.361975640451543,0.189442246189859,0,0,0,0,Neant
8,19,0.071602187810305,0,0,-0.211042564579103,0,0,-0.235951944547129,-0.0388417036579696,0,0,0,0,Neant
9,19,0.0897364202563788,0,0,0.0233572734266795,0,0,-0.395088702305691,-0.0213476505872117,0,0,0,0,Neant
10,19,0.114711707789785,0,0,-0.0766263862163928,0,0,-0.395088702305691,-0.0772071069003726,0,0,0,0,Neant
11,19,0.0236257143415104,0,0,-0.0568162494033367,0,0,-0.102724817164702,0.186024599431435,0,0,0,0,Neant
12,19,0.0871443196834163,0,0,-0.0668345453751137,0,0,-0.229299131249894,0.0773036721470842,0,0,0,0,Neant
13,19,-0.0799685785993464,0,0,0.51500471228673,0,0,-0.60967064242847,0.0896611760298592,0,0,0,0,Neant
14,19,-0.0493529526495612,0,0,-0.132235723770012,0,0,-0.55413137994689,0.25207844587597,0,0,0,0,Neant
15,19,-0.0559069959420603,0,0,0.295107127702715,0,0,-0.627063628516931,0.225164327961811,0,0,0,0,Neant
16,19,-0.0538031634399333,0,0,-0.31528480648673,0,0,-0.624690345827835,0.164881676411562,0,0,0,0,Neant
17,19,0.0620643634749306,0,0,-0.394507143433333,0,0,-0.336223980878351,0.0488952942209032,0,0,0,0,Neant
18,19,-0.0752213011880088,0,0,-0.127539771654074,0,0,-0.73587331959965,0.229191486349204,0,0,0,0,Neant
19,19,0.014604343346213,0,0,0.387591847473603,0,0,-0.463105654775539,-0.122907324322692,0,0,0,0,Neant
20,19,-0.0436416685720761,0,0,-0.0458302230278753,0,0,-0.366171919008331,0.00180800294523277,0,0,0,0,Neant
21,19,-0.0663374284122616,0,0,0.749261828595483,0,0,-0.412210109656927,0.226363192414746,0,0,0,0,Neant
1,20,0.203072410681746,0,0,0.18053715696781,0,0,-0.586357378179249,-0.151418910317599,0,0,0,0,Neant
2,20,0.0339413583730587,0,0,-0.218866573279348,0,0,-0.787617982516972,-0.116521059862444,0,0,0,0,Neant
3,20,0.0198581733860645,0,0,0.0463496323899567,0,0,-0.731730308580217,0.0563793648942733,0,0,0,0,Neant
4,20,0.0182136007992734,0,0,-0.254590479108195,0,0,-0.92082697545965,0.0729569550198245,0,0,0,0,Neant
5,20,-0.0544608495385419,0,0,-0.355551315533398,0,0,-0.761611186151256,-0.0530604116694331,0,0,0,0,Neant
6,20,-0.048148493345655,0,0,0.571717800067693,0,0,-0.396840709944281,0.123852130258507,0,0,0,0,Neant
7,20,0.0214001159375021,0,0,-0.0144219201097874,0,0,-0.819947668571347,0.130709822218821,0,0,0,0,Neant
8,20,-0.0387416977121498,0,0,0.427279131835064,0,0,-0.742899464867983,-0.0266077464645817,0,0,0,0,Neant
9,20,0.0603507391781137,0,0,-0.346412409674482,0,0,-1.23807672006389,-0.205304991628374,0,0,0,0,Neant
10,20,-0.10722993654685,0,0,-0.385013983481444,0,0,-1.14505098107034,0.278579386675731,0,0,0,0,Neant
11,20,-0.111847032712778,0,0,0.238138657934822,0,0,-0.914415867972605,-0.0473881083646014,0,0,0,0,Neant
12,20,-0.0175289076452119,0,0,0.331209693620658,0,0,-0.980630964856291,0.166783510926443,0,0,0,0,Neant
13,20,0.0229848519705525,0,0,-0.10546780317632,0,0,-0.827051569000793,0.074713797970841,0,0,0,0,Neant
14,20,0.0395781626570419,0,0,0.116749136926732,0,0,-0.574552353312917,-0.0481272357315475,0,0,0,0,Neant
15,20,-0.0193537411939578,0,0,0.120536303390572,0,0,-0.819482408684718,0.185601692621384,0,0,0,0,Neant
16,20,0.155647435371119,0,0,0.626380053252504,0,0,-0.487192451277891,-0.223981490234693,0,0,0,0,Neant
17,20,-0.0366562519928932,0,0,-0.0205205156011199,0,0,-1.24282697801569,-0.073800127475492,0,0,0,0,Neant
18,20,0.115292870629758,0,0,0.737726307117996,0,0,-0.189393450375027,0.199749449191803,0,0,0,0,Neant
19,20,0.0850804416858037,0,0,-0.140377431579937,0,0,-0.995156468170281,0.0778465095615526,0,0,0,0,Neant
20,20,-0.0282620286318934,0,0,-0.546910894320835,0,0,-0.710991366642995,0.104351632280189,0,0,0,0,Neant
21,20,-0.0179879001695323,0,0,0.0499447532040767,0,0,-1.09491054785235,0.00616273948914967,0,0,0,0,Neant
1,21,0.0021185767370954,0,0,0.138220568506861,0,0,-0.571351652936437,0.262993322322145,0,0,0,0,Neant
2,21,0.032353576692873,0,0,0.520102502481451,0,0,-0.295515869145715,0.2108668913332,0,0,0,0,Neant
3,21,-0.0439100270863702,0,0,0.0891617351422602,0,0,-0.371382736062011,-0.0127763648112696,0,0,0,0,Neant
4,21,-0.045309471405017,0,0,-0.380631705744893,0,0,-0.475848570138792,0.168663066779587,0,0,0,0,Neant
5,21,-0.00852705589708697,0,0,-0.232810026315226,0,0,-0.310687836955512,0.0392803451164259,0,0,0,0,Neant
6,21,0.134722904819796,0,0,1.15621179400043,0,0,0.0442025991866929,0.0351609195493472,0,0,0,0,Neant
7,21,-0.00918124313556504,0,0,0.682950478567215,0,0,-0.0212478557519401,0.0679876632698621,0,0,0,0,Neant
8,21,0.0371005484326521,0,0,-0.282452915415703,0,0,-0.792563897896768,-0.269929860611037,0,0,0,0,Neant
9,21,0.00122106783395744,0,0,-0.284663864082072,0,0,-0.246419925284144,-0.113613285497789,0,0,0,0,Neant
10,21,0.0416271789508221,0,0,0.354875668876594,0,0,0.00736945058861982,0.0929245827205635,0,0,0,0,Neant
11,21,-0.00142050052671469,0,0,0.340670402254308,0,0,0.18335376279582,-0.167912733297113,0,0,0,0,Neant
12,21,0.0925319781837032,0,0,0.0671551386915807,0,0,-0.165597811361799,-0.159617106583365,0,0,0,0,Neant
13,21,-0.00270113903952763,0,0,0.151217531103367,0,0,-0.165597811361799,0.0603438123260024,0,0,0,0,Neant
14,21,0.201731836168436,0,0,0.320918735765407,0,0,-0.375461618276082,-0.190890217146898,0,0,0,0,Neant
15,21,-0.0502405906896803,0,0,-0.488573611148678,0,0,-0.921761408707775,-0.156516279586382,0,0,0,0,Neant
16,21,0.00566867190520466,0,0,0.606632425818853,0,0,-0.51513318212833,0.124374835038812,0,0,0,0,Neant
17,21,0.00168209842002673,0,0,-0.228153766854284,0,0,-0.325192099185375,0.182409018352409,0,0,0,0,Neant
18,21,0.0556413087232576,0,0,0.0634524887423874,0,0,0.453064839914412,0.0939452378684513,0,0,0,0,Neant
19,21,0.104972845395167,0,0,-0.0888507458941749,0,0,-0.395989563527003,-0.202886423069041,0,0,0,0,Neant
20,21,-0.0712329059706795,0,0,-0.22911534595169,0,0,-0.353052815163729,0.226037096661651,0,0,0,0,Neant
21,21,0.0512458689958444,0,0,-0.167656305638313,0,0,-0.591176784984981,0.0734995284445549,0,0,0,0,Neant
1,22,0.0888309214969308,0,0,0.630228328518824,0,0,-0.21024020462294,-0.0436143432354658,0,0,0,0,Neant
2,22,-0.101564841708731,0,0,0.109274254680553,0,0,-0.10156235651729,0.154839294255108,0,0,0,0,Neant
3,22,-0.0473522598288183,0,0,0.161686740209517,0,0,0.158140272531445,-0.159710578954658,0,0,0,0,Neant
4,22,0.0956802814942329,0,0,-0.0270969678449555,0,0,0.241630306381166,0.169034465881659,0,0,0,0,Neant
5,22,0.0605689007481865,0,0,-0.00963681262107358,0,0,0.776950631060334,0.120805659035396,0,0,0,0,Neant
6,22,-0.0590107703230104,0,0,0.620055558273662,0,0,-0.107324196496968,0.0838330427937058,0,0,0,0,Neant
7,22,0.0567557930002373,0,0,0.0326709854964938,0,0,0.749200402871802,0.0319392196246497,0,0,0,0,Neant
8,22,0.0926272082346598,0,0,-0.0233563041813099,0,0,0.137633974373678,0.191817416247804,0,0,0,0,Neant
9,22,0.0767023529013268,0,0,-0.0864458930266948,0,0,0.364924642062594,0.119105583738258,0,0,0,0,Neant
10,22,0.00888761829230779,0,0,0.0292266288930566,0,0,0.953199464971268,-0.0743988636057654,0,0,0,0,Neant
11,22,-0.00885296492545845,0,0,-0.0357607236067763,0,0,-0.196776046210494,-0.249215325378231,0,0,0,0,Neant
12,22,0.0613648955516738,0,0,0.0816220309135928,0,0,0.312955277054187,-0.137094086249126,0,0,0,0,Neant
13,22,0.161999435104438,0,0,0.150286363242385,0,0,0.982078838314561,0.32964808166251,0,0,0,0,Neant
14,22,0.0595479331790545,0,0,-0.286795814497962,0,0,0.164506709047044,-0.0566447054559745,0,0,0,0,Neant
15,22,-0.0365171939727374,0,0,-0.0104742414631325,0,0,-0.105948555532215,0.33169710120755,0,0,0,0,Neant
16,22,-0.0113843665058631,0,0,0.520291144178396,0,0,-0.405519710988638,-0.132947806474538,0,0,0,0,Neant
17,22,0.0297733037259835,0,0,-0.0983038144855034,0,0,0.341520334437925,0.0098654053029392,0,0,0,0,Neant
18,22,0.0333294207788472,0,0,0.00428679990006359,0,0,0.309309496780512,0.15303553182625,0,0,0,0,Neant
19,22,-0.0360801482104535,0,0,-0.132398140867933,0,0,-0.264474022032602,-0.00166548590886637,0,0,0,0,Neant
20,22,0.0649729599420474,0,0,0.382526167452749,0,0,0.234446428220267,0.213601124863528,0,0,0,0,Neant
21,22,-0.0072973797329966,0,0,0.175238149287751,0,0,-0.201969960855096,0.257537687425219,0,0,0,0,Neant
