rep,id,eta_tin,eta_iniT,eta_iniI,eta_beta,eta_rhoX,eta_k,eta_delta,eta_p,eta_c,eta_sigmaX,eta_phiX,eta_dX,source
21,8,0.00867376839422582,0,0,0.111686408859808,0,0,-1.07288733276512,-0.0102148912021802,0,0,0,0,Neant
1,9,0.0507261137615798,0,0,0.0864005220118346,0,0,-0.0209943998326916,-0.166131973540318,0,0,0,0,Neant
2,9,0.0406276772313214,0,0,0.853903193253672,0,0,0.996522554534611,0.0571409803166096,0,0,0,0,Neant
3,9,-0.0608346264468899,0,0,0.332050356168218,0,0,0.104828536386063,0.314993733552818,0,0,0,0,Neant
4,9,0.0346600511170136,0,0,-0.491378808018956,0,0,0.00967796148318835,-0.0306785129733919,0,0,0,0,Neant
5,9,0.0267108656413473,0,0,-0.00593059873079517,0,0,0.532408443750231,-0.090592508510413,0,0,0,0,Neant
6,9,0.000949358631899322,0,0,0.13817417849466,0,0,0.603233566626396,0.0666116895111664,0,0,0,0,Neant
7,9,-0.158637502989252,0,0,-0.210824568194083,0,0,-0.351707778732931,0.0059865184005557,0,0,0,0,Neant
8,9,-0.00901968680749832,0,0,-1.0142222507351,0,0,0.076737127023807,0.133066701429948,0,0,0,0,Neant
9,9,-0.0509442512013635,0,0,-0.516587412483724,0,0,0.604478547739203,0.0626315150587227,0,0,0,0,Neant
10,9,-0.0707572768175487,0,0,0.0655530042251562,0,0,-0.117075011832708,-0.265589169620839,0,0,0,0,Neant
11,9,0.0447107533406556,0,0,-0.232774104565783,0,0,0.592032044725598,-0.143560414853868,0,0,0,0,Neant
12,9,0.0825071905819888,0,0,0.0326076744329077,0,0,0.613359208367776,-0.0459158469339458,0,0,0,0,Neant
13,9,-0.0990188529844674,0,0,-0.225401064412553,0,0,0.113924431146351,0.0812903193133436,0,0,0,0,Neant
14,9,-0.170042624287497,0,0,0.52462853209512,0,0,-0.12265950128457,0.159051070774108,0,0,0,0,Neant
15,9,0.0604632002109862,0,0,-0.37155453460154,0,0,0.52166547058329,0.0791896063902003,0,0,0,0,Neant
16,9,-0.0349918038834168,0,0,0.168323234080662,0,0,-0.0766803132179661,-0.254111557041399,0,0,0,0,Neant
17,9,-0.0319266006506683,0,0,0.176942912844095,0,0,-0.0461286636833955,-0.143817223935079,0,0,0,0,Neant
18,9,0.00133370364444545,0,0,0.139392842745421,0,0,0.834957241484071,-0.114380617867301,0,0,0,0,Neant
19,9,-0.0295103965233966,0,0,-0.0662966757664108,0,0,0.398644799892165,0.0659320179782973,0,0,0,0,Neant
20,9,-0.0630015923720714,0,0,-0.49499273988955,0,0,-0.0257546034765176,0.191478439976764,0,0,0,0,Neant
21,9,-0.0859753228561906,0,0,0.532656049161088,0,0,0.296789161568709,0.0137825809388754,0,0,0,0,Neant
1,10,0.0183868669183542,0,0,0.151543129276843,0,0,-0.51369368180895,0.0551665130502457,0,0,0,0,Neant
2,10,-0.0651470358511004,0,0,0.284009480405575,0,0,-0.643735955521672,-0.0852317308340101,0,0,0,0,Neant
3,10,0.0775871141087957,0,0,0.544867362297818,0,0,-0.513178853772481,-0.137631747347095,0,0,0,0,Neant
4,10,0.107840125324273,0,0,-0.131678392227168,0,0,-0.413140233088035,-0.160811279257368,0,0,0,0,Neant
5,10,0.0473845831166581,0,0,0.308116055458874,0,0,-0.307517571220097,-0.204488204573389,0,0,0,0,Neant
6,10,0.0304773078820818,0,0,0.166402514254885,0,0,-0.517768231250351,0.205232316560708,0,0,0,0,Neant
7,10,-0.0685086320435596,0,0,0.09162205374391,0,0,-0.586019070892367,-0.0135822083636372,0,0,0,0,Neant
8,10,0.188332102572176,0,0,-0.102218656609492,0,0,-0.162954972115395,-0.0370006863832422,0,0,0,0,Neant
9,10,-0.0400066055613395,0,0,-0.219982251922587,0,0,-1.10409777621176,-0.18899999046631,0,0,0,0,Neant
10,10,0.0939843247702879,0,0,-0.192200874873517,0,0,-0.335197909424055,0.0677181990478656,0,0,0,0,Neant
11,10,0.038717227384241,0,0,0.572277762684227,0,0,-0.427130093196614,0.0176925036009347,0,0,0,0,Neant
12,10,0.0229912264122022,0,0,0.521871984298467,0,0,-0.50517908868258,0.107206880361356,0,0,0,0,Neant
13,10,-0.0490524878246779,0,0,0.568990830592879,0,0,-0.545115924395416,0.100869205740554,0,0,0,0,Neant
14,10,0.0268482707428206,0,0,-0.113299596676286,0,0,-0.973221631298902,0.0124462687898797,0,0,0,0,Neant
15,10,0.0181953957592526,0,0,-0.141481425782002,0,0,-0.411062884410526,-0.0780268492735179,0,0,0,0,Neant
16,10,0.146555155228501,0,0,-0.318414601877034,0,0,-0.214134478236521,-0.0843151107355241,0,0,0,0,Neant
17,10,-0.0463745996722544,0,0,-0.0850580748948035,0,0,-1.03250861151845,0.0503855578841381,0,0,0,0,Neant
18,10,0.0333868067205488,0,0,0.173162274296267,0,0,-0.685176961825584,-0.019109550224384,0,0,0,0,Neant
19,10,0.0392761583751864,0,0,0.695042133634705,0,0,-0.653709702708607,0.0349195655148619,0,0,0,0,Neant
20,10,0.0274802958098498,0,0,0.135320255513293,0,0,-0.534311318953026,-0.117710168376488,0,0,0,0,Neant
21,10,0.0565799974799333,0,0,0.0277649244349942,0,0,-0.461651764345599,-0.0825444762173212,0,0,0,0,Neant
1,11,0.0652571758788452,0,0,-0.800987163425498,0,0,-0.0898597783615549,-0.188162437013718,0,0,0,0,Neant
2,11,0.0139639042085823,0,0,-0.136089654951839,0,0,-0.381104470254108,0.0608282625358925,0,0,0,0,Neant
3,11,-0.00557981403870519,0,0,-0.166267129516717,0,0,0.273416439646596,-0.0711124571946442,0,0,0,0,Neant
4,11,0.0915335459884348,0,0,-0.1193095294616,0,0,-0.235131118571704,-0.116372892492423,0,0,0,0,Neant
5,11,-0.116806158534014,0,0,0.669748840259324,0,0,-0.546871866574254,0.132794828364513,0,0,0,0,Neant
6,11,0.081045290994445,0,0,-0.0960798123461289,0,0,0.0920747610332201,0.113315850856664,0,0,0,0,Neant
7,11,-0.0289452926979107,0,0,-0.933983913158243,0,0,-0.82672956034361,-0.119080565359652,0,0,0,0,Neant
8,11,-0.0121219149803659,0,0,-0.144209184503149,0,0,-0.191478975459867,-0.00144395798926764,0,0,0,0,Neant
9,11,0.0859540132107797,0,0,0.414921068713501,0,0,-0.168565687155917,0.252419639906066,0,0,0,0,Neant
10,11,-0.00687909495256636,0,0,-0.391465456822774,0,0,-0.585715170931609,-0.070470836388373,0,0,0,0,Neant
11,11,0.0178021323394811,0,0,-0.279397540516162,0,0,-0.0765468304265179,0.0302809624254067,0,0,0,0,Neant
12,11,-0.0713983879699493,0,0,0.150260587749108,0,0,0.279204499125244,0.071932324332888,0,0,0,0,Neant
13,11,-0.130528581993168,0,0,0.443974473007056,0,0,0.213079825117724,0.0746973491048167,0,0,0,0,Neant
14,11,-0.00170115052014417,0,0,-0.517192265425473,0,0,-0.147360999582013,0.0557315463732702,0,0,0,0,Neant
15,11,-0.0376691255572655,0,0,-0.134192988824422,0,0,-0.604739988050745,-0.208296553086385,0,0,0,0,Neant
16,11,0.0698288858616846,0,0,-0.153543667148423,0,0,0.0794606607958135,-0.140373235607564,0,0,0,0,Neant
17,11,0.147753960506344,0,0,-0.187837582054283,0,0,-0.174613376709359,-0.0383348115776532,0,0,0,0,Neant
18,11,-0.0597066690679265,0,0,-0.358968265585027,0,0,-0.326922916069069,0.0110613481976873,0,0,0,0,Neant
19,11,0.0238177921904856,0,0,-0.0137949379107239,0,0,0.150606848151795,0.111303940204886,0,0,0,0,Neant
