rep,id,tin,iniT,iniI,beta,rhoX,k,delta,p,c,sigmaX,phiX,dX,source
12,20,-1.05037659403003,2666667,0.0333333,3.06627985095285e-8,2,4,0.495203265713918,8597.02268951072,10,1,2,0.2,Neant
13,20,-0.240340040795832,2666667,0.0333333,2.00309994606899e-8,2,4,0.550613361207426,7840.84203853252,10,1,2,0.2,Neant
14,20,0.0915231208949516,2666667,0.0333333,2.48914857958117e-8,2,4,0.655264176374029,6934.47395859129,10,1,2,0.2,Neant
15,20,-1.0868472145352,2666667,0.0333333,2.49835731044997e-8,2,4,0.553501668213833,8760.3348238595,10,1,2,0.2,Neant
16,20,2.40998626671978,2666667,0.0333333,4.07618791171404e-8,2,4,0.695544247023129,5816.22219308024,10,1,2,0.2,Neant
17,20,-1.43255206329294,2666667,0.0333333,2.17682822423777e-8,2,4,0.413920466988945,6758.71177470435,10,1,2,0.2,Neant
18,20,1.60495532071742,2666667,0.0333333,4.53451869916955e-8,2,4,0.848791144603103,8885.15478767458,10,1,2,0.2,Neant
19,20,1.00135959825687,2666667,0.0333333,1.93570920065211e-8,2,4,0.490271185189984,7865.44365002451,10,1,2,0.2,Neant
20,20,-1.26485870738873,2666667,0.0333333,1.2974845754487e-8,2,4,0.596571919240548,8076.70559320938,10,1,2,0.2,Neant
21,20,-1.05955005904311,2666667,0.0333333,2.33204639002043e-8,2,4,0.457790193961084,7321.35319056515,10,1,2,0.2,Neant
1,21,-0.657609181721938,2666667,0.0333333,2.54179889989171e-8,2,4,0.656702542041691,9465.23635497192,10,1,2,0.2,Neant
2,21,-0.0529684077102505,2666667,0.0333333,3.6803319376958e-8,2,4,0.791372640747809,8984.48611399046,10,1,2,0.2,Neant
3,21,-1.57742203444319,2666667,0.0333333,2.42305914096019e-8,2,4,0.752221013585919,7183.99811554422,10,1,2,0.2,Neant
4,21,-1.60536661788331,2666667,0.0333333,1.52861516056343e-8,2,4,0.700930607366059,8613.19646882574,10,1,2,0.2,Neant
5,21,-0.870443653310576,2666667,0.0333333,1.76782798058181e-8,2,4,0.783415629255731,7567.87851085017,10,1,2,0.2,Neant
6,21,1.99276701486692,2666667,0.0333333,6.73227939820307e-8,2,4,0.985650572172632,7536.76732273144,10,1,2,0.2,Neant
7,21,-0.883521108786375,2666667,0.0333333,4.30321777918854e-8,2,4,0.945907428189411,7788.28044515177,10,1,2,0.2,Neant
8,21,0.0419709807216491,2666667,0.0333333,1.68365211956925e-8,2,4,0.563895751261917,5555.02305216247,10,1,2,0.2,Neant
9,21,-0.675554374592446,2666667,0.0333333,1.67999623146955e-8,2,4,0.817554940501156,6494.91230430896,10,1,2,0.2,Neant
10,21,0.132503121824989,2666667,0.0333333,3.1374079853588e-8,2,4,0.963155496248045,7984.93799313714,10,1,2,0.2,Neant
11,21,-0.728369463693113,2666667,0.0333333,3.09452473258063e-8,2,4,1.07348993078737,6151.64607330354,10,1,2,0.2,Neant
12,21,1.15028235132578,2666667,0.0333333,2.37156909315386e-8,2,4,0.862084299155413,6202.8900895447,10,1,2,0.2,Neant
13,21,-0.753973439327251,2666667,0.0333333,2.574194227344e-8,2,4,0.862084299155413,7728.97494030017,10,1,2,0.2,Neant
14,21,3.32689333828294,2666667,0.0333333,3.03583974969601e-8,2,4,0.75016131383362,6011.90828439683,10,1,2,0.2,Neant
15,21,-1.70382020565226,2666667,0.0333333,1.37435647542994e-8,2,4,0.515731795241212,6222.15403023192,10,1,2,0.2,Neant
16,21,-0.586624471899109,2666667,0.0333333,3.99967041391555e-8,2,4,0.682430298443854,8240.05705903073,10,1,2,0.2,Neant
17,21,-0.666336357175301,2666667,0.0333333,1.77593211392965e-8,2,4,0.775868230226372,8732.410528589,10,1,2,0.2,Neant
18,21,0.412771549300208,2666667,0.0333333,2.36301135406265e-8,2,4,1.25485223378754,7993.09202172316,10,1,2,0.2,Neant
19,21,1.39884626206049,2666667,0.0333333,2.03598031470325e-8,2,4,0.73986568458172,5940.21905374363,10,1,2,0.2,Neant
20,21,-2.12270209169459,2666667,0.0333333,1.77425551989586e-8,2,4,0.761534112849407,9121.82168370453,10,1,2,0.2,Neant
21,21,0.324870263974287,2666667,0.0333333,1.88460063835446e-8,2,4,0.647838935046958,7831.3269211124,10,1,2,0.2,Neant
1,22,1.07631857912181,2666667,0.0333333,4.09126142248355e-8,2,4,0.837270296719958,6965.83921486554,10,1,2,0.2,Neant
2,22,-2.72709964219818,2666667,0.0333333,2.47106990875398e-8,2,4,0.89860280373003,8494.94879764153,10,1,2,0.2,Neant
3,22,-1.64615489166997,2666667,0.0333333,2.6005810376917e-8,2,4,1.05725242669917,6202.31031779591,10,1,2,0.2,Neant
4,22,1.2131934467662,2666667,0.0333333,2.16286800405939e-8,2,4,1.11153103785994,8616.39599637426,10,1,2,0.2,Neant
5,22,0.511310190544257,2666667,0.0333333,2.20012547360018e-8,2,4,1.48553127624535,8210.69926783656,10,1,2,0.2,Neant
6,22,-1.87887173102373,2666667,0.0333333,4.05153061410434e-8,2,4,0.895272841838239,7912.6716146624,10,1,2,0.2,Neant
7,22,0.435058730796222,2666667,0.0333333,2.29302486150534e-8,2,4,1.46546579794576,7512.52519141976,10,1,2,0.2,Neant
8,22,1.15218537469281,2666667,0.0333333,2.17079775810325e-8,2,4,1.04414835141646,8814.95622390384,10,1,2,0.2,Neant
9,22,0.833886250575108,2666667,0.0333333,2.04078239817574e-8,2,4,1.19418172239434,8196.7523196293,10,1,2,0.2,Neant
10,22,-0.522257927064102,2666667,0.0333333,2.28532063636478e-8,2,4,1.6132290273285,6754.66630097723,10,1,2,0.2,Neant
11,22,-0.876958724065011,2666667,0.0333333,2.14461051646651e-8,2,4,0.844697804386104,5671.29285283001,10,1,2,0.2,Neant
12,22,0.527227403502475,2666667,0.0333333,2.40529646571523e-8,2,4,1.15900500218876,6344.18310898523,10,1,2,0.2,Neant
13,22,2.53654046149291,2666667,0.0333333,2.57185995504132e-8,2,4,1.63411215953091,10117.6408102022,10,1,2,0.2,Neant
14,22,0.490894044209673,2666667,0.0333333,1.67647836000149e-8,2,4,1.06133947570872,6875.66061260304,10,1,2,0.2,Neant
15,22,-1.42977446317308,2666667,0.0333333,2.19832428235582e-8,2,4,0.896067085746713,10138.3933078479,10,1,2,0.2,Neant
16,22,-0.927560989591184,2666667,0.0333333,3.68100070896989e-8,2,4,0.73512581138507,6370.54247598808,10,1,2,0.2,Neant
17,22,-0.104573659761671,2666667,0.0333333,2.01721114376929e-8,2,4,1.1782817564326,7348.51196363656,10,1,2,0.2,Neant
18,22,-0.0334515491529732,2666667,0.0333333,2.23028542988777e-8,2,4,1.15655521020621,8479.63973926817,10,1,2,0.2,Neant
19,22,-1.4210446477905,2666667,0.0333333,1.95091403822027e-8,2,4,0.807850093864447,7264.26373368095,10,1,2,0.2,Neant
20,22,0.599374360890299,2666667,0.0333333,3.22253477818775e-8,2,4,1.10680413480651,9009.08541196334,10,1,2,0.2,Neant
21,22,-0.845861450369925,2666667,0.0333333,2.63512746343973e-8,2,4,0.841826786979811,9413.73808681315,10,1,2,0.2,Neant
1,23,-1.55604416705589,2666667,0.0333333,1.3995769532015e-8,2,4,1.05057754821968,11280.0169348785,10,1,2,0.2,Neant
2,23,-0.897492431125624,2666667,0.0333333,4.20878746832586e-8,2,4,1.28891943429798,7190.62987912056,10,1,2,0.2,Neant
3,23,-0.646644296042376,2666667,0.0333333,4.61495964740856e-8,2,4,1.41291957495981,6818.1141106024,10,1,2,0.2,Neant
4,23,-0.100031382104371,2666667,0.0333333,1.22362480217144e-8,2,4,0.837530084211741,6576.03034631251,10,1,2,0.2,Neant
5,23,-1.15480675190704,2666667,0.0333333,2.44932457476178e-8,2,4,1.00910867624825,5216.97622294427,10,1,2,0.2,Neant
6,23,-0.654550384910453,2666667,0.0333333,1.69676843049426e-8,2,4,1.01977987547929,6060.39682855213,10,1,2,0.2,Neant
7,23,-1.16641805261627,2666667,0.0333333,1.47114235021048e-8,2,4,1.00002790903337,7113.58751442867,10,1,2,0.2,Neant
8,23,0.556321017544717,2666667,0.0333333,2.0136473459671e-8,2,4,1.43898887346469,8834.88652306661,10,1,2,0.2,Neant
9,23,-1.03182984826911,2666667,0.0333333,2.05790750256985e-8,2,4,1.32837225731641,7919.10287368029,10,1,2,0.2,Neant
10,23,1.65127565396662,2666667,0.0333333,2.9924143277654e-8,2,4,1.37787596911371,8163.33159964297,10,1,2,0.2,Neant
11,23,-2.78070776824358,2666667,0.0333333,1.48679038863778e-8,2,4,0.811654328317643,7547.34942392169,10,1,2,0.2,Neant
12,23,-2.13558625305571,2666667,0.0333333,2.49509579447546e-8,2,4,1.12404034360672,6182.76982635054,10,1,2,0.2,Neant
13,23,-1.02505970184128,2666667,0.0333333,2.70708690556581e-8,2,4,1.0860905261622,7472.54163138596,10,1,2,0.2,Neant
14,23,-2.31488883184689,2666667,0.0333333,1.89299692240361e-8,2,4,1.11302639124857,8524.28231279787,10,1,2,0.2,Neant
15,23,-1.84328205100565,2666667,0.0333333,2.31700615378905e-8,2,4,1.12366821935064,6623.53992936923,10,1,2,0.2,Neant
16,23,-4.53953584787296,2666667,0.0333333,1.64789836324201e-8,2,4,0.743920984293357,6864.08648695317,10,1,2,0.2,Neant
17,23,0.221568313691538,2666667,0.0333333,1.45189995852761e-8,2,4,0.987158381804812,6965.69671966508,10,1,2,0.2,Neant
18,23,-1.9817556311205,2666667,0.0333333,2.5512138112882e-8,2,4,1.41571439502126,6896.46695468412,10,1,2,0.2,Neant
19,23,-0.577307844193164,2666667,0.0333333,1.80675455083626e-8,2,4,1.17490525463716,9739.0999516544,10,1,2,0.2,Neant
20,23,-1.32164176208793,2666667,0.0333333,1.85287447401449e-8,2,4,0.959814872120068,8616.58692822501,10,1,2,0.2,Neant
21,23,-1.39213499755216,2666667,0.0333333,2.00391845085207e-8,2,4,1.14598163479495,7159.57537547727,10,1,2,0.2,Neant
1,24,1.64896141621321,2666667,0.0333333,1.99755053376933e-8,2,4,0.605902630607073,7519.86003937037,10,1,2,0.2,Neant
2,24,-0.63322066918736,2666667,0.0333333,2.05773052169559e-8,2,4,0.820453679419675,7693.49932691285,10,1,2,0.2,Neant
3,24,0.105868580841058,2666667,0.0333333,1.62284889745212e-8,2,4,0.372522918255577,6021.42251140904,10,1,2,0.2,Neant
4,24,1.10805337199145,2666667,0.0333333,1.51781849905911e-8,2,4,0.388525357670583,6712.51734196472,10,1,2,0.2,Neant
5,24,-1.51736283570596,2666667,0.0333333,2.13153804481397e-8,2,4,0.570664830859578,9384.11651591983,10,1,2,0.2,Neant
6,24,-1.54410493316866,2666667,0.0333333,2.10097068991833e-8,2,4,0.592298766140693,7788.03319161797,10,1,2,0.2,Neant
7,24,1.39891249451667,2666667,0.0333333,3.74289173790714e-8,2,4,0.867235085173543,7970.75747657659,10,1,2,0.2,Neant
8,24,1.94489324012052,2666667,0.0333333,3.74289173790714e-8,2,4,0.595567073935475,5652.75766379245,10,1,2,0.2,Neant
9,24,-0.639625126270943,2666667,0.0333333,3.01910533761881e-8,2,4,0.537205172291382,6599.57845907043,10,1,2,0.2,Neant
10,24,0.814507308639852,2666667,0.0333333,2.12339809563229e-8,2,4,0.52582134739273,6628.62394895592,10,1,2,0.2,Neant
11,24,-3.0133247761601,2666667,0.0333333,2.8255635232717e-8,2,4,0.481729731073887,8892.76352049009,10,1,2,0.2,Neant
12,24,-0.506219369307293,2666667,0.0333333,2.28133941568643e-8,2,4,0.516330198855868,6669.87070472288,10,1,2,0.2,Neant
13,24,0.31848569177438,2666667,0.0333333,1.61081483189123e-8,2,4,0.43891674908695,7497.64032553332,10,1,2,0.2,Neant
14,24,0.228352489170344,2666667,0.0333333,4.92043544358021e-8,2,4,0.68284671272767,8528.84576668305,10,1,2,0.2,Neant
15,24,-1.69187719123545,2666667,0.0333333,1.84781180320171e-8,2,4,0.607422303270879,7244.76366986422,10,1,2,0.2,Neant
16,24,0.452198905901011,2666667,0.0333333,4.31219731700673e-8,2,4,0.733840329974255,7771.35554232733,10,1,2,0.2,Neant
17,24,-0.222568151802225,2666667,0.0333333,1.12114484227961e-8,2,4,0.343932085222723,8778.38604416343,10,1,2,0.2,Neant
18,24,-0.113547345826686,2666667,0.0333333,2.02740186648259e-8,2,4,0.67647106192007,6759.58546416645,10,1,2,0.2,Neant
19,24,0.873834634964453,2666667,0.0333333,3.61224109457469e-8,2,4,0.783751118427727,6691.68529939692,10,1,2,0.2,Neant
20,24,-0.0410797044748583,2666667,0.0333333,3.91327367477438e-8,2,4,0.794603030911886,6803.91406626962,10,1,2,0.2,Neant
21,24,-0.211415710600453,2666667,0.0333333,1.49842336103215e-8,2,4,0.409259782741841,5278.34190991862,10,1,2,0.2,Neant
1,25,0.0175062715784422,2666667,0.0333333,2.26484283122725e-8,2,4,0.467888512797355,7310.09220448972,10,1,2,0.2,Neant
2,25,2.31477774568928,2666667,0.0333333,3.49242408077553e-8,2,4,0.637284211194851,7475.99444471717,10,1,2,0.2,Neant
3,25,0.231963746457964,2666667,0.0333333,2.94748136649783e-8,2,4,0.556359428011249,7549.36914564229,10,1,2,0.2,Neant
4,25,0.205408850277228,2666667,0.0333333,2.44714437350785e-8,2,4,0.76239010972503,7437.01598193449,10,1,2,0.2,Neant
5,25,0.334652208094143,2666667,0.0333333,1.59825073836236e-8,2,4,0.593050055348178,8796.10276072982,10,1,2,0.2,Neant
6,25,1.31921848009968,2666667,0.0333333,2.19266282629752e-8,2,4,0.574058764802228,7810.79095836043,10,1,2,0.2,Neant
7,25,0.830492625457525,2666667,0.0333333,2.19266282629752e-8,2,4,0.587525728214711,7810.79095836043,10,1,2,0.2,Neant
8,25,1.89022330242325,2666667,0.0333333,2.83088700730579e-8,2,4,0.75901735179606,7944.63422235465,10,1,2,0.2,Neant
9,25,0.900729925213707,2666667,0.0333333,2.08266269536952e-8,2,4,0.640904709382453,6893.82351963161,10,1,2,0.2,Neant
10,25,-0.849012486662584,2666667,0.0333333,1.98833980663228e-8,2,4,0.60506629736138,6882.24193649465,10,1,2,0.2,Neant
11,25,2.46203449121719,2666667,0.0333333,1.35645296817608e-8,2,4,0.490544926048737,8390.3241409623,10,1,2,0.2,Neant
12,25,1.57069017526533,2666667,0.0333333,2.61691150214531e-8,2,4,0.651575788591448,7683.7655516265,10,1,2,0.2,Neant
13,25,2.02854045769529,2666667,0.0333333,2.21831234862025e-8,2,4,0.519156594895398,6473.77089960164,10,1,2,0.2,Neant
14,25,0.732982736412379,2666667,0.0333333,4.86202624258023e-8,2,4,0.615994202549157,8580.40852304218,10,1,2,0.2,Neant
15,25,0.520692649018987,2666667,0.0333333,2.91449388815172e-8,2,4,0.514474108021556,9894.17120655613,10,1,2,0.2,Neant
16,25,0.650384798280265,2666667,0.0333333,2.70869666798636e-8,2,4,0.517817029021532,6584.31106762606,10,1,2,0.2,Neant
17,25,0.563624200708828,2666667,0.0333333,1.87702434274488e-8,2,4,0.610522622071199,8518.63964956861,10,1,2,0.2,Neant
18,25,0.113363646895168,2666667,0.0333333,2.74470408558606e-8,2,4,0.558546933742223,7261.9437682695,10,1,2,0.2,Neant
19,25,1.91574476163858,2666667,0.0333333,1.34551563690834e-8,2,4,0.71975799969082,7874.02077624593,10,1,2,0.2,Neant
20,25,1.23619707027775,2666667,0.0333333,3.20632912739771e-8,2,4,0.741922025330721,10159.1970828106,10,1,2,0.2,Neant
21,25,1.0251056150331,2666667,0.0333333,2.19354619007937e-8,2,4,0.548074769059515,6533.67742925103,10,1,2,0.2,Neant
1,26,-3.07326835452226,2666667,0.0333333,2.17431524792729e-8,2,4,1.01846958902665,9771.08461441119,10,1,2,0.2,Neant
2,26,-1.07240385629565,2666667,0.0333333,1.87390341675617e-8,2,4,1.19344139651965,8869.953457762,10,1,2,0.2,Neant
3,26,-0.685011856729983,2666667,0.0333333,1.97860682695412e-8,2,4,1.355444341351,6621.07969721402,10,1,2,0.2,Neant
4,26,-1.77224736314378,2666667,0.0333333,1.98398871148648e-8,2,4,0.922881097092243,6863.43117934728,10,1,2,0.2,Neant
5,26,1.03602948690662,2666667,0.0333333,2.13800890991269e-8,2,4,1.22808992624695,7784.62092915887,10,1,2,0.2,Neant
6,26,1.43976752339198,2666667,0.0333333,2.76238561888299e-8,2,4,1.13308131181158,7632.72812719764,10,1,2,0.2,Neant
7,26,-2.23747236865504,2666667,0.0333333,3.05094520114148e-8,2,4,0.750335294653198,6807.53626113586,10,1,2,0.2,Neant
8,26,-2.58595639507814,2666667,0.0333333,2.38830400589117e-8,2,4,0.929127238040861,7276.83614052997,10,1,2,0.2,Neant
9,26,-1.44899320771626,2666667,0.0333333,2.04656063870533e-8,2,4,1.03916799336602,6522.34859473873,10,1,2,0.2,Neant
10,26,-1.15306566831868,2666667,0.0333333,1.75082428729706e-8,2,4,1.17098880025544,7554.99948236143,10,1,2,0.2,Neant
11,26,-0.443683024196344,2666667,0.0333333,1.17849436404571e-8,2,4,0.886448028180678,7621.41121159151,10,1,2,0.2,Neant
12,26,-1.94330348866807,2666667,0.0333333,2.05639818792373e-8,2,4,1.05248284351215,8266.84939064733,10,1,2,0.2,Neant
13,26,-1.232677752876,2666667,0.0333333,9.94749768324658e-9,2,4,0.567340877497205,7020.01717597773,10,1,2,0.2,Neant
14,26,-0.708679198213893,2666667,0.0333333,3.29120555781089e-8,2,4,0.918266061783847,8603.27233696342,10,1,2,0.2,Neant
15,26,1.23846420876428,2666667,0.0333333,1.04379214346076e-8,2,4,0.793153615725895,6127.55292818528,10,1,2,0.2,Neant
16,26,0.917976355024235,2666667,0.0333333,2.30350951541193e-8,2,4,1.11705838853346,6655.5517123013,10,1,2,0.2,Neant
17,26,1.37067236507973,2666667,0.0333333,2.7978053061192e-8,2,4,1.77162636834401,7747.39270995886,10,1,2,0.2,Neant
18,26,-0.950331437329108,2666667,0.0333333,3.65868012611059e-8,2,4,1.20971881370912,8355.78800134833,10,1,2,0.2,Neant
19,26,0.278792890874597,2666667,0.0333333,4.1605598628331e-8,2,4,1.16279522173065,7570.77316223998,10,1,2,0.2,Neant
20,26,0.0657198219807755,2666667,0.0333333,2.06475925398432e-8,2,4,0.831159572852367,6508.03712102949,10,1,2,0.2,Neant
21,26,0.769034430714504,2666667,0.0333333,2.16298989119505e-8,2,4,0.963528841028631,7686.05700840312,10,1,2,0.2,Neant
1,27,-0.996469949730566,2666667,0.0333333,3.054834649828e-8,2,4,0.501854959882226,6647.25024653786,10,1,2,0.2,Neant
2,27,0.170748898969759,2666667,0.0333333,3.8007052891145e-8,2,4,0.373053977429119,7804.40800425406,10,1,2,0.2,Neant
3,27,-1.71597940383001,2666667,0.0333333,1.86733435769715e-8,2,4,0.319716657566765,6031.53978617873,10,1,2,0.2,Neant
4,27,-0.878217266508731,2666667,0.0333333,3.90175855554134e-8,2,4,0.338895522962987,7621.25824139799,10,1,2,0.2,Neant
5,27,1.45552124084943,2666667,0.0333333,3.99613621418305e-8,2,4,0.379567206171441,9251.89576493783,10,1,2,0.2,Neant
6,27,3.00915864624729,2666667,0.0333333,1.26574343344707e-8,2,4,0.410712486639419,7800.17978771525,10,1,2,0.2,Neant
7,27,-1.02254425371199,2666667,0.0333333,1.71275503690547e-8,2,4,0.315580006669629,8086.39507717463,10,1,2,0.2,Neant
8,27,1.3446838846499,2666667,0.0333333,1.86742550124599e-8,2,4,0.443743069666962,8052.56373769647,10,1,2,0.2,Neant
9,27,-0.981698759879041,2666667,0.0333333,2.18479471009357e-8,2,4,0.237641636962041,6789.79330773432,10,1,2,0.2,Neant
10,27,-0.269582403674865,2666667,0.0333333,1.72555181377504e-8,2,4,0.182509555423302,7465.08880067369,10,1,2,0.2,Neant
11,27,-2.91079356377168,2666667,0.0333333,1.97623916316131e-8,2,4,0.284348914845355,7556.4787054254,10,1,2,0.2,Neant
12,27,0.184550520938439,2666667,0.0333333,1.51685947321667e-8,2,4,0.287714629119773,7309.91822651969,10,1,2,0.2,Neant
13,27,0.782454311694323,2666667,0.0333333,1.51168144525062e-8,2,4,0.262816544829442,8812.80713879165,10,1,2,0.2,Neant
14,27,-0.13633742887639,2666667,0.0333333,4.5317625422833e-8,2,4,0.284046991031627,7524.78860095867,10,1,2,0.2,Neant
15,27,-2.48708075794294,2666667,0.0333333,2.54378440819462e-8,2,4,0.376894517331422,8777.31326742805,10,1,2,0.2,Neant
16,27,0.0639879691800941,2666667,0.0333333,1.61611474161045e-8,2,4,0.227707260761986,7287.97674113995,10,1,2,0.2,Neant
17,27,-0.0117779028124685,2666667,0.0333333,1.60911340108794e-8,2,4,0.218873139450279,7585.26458827595,10,1,2,0.2,Neant
18,27,2.50206693112311,2666667,0.0333333,4.73057753433599e-8,2,4,0.305694102455238,5198.92565168144,10,1,2,0.2,Neant
19,27,-1.8886193078178,2666667,0.0333333,5.90794588010292e-8,2,4,0.311131976154739,5414.56044031018,10,1,2,0.2,Neant
20,27,-0.222217465836891,2666667,0.0333333,2.43160532613654e-8,2,4,0.35152369284139,6427.27810625047,10,1,2,0.2,Neant
21,27,-1.5461812580509,2666667,0.0333333,1.39051298171029e-8,2,4,0.247872408130363,7798.00620955022,10,1,2,0.2,Neant
1,28,-1.09247426024339,2666667,0.0333333,3.12253152056222e-8,2,4,1.01801266263124,8658.52537731733,10,1,2,0.2,Neant
2,28,-0.507023659561292,2666667,0.0333333,2.32040624998582e-8,2,4,0.916387319828012,5863.7750115161,10,1,2,0.2,Neant
3,28,-1.64856460858371,2666667,0.0333333,2.62933002042418e-8,2,4,0.907606268175671,8182.49432114883,10,1,2,0.2,Neant
4,28,-2.37738159191948,2666667,0.0333333,5.80869941282681e-8,2,4,0.946023270733144,7156.61208302987,10,1,2,0.2,Neant
5,28,-0.444609516902327,2666667,0.0333333,2.84418919598883e-8,2,4,0.797412863104948,8447.07494182929,10,1,2,0.2,Neant
6,28,-0.846726257776635,2666667,0.0333333,3.59671641772441e-8,2,4,1.11232373391413,8652.37326718555,10,1,2,0.2,Neant
7,28,1.88997612408976,2666667,0.0333333,1.62139743410995e-8,2,4,1.06556243787083,8535.35788417428,10,1,2,0.2,Neant
8,28,1.54083331936783,2666667,0.0333333,1.3616901835488e-8,2,4,0.724694801026605,7978.06506539125,10,1,2,0.2,Neant
9,28,0.407639528036959,2666667,0.0333333,1.68282636354288e-8,2,4,1.02456480340335,6240.10063407098,10,1,2,0.2,Neant
10,28,-0.00486375641351112,2666667,0.0333333,1.08521312671096e-8,2,4,0.565922496685447,5639.89620797343,10,1,2,0.2,Neant
11,28,-0.23138450218206,2666667,0.0333333,2.74170545631111e-8,2,4,0.920101734236179,6822.8284605754,10,1,2,0.2,Neant
12,28,-2.19609497285754,2666667,0.0333333,2.63389706094684e-8,2,4,0.788535994205061,7504.97882658835,10,1,2,0.2,Neant
13,28,0.0658905828607312,2666667,0.0333333,2.23172834764879e-8,2,4,1.16139486118937,6959.0343357154,10,1,2,0.2,Neant
14,28,-2.24967786662489,2666667,0.0333333,1.66086959182051e-8,2,4,0.833213523712008,7529.57525513172,10,1,2,0.2,Neant
15,28,-1.71009427449767,2666667,0.0333333,4.7958014797421e-8,2,4,1.06960174064746,9034.12586954546,10,1,2,0.2,Neant
16,28,-3.08451025780675,2666667,0.0333333,2.73001258126302e-8,2,4,0.814374050723393,8140.0839140589,10,1,2,0.2,Neant
17,28,-1.23717719040199,2666667,0.0333333,2.23081635053295e-8,2,4,0.911227947050813,5676.15850824368,10,1,2,0.2,Neant
18,28,-1.0850123265315,2666667,0.0333333,2.65653667926732e-8,2,4,0.910270089166952,7147.25365717215,10,1,2,0.2,Neant
19,28,-0.72646281683692,2666667,0.0333333,1.97886387599327e-8,2,4,0.936574289937015,6812.58847113294,10,1,2,0.2,Neant
20,28,-0.681487476316344,2666667,0.0333333,1.61775997910426e-8,2,4,0.543656753046191,6701.96770292388,10,1,2,0.2,Neant
21,28,-1.35209168918517,2666667,0.0333333,2.19735103526213e-8,2,4,0.733804529863846,6079.68162062118,10,1,2,0.2,Neant
1,29,-0.488838309786652,2666667,0.0333333,1.77005904636013e-8,2,4,0.636683706088003,7887.64265789698,10,1,2,0.2,Neant
2,29,0.793717540541129,2666667,0.0333333,2.26284053517102e-8,2,4,0.434002415772169,8117.73568969235,10,1,2,0.2,Neant
3,29,-0.330355417929983,2666667,0.0333333,3.16887708652774e-8,2,4,0.528013061288948,6998.50019101459,10,1,2,0.2,Neant
4,29,-0.0740989191184111,2666667,0.0333333,1.52712472018119e-8,2,4,0.643369408916946,8968.4815691767,10,1,2,0.2,Neant
5,29,-2.1508747596919,2666667,0.0333333,1.74955505092567e-8,2,4,0.595562536028028,6881.39360096749,10,1,2,0.2,Neant
6,29,0.881468286598562,2666667,0.0333333,2.599196968469e-8,2,4,0.689312143593443,7921.81165808359,10,1,2,0.2,Neant
7,29,-0.415445992264604,2666667,0.0333333,1.92913241254673e-8,2,4,0.596082270993949,7252.08349384376,10,1,2,0.2,Neant
8,29,-2.62333315258804,2666667,0.0333333,2.11105846851977e-8,2,4,0.433592658966156,7416.3709763846,10,1,2,0.2,Neant
9,29,-1.4816017050955,2666667,0.0333333,1.69312123515982e-8,2,4,0.495373212628547,8377.74426922366,10,1,2,0.2,Neant
10,29,1.14400536285885,2666667,0.0333333,2.0064608590832e-8,2,4,0.453140589990183,6550.76491832607,10,1,2,0.2,Neant
11,29,-0.596208083097219,2666667,0.0333333,3.21068364353827e-8,2,4,0.619846502633809,6776.56164408569,10,1,2,0.2,Neant
12,29,0.398780950373956,2666667,0.0333333,3.17764670350422e-8,2,4,0.588854625759538,7931.04569466311,10,1,2,0.2,Neant
13,29,-0.752556342698134,2666667,0.0333333,2.65501692727735e-8,2,4,0.671883827092795,7236.32203088631,10,1,2,0.2,Neant
14,29,-4.7068190785655,2666667,0.0333333,1.96106017382438e-8,2,4,0.56229290385699,8887.82133226991,10,1,2,0.2,Neant
15,29,0.0419352071455142,2666667,0.0333333,2.62717814535402e-8,2,4,0.443690369614809,7017.02458069295,10,1,2,0.2,Neant
16,29,-1.53694848078279,2666667,0.0333333,1.78123021732335e-8,2,4,0.477557796563539,9693.23118592553,10,1,2,0.2,Neant
17,29,0.171940068319579,2666667,0.0333333,1.98994340569245e-8,2,4,0.635287975354144,7672.67476193994,10,1,2,0.2,Neant
18,29,0.626964351191399,2666667,0.0333333,2.15556710969649e-8,2,4,0.607702258641715,6795.9133523838,10,1,2,0.2,Neant
19,29,-1.00288028750614,2666667,0.0333333,2.16843506653529e-8,2,4,0.679126154930434,8207.6740006868,10,1,2,0.2,Neant
20,29,-0.488310383283752,2666667,0.0333333,2.21592791328808e-8,2,4,0.548037212790998,8195.08795079039,10,1,2,0.2,Neant
21,29,-0.21315526046306,2666667,0.0333333,3.2462921230761e-8,2,4,0.475279726169142,6771.3622610338,10,1,2,0.2,Neant
1,30,-2.36937427024769,2666667,0.0333333,1.49003292499662e-8,2,4,0.350656079560418,8133.71163691267,10,1,2,0.2,Neant
2,30,-1.21102782268366,2666667,0.0333333,2.73927750043665e-8,2,4,0.497848427025777,9206.71940459195,10,1,2,0.2,Neant
3,30,-1.08924283597818,2666667,0.0333333,3.04675205788892e-8,2,4,0.524935567088281,8906.51142218483,10,1,2,0.2,Neant
4,30,0.881875655911969,2666667,0.0333333,4.47899240042771e-8,2,4,0.386681878390407,5561.53960073587,10,1,2,0.2,Neant
5,30,1.30889696875007,2666667,0.0333333,1.82978679909457e-8,2,4,0.474473398667229,7496.70625149048,10,1,2,0.2,Neant
6,30,-0.744199134370112,2666667,0.0333333,2.05190065235365e-8,2,4,0.400760484703267,6199.82807385702,10,1,2,0.2,Neant
7,30,-2.86496026442541,2666667,0.0333333,2.19929483793337e-8,2,4,0.400937255832747,7988.13917370314,10,1,2,0.2,Neant
