rep,ID,trans_tin_simulated,trans_beta_simulated,trans_delta_simulated,trans_p_simulated,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
0,1,-0.118633,-3.88724,-0.728112,8.88518,-0.0836305,-0.102464,0.137819,-0.00721088,Neant,All,#4682B4,0
1,1,-0.0933551,-4.46203,-0.695443,9.06067,-0.0583531,-0.67726,0.170489,0.16828,Neant,All,#4682B4,0
2,1,-0.0707657,-3.58849,-0.140947,8.83878,-0.0357637,0.196286,0.724985,-0.0536042,Neant,All,#4682B4,0
3,1,-0.0707657,-3.66713,-0.133035,9.01274,-0.0357637,0.117642,0.732897,0.120352,Neant,All,#4682B4,0
4,1,-0.0424115,-3.16551,-0.309099,9.22014,-0.00740945,0.619262,0.556833,0.327748,Neant,All,#4682B4,0
5,1,-0.0778713,-4.14672,-0.12881,9.16292,-0.0428693,-0.361948,0.737122,0.27053,Neant,All,#4682B4,0
6,1,-0.0719446,-3.91633,-0.44308,9.0901,-0.0369426,-0.131553,0.422851,0.197714,Neant,All,#4682B4,0
7,1,-0.116527,-3.2201,0.397589,8.9113,-0.0815252,0.564673,1.26352,0.01891,Neant,All,#4682B4,0
8,1,-0.0773918,-2.98005,-0.352423,8.95438,-0.0423898,0.804723,0.513509,0.0619887,Neant,All,#4682B4,0
9,1,-0.084163,-3.58652,-0.293171,8.8705,-0.049161,0.19825,0.57276,-0.021891,Neant,All,#4682B4,0
10,1,-0.084163,-3.89085,-0.365514,9.06545,-0.049161,-0.106081,0.500418,0.173058,Neant,All,#4682B4,0
11,1,-0.0705656,-3.37049,-0.679544,8.97092,-0.0355636,0.414279,0.186388,0.0785277,Neant,All,#4682B4,0
12,1,-0.0402935,-3.55376,0.103978,8.9174,-0.00529148,0.23101,0.96991,0.0250123,Neant,All,#4682B4,0
13,1,-0.123901,-3.13999,-0.442459,8.90924,-0.0888985,0.644785,0.423473,0.0168531,Neant,All,#4682B4,0
14,1,-0.0909524,-3.91217,-0.50403,8.77992,-0.0559504,-0.1274,0.361902,-0.112469,Neant,All,#4682B4,0
15,1,-0.0361349,-3.97092,0.128252,9.07219,-0.00113289,-0.186151,0.994184,0.179806,Neant,All,#4682B4,0
16,1,-0.0721371,-3.76405,-0.355314,8.92269,-0.0371351,0.0207223,0.510618,0.0302978,Neant,All,#4682B4,0
17,1,-0.0964739,-3.37158,-0.912615,8.91282,-0.0614719,0.413194,-0.0466831,0.0204346,Neant,All,#4682B4,0
18,1,-0.0997903,-2.94193,-0.481037,8.98152,-0.0647883,0.842837,0.384895,0.089137,Neant,All,#4682B4,0
19,1,-0.0925362,-3.56249,-0.437222,8.96662,-0.0575342,0.222283,0.42871,0.0742299,Neant,All,#4682B4,0
20,1,-0.111204,-3.60266,-0.400534,8.73378,-0.0762019,0.182116,0.465398,-0.158612,Neant,All,#4682B4,0
0,2,-0.0193513,-4.02956,-1.23587,8.79441,0.0156507,-0.244789,-0.369939,-0.0979774,Neant,All,#4682B4,0
1,2,0.0991162,-3.43415,-1.15613,8.65768,0.134118,0.350625,-0.290197,-0.234708,Neant,All,#4682B4,0
2,2,-0.012475,-3.98572,-1.48014,8.99409,0.022527,-0.200952,-0.614206,0.101698,Neant,All,#4682B4,0
3,2,-0.0310039,-4.12142,-1.42069,8.99409,0.00399813,-0.336652,-0.554755,0.101698,Neant,All,#4682B4,0
4,2,-0.103319,-3.72839,-1.50178,8.88474,-0.068317,0.0563841,-0.63585,-0.00765076,Neant,All,#4682B4,0
5,2,-0.19768,-3.83142,-1.95706,8.72067,-0.162678,-0.0466495,-1.09113,-0.171719,Neant,All,#4682B4,0
6,2,-0.0924621,-4.21931,-1.55547,9.0812,-0.0574601,-0.434541,-0.689536,0.188814,Neant,All,#4682B4,0
7,2,0.000842324,-3.81128,-1.78598,8.82353,0.0358443,-0.0265109,-0.920052,-0.0688532,Neant,All,#4682B4,0
8,2,-0.0491183,-3.16814,-1.23961,8.95227,-0.0141163,0.616631,-0.373675,0.0598815,Neant,All,#4682B4,0
9,2,-0.0491183,-3.83458,-1.12533,8.95227,-0.0141163,-0.0498062,-0.259397,0.0598815,Neant,All,#4682B4,0
10,2,-0.0197795,-3.2598,-1.16029,8.92368,0.0152225,0.524971,-0.294355,0.0312916,Neant,All,#4682B4,0
11,2,-0.102854,-3.40007,-1.38701,8.91872,-0.0678516,0.384706,-0.521074,0.0263367,Neant,All,#4682B4,0
12,2,0.00801159,-3.66479,-0.893363,9.08528,0.0430136,0.119982,-0.0274311,0.192897,Neant,All,#4682B4,0
13,2,-0.0231944,-3.50945,-1.07123,9.15628,0.0118076,0.275325,-0.205297,0.263895,Neant,All,#4682B4,0
14,2,-0.0719749,-3.57095,-1.29429,8.90538,-0.0369729,0.213819,-0.428358,0.0129888,Neant,All,#4682B4,0
15,2,-0.106754,-3.51321,-1.18607,8.79228,-0.0717515,0.271567,-0.320141,-0.100112,Neant,All,#4682B4,0
16,2,-0.0808562,-3.89745,-1.39803,8.93684,-0.0458542,-0.112676,-0.532099,0.0444513,Neant,All,#4682B4,0
17,2,0.0741615,-3.71688,-1.17133,8.95165,0.109164,0.0678917,-0.305403,0.0592626,Neant,All,#4682B4,0
18,2,0.0745853,-3.80062,-1.21749,8.81343,0.109587,-0.0158498,-0.351556,-0.078961,Neant,All,#4682B4,0
19,2,-0.000433134,-3.43295,-1.25943,8.73848,0.0345689,0.351825,-0.393499,-0.153909,Neant,All,#4682B4,0
20,2,-0.0268498,-3.61218,-1.67272,8.8356,0.00815225,0.172588,-0.80679,-0.0567923,Neant,All,#4682B4,0
0,3,-0.108294,-3.41777,-0.144988,8.69289,-0.0732918,0.366999,0.720943,-0.199501,Neant,All,#4682B4,0
1,3,-0.154301,-4.16353,-0.113465,8.70337,-0.119299,-0.378754,0.752467,-0.189022,Neant,All,#4682B4,0
2,3,-0.184632,-3.84381,-0.273375,8.78196,-0.14963,-0.059041,0.592557,-0.110426,Neant,All,#4682B4,0
3,3,-0.12835,-4.16557,-0.0940554,8.91802,-0.0933482,-0.380795,0.771876,0.0256328,Neant,All,#4682B4,0
4,3,-0.0423925,-4.43982,-0.524007,8.79538,-0.00739048,-0.655047,0.341925,-0.0970069,Neant,All,#4682B4,0
5,3,-0.0393722,-4.04248,-0.0639156,8.80788,-0.00437022,-0.257706,0.802016,-0.0845041,Neant,All,#4682B4,0
6,3,0.00276494,-3.36687,-0.33965,8.91785,0.0377669,0.417906,0.526282,0.0254645,Neant,All,#4682B4,0
7,3,-0.0571714,-3.0259,-0.040681,8.82575,-0.0221694,0.758873,0.825251,-0.0666387,Neant,All,#4682B4,0
8,3,-0.164414,-4.69753,0.0455492,9.10414,-0.129412,-0.912759,0.911481,0.211747,Neant,All,#4682B4,0
9,3,-0.149252,-3.75,-0.349594,9.13804,-0.11425,0.0347758,0.516337,0.245656,Neant,All,#4682B4,0
10,3,-0.153558,-4.59111,0.220404,8.97281,-0.118556,-0.80634,1.08634,0.0804266,Neant,All,#4682B4,0
11,3,-0.122344,-3.21773,0.214981,8.71172,-0.0873421,0.567046,1.08091,-0.180671,Neant,All,#4682B4,0
12,3,-0.162149,-4.82416,-0.484338,8.60453,-0.127147,-1.03939,0.381594,-0.287857,Neant,All,#4682B4,0
13,3,-0.218656,-4.07022,-0.552058,8.74037,-0.183654,-0.285446,0.313874,-0.152017,Neant,All,#4682B4,0
14,3,-0.142786,-4.53569,-0.517086,8.92199,-0.107784,-0.75092,0.348846,0.0296036,Neant,All,#4682B4,0
15,3,-0.00773222,-4.07829,-0.372333,8.66576,0.0272698,-0.293517,0.493598,-0.226623,Neant,All,#4682B4,0
16,3,-0.205998,-3.85149,-0.210607,8.8216,-0.170996,-0.0667202,0.655325,-0.0707926,Neant,All,#4682B4,0
17,3,-0.115019,-3.92344,-0.354197,8.93053,-0.0800166,-0.138671,0.511734,0.0381395,Neant,All,#4682B4,0
18,3,0.00865073,-4.21601,0.297396,8.72488,0.0436527,-0.431235,1.16333,-0.167508,Neant,All,#4682B4,0
19,3,0.0110491,-2.89089,0.325453,8.91283,0.0460511,0.893882,1.19138,0.0204383,Neant,All,#4682B4,0
20,3,0.0143758,-3.92574,0.429193,8.73718,0.0493778,-0.140967,1.29512,-0.155212,Neant,All,#4682B4,0
0,4,0.0741968,-3.39185,-0.0651166,9.0509,0.109199,0.392921,0.800815,0.158509,Neant,All,#4682B4,0
1,4,0.0646454,-3.74871,0.786104,8.75748,0.0996474,0.0360622,1.65204,-0.134903,Neant,All,#4682B4,0
2,4,-0.0611009,-3.51535,-1.04676,8.57352,-0.0260989,0.269424,-0.180827,-0.318872,Neant,All,#4682B4,0
3,4,-0.0929218,-3.6039,-0.476469,8.5979,-0.0579198,0.180872,0.389463,-0.294486,Neant,All,#4682B4,0
4,4,0.0497311,-4.23265,-0.552109,8.87271,0.0847331,-0.447882,0.313822,-0.0196747,Neant,All,#4682B4,0
5,4,0.0484973,-3.39349,-0.0408798,8.86429,0.0834993,0.391277,0.825052,-0.0280988,Neant,All,#4682B4,0
6,4,-0.0423596,-4.0622,-0.644663,8.73708,-0.00735763,-0.277425,0.221268,-0.155312,Neant,All,#4682B4,0
7,4,0.0251397,-3.60779,0.0117349,9.04116,0.0601417,0.176979,0.877667,0.148774,Neant,All,#4682B4,0
8,4,-0.048193,-3.86205,0.326752,8.9435,-0.013191,-0.077277,1.19268,0.0511093,Neant,All,#4682B4,0
9,4,-0.0148857,-4.17984,-0.8284,9.04081,0.0201163,-0.395073,0.0375313,0.148421,Neant,All,#4682B4,0
10,4,0.0635216,-3.80671,-0.0822959,8.98518,0.0985236,-0.0219383,0.783636,0.0927921,Neant,All,#4682B4,0
11,4,-0.104142,-3.35327,-0.627482,8.85429,-0.0691404,0.431506,0.23845,-0.0380934,Neant,All,#4682B4,0
12,4,-0.0781956,-3.36203,-0.315026,8.81749,-0.0431936,0.42274,0.550906,-0.0748974,Neant,All,#4682B4,0
13,4,0.00678068,-3.8961,-0.210668,8.81431,0.0417827,-0.111324,0.655263,-0.0780809,Neant,All,#4682B4,0
14,4,-0.0791262,-3.09988,-0.63039,8.99183,-0.0441242,0.684889,0.235542,0.0994423,Neant,All,#4682B4,0
15,4,-0.119154,-4.52207,-1.00453,9.01585,-0.0841516,-0.737298,-0.138594,0.123466,Neant,All,#4682B4,0
16,4,0.0163068,-3.76718,-0.376551,8.91575,0.0513088,0.0175908,0.489381,0.0233587,Neant,All,#4682B4,0
17,4,-0.114966,-3.97734,-0.795891,8.93813,-0.0799645,-0.19257,0.0700409,0.0457471,Neant,All,#4682B4,0
18,4,0.0647549,-4.05772,-0.117711,8.76379,0.0997569,-0.272951,0.748221,-0.128595,Neant,All,#4682B4,0
19,4,0.0209896,-4.33132,-0.635438,8.55526,0.0559916,-0.546543,0.230494,-0.337128,Neant,All,#4682B4,0
20,4,0.0543238,-3.33829,0.0971604,8.81852,0.0893258,0.446481,0.963092,-0.0738646,Neant,All,#4682B4,0
0,5,-0.0835849,-3.64701,-1.17029,8.93978,-0.0485829,0.137759,-0.304362,0.0473948,Neant,All,#4682B4,0
1,5,0.0472306,-4.1592,-1.08815,8.70265,0.0822326,-0.37443,-0.222216,-0.189733,Neant,All,#4682B4,0
2,5,0.053911,-3.69399,-0.428991,9.03483,0.088913,0.0907865,0.43694,0.142439,Neant,All,#4682B4,0
3,5,0.0337166,-3.80594,-0.591075,9.00178,0.0687186,-0.021172,0.274856,0.109394,Neant,All,#4682B4,0
4,5,-0.146118,-3.81837,-0.84439,8.81684,-0.111116,-0.0335998,0.0215421,-0.0755523,Neant,All,#4682B4,0
5,5,0.047276,-3.57436,-0.59258,8.66543,0.082278,0.210417,0.273352,-0.226958,Neant,All,#4682B4,0
6,5,-0.043077,-4.0752,-0.462964,8.9898,-0.008075,-0.290431,0.402968,0.0974104,Neant,All,#4682B4,0
7,5,-0.042278,-3.51438,-0.69397,8.81889,-0.00727603,0.270388,0.171962,-0.0734957,Neant,All,#4682B4,0
8,5,0.112989,-4.36934,-0.0607544,8.91941,0.147991,-0.584571,0.805177,0.0270241,Neant,All,#4682B4,0
9,5,0.0351441,-2.83218,-0.26273,8.94386,0.0701461,0.952596,0.603202,0.0514773,Neant,All,#4682B4,0
10,5,0.0351441,-4.31789,-0.791785,9.00411,0.0701461,-0.533121,0.0741466,0.111724,Neant,All,#4682B4,0
11,5,-0.149521,-3.82229,-0.849146,8.94783,-0.114519,-0.0375164,0.0167858,0.0554426,Neant,All,#4682B4,0
12,5,0.0762926,-3.83275,-0.351632,8.76631,0.111295,-0.047974,0.514299,-0.126074,Neant,All,#4682B4,0
13,5,0.00756399,-3.92926,-0.0430153,8.98485,0.042566,-0.144488,0.822916,0.0924632,Neant,All,#4682B4,0
14,5,-0.0318325,-3.77398,-0.399111,9.03555,0.00316952,0.0107891,0.466821,0.143165,Neant,All,#4682B4,0
15,5,0.126539,-3.11223,0.11462,8.72347,0.161541,0.67254,0.980551,-0.168914,Neant,All,#4682B4,0
16,5,-0.0461238,-4.12077,-0.683404,9.1272,-0.0111218,-0.335999,0.182528,0.234809,Neant,All,#4682B4,0
17,5,-0.0175024,-3.90658,-1.08362,8.97182,0.0174996,-0.121808,-0.217689,0.0794325,Neant,All,#4682B4,0
18,5,-0.086319,-4.0655,-1.10758,8.8217,-0.051317,-0.280731,-0.241646,-0.070691,Neant,All,#4682B4,0
19,5,-0.0393434,-3.52389,-0.516796,8.98938,-0.00434143,0.260885,0.349135,0.0969942,Neant,All,#4682B4,0
20,5,-0.0286606,-3.69941,-1.0222,8.8614,0.0063414,0.0853633,-0.156269,-0.030985,Neant,All,#4682B4,0
0,6,-0.128532,-3.66062,-0.263015,9.19764,-0.0935303,0.12415,0.602917,0.305254,Neant,All,#4682B4,0
1,6,-0.150183,-4.64174,-1.05086,9.02753,-0.115181,-0.856966,-0.184928,0.135139,Neant,All,#4682B4,0
2,6,-0.219613,-3.83474,-0.849313,9.11111,-0.184611,-0.0499704,0.0166182,0.218723,Neant,All,#4682B4,0
3,6,-0.146684,-4.32012,-1.19045,8.45087,-0.111682,-0.535343,-0.324518,-0.441519,Neant,All,#4682B4,0
4,6,0.0201864,-3.8916,-0.679243,8.99198,0.0551884,-0.106824,0.186689,0.0995926,Neant,All,#4682B4,0
5,6,-0.131551,-3.34983,-0.265342,9.03719,-0.096549,0.434938,0.60059,0.144805,Neant,All,#4682B4,0
6,6,0.0525886,-3.6208,0.176306,9.10056,0.0875906,0.163974,1.04224,0.208173,Neant,All,#4682B4,0
7,6,0.055344,-3.4697,-0.468519,8.75006,0.090346,0.31507,0.397413,-0.142332,Neant,All,#4682B4,0
8,6,0.0109985,-3.67378,0.0172864,8.79169,0.0460005,0.110989,0.883218,-0.100695,Neant,All,#4682B4,0
9,6,-0.0275276,-3.74836,-0.922056,9.02322,0.00747443,0.0364144,-0.0561242,0.130831,Neant,All,#4682B4,0
10,6,-0.152486,-4.14697,-0.691262,8.82701,-0.117484,-0.3622,0.17467,-0.0653799,Neant,All,#4682B4,0
11,6,-0.121573,-3.91144,0.751338,8.95632,-0.0865713,-0.126668,1.61727,0.063929,Neant,All,#4682B4,0
12,6,-0.0435845,-3.66555,0.157879,8.84898,-0.00858246,0.119223,1.02381,-0.043409,Neant,All,#4682B4,0
13,6,-0.0228263,-5.04026,-0.421712,8.90518,0.0121757,-1.25549,0.44422,0.0127913,Neant,All,#4682B4,0
14,6,-0.041005,-4.25697,-0.861599,8.79193,-0.00600297,-0.472199,0.00433281,-0.100458,Neant,All,#4682B4,0
15,6,-0.0344269,-4.01856,-0.907422,9.01817,0.000575087,-0.233789,-0.0414899,0.125777,Neant,All,#4682B4,0
16,6,-0.0292282,-3.81144,-0.622511,8.90244,0.00577384,-0.0266703,0.243421,0.0100479,Neant,All,#4682B4,0
17,6,-0.00336595,-4.20029,0.158521,8.96991,0.031636,-0.415519,1.02445,0.0775196,Neant,All,#4682B4,0
18,6,-0.183558,-3.00809,-0.719614,8.80757,-0.148556,0.776679,0.146317,-0.0848185,Neant,All,#4682B4,0
19,6,-0.0982696,-3.7753,-0.0491169,8.96667,-0.0632676,0.00946974,0.816815,0.0742783,Neant,All,#4682B4,0
20,6,-0.0718631,-3.60775,-0.493866,8.88947,-0.0368611,0.177019,0.372066,-0.00291888,Neant,All,#4682B4,0
0,7,-0.085458,-3.41156,-1.02266,8.88848,-0.050456,0.373214,-0.156731,-0.00391222,Neant,All,#4682B4,0
1,7,-0.0734498,-3.69028,-1.29499,9.05389,-0.0384478,0.0944881,-0.429061,0.161506,Neant,All,#4682B4,0
2,7,-0.105448,-3.38941,-0.883713,9.02215,-0.0704458,0.395362,-0.0177811,0.129765,Neant,All,#4682B4,0
3,7,-0.0671699,-3.84132,-1.07898,8.90841,-0.0321679,-0.0565475,-0.213044,0.0160259,Neant,All,#4682B4,0
4,7,0.0192005,-3.53814,-0.827086,8.79229,0.0542025,0.246629,0.0388458,-0.100098,Neant,All,#4682B4,0
5,7,-0.075437,-4.29277,-1.88233,8.65408,-0.040435,-0.507995,-1.0164,-0.238304,Neant,All,#4682B4,0
6,7,-0.0348339,-4.12386,-1.28427,8.89841,0.000168086,-0.339091,-0.418338,0.00602529,Neant,All,#4682B4,0
7,7,-0.159372,-3.54995,-1.10632,8.70628,-0.12437,0.234818,-0.240388,-0.186105,Neant,All,#4682B4,0
8,7,-0.157092,-3.9305,-1.29085,8.89604,-0.12209,-0.145725,-0.424916,0.00365263,Neant,All,#4682B4,0
9,7,0.102798,-3.67429,-0.543164,9.1475,0.1378,0.11048,0.322768,0.255111,Neant,All,#4682B4,0
10,7,-0.0645587,-4.28534,-1.21203,9.13545,-0.0295567,-0.50057,-0.346101,0.243066,Neant,All,#4682B4,0
11,7,0.0314202,-4.32837,-1.33947,8.58337,0.0664222,-0.543595,-0.47354,-0.30902,Neant,All,#4682B4,0
12,7,0.0314202,-3.36469,-1.39667,9.14406,0.0664222,0.420087,-0.530738,0.251677,Neant,All,#4682B4,0
13,7,0.035328,-3.3711,-1.09232,8.82053,0.07033,0.413673,-0.226392,-0.0718574,Neant,All,#4682B4,0
14,7,-0.069647,-3.95657,-1.65762,8.76146,-0.034645,-0.171797,-0.791687,-0.13093,Neant,All,#4682B4,0
15,7,-0.106514,-3.86024,-1.16359,8.89504,-0.0715116,-0.0754701,-0.297657,0.00264999,Neant,All,#4682B4,0
16,7,-0.0268959,-3.64604,-1.00484,9.04443,0.00810613,0.138736,-0.138904,0.15204,Neant,All,#4682B4,0
17,7,-0.00220053,-3.37551,-1.27035,8.8054,0.0328015,0.409258,-0.404417,-0.0869845,Neant,All,#4682B4,0
18,7,0.0208602,-3.72654,-1.13623,8.77669,0.0558622,0.0582336,-0.270303,-0.115696,Neant,All,#4682B4,0
19,7,-0.119848,-3.29944,-0.923755,8.77907,-0.0848463,0.48533,-0.0578235,-0.113322,Neant,All,#4682B4,0
20,7,0.100305,-3.13945,-0.547441,8.71384,0.135307,0.645325,0.31849,-0.178547,Neant,All,#4682B4,0
0,8,0.0196148,-3.66979,-1.29783,8.98528,0.0546168,0.114987,-0.4319,0.0928919,Neant,All,#4682B4,0
1,8,-0.0811904,-3.77182,-1.85262,8.98337,-0.0461884,0.012957,-0.986691,0.0909832,Neant,All,#4682B4,0
2,8,-0.00599836,-3.80896,-2.06394,8.92185,0.0290036,-0.0241848,-1.19801,0.0294611,Neant,All,#4682B4,0
3,8,-0.0696152,-4.37429,-2.33308,8.90392,-0.0346132,-0.58952,-1.46715,0.0115297,Neant,All,#4682B4,0
4,8,-0.0360326,-3.95516,-2.23147,9.05536,-0.00103062,-0.170391,-1.36554,0.162977,Neant,All,#4682B4,0
5,8,-0.074125,-3.52271,-2.16242,9.28009,-0.039123,0.262063,-1.29648,0.387698,Neant,All,#4682B4,0
6,8,0.0203813,-3.9947,-1.79092,8.85236,0.0553833,-0.209933,-0.924992,-0.04003,Neant,All,#4682B4,0
7,8,-0.023489,-3.33604,-2.03521,9.03178,0.011513,0.448736,-1.16928,0.139388,Neant,All,#4682B4,0
8,8,-0.0106139,-2.99233,-1.77853,8.91203,0.0243881,0.792442,-0.912599,0.0196375,Neant,All,#4682B4,0
9,8,-0.0705936,-3.93519,-2.69144,8.77906,-0.0355916,-0.150419,-1.82551,-0.113324,Neant,All,#4682B4,0
10,8,-0.0299999,-3.20825,-2.5186,9.01032,0.00500207,0.576525,-1.65266,0.117934,Neant,All,#4682B4,0
11,8,-0.0280128,-3.94059,-2.28275,8.99065,0.00698924,-0.155817,-1.41682,0.0982578,Neant,All,#4682B4,0
12,8,-0.0372162,-3.9789,-2.1325,8.72033,-0.00221418,-0.194131,-1.26656,-0.172059,Neant,All,#4682B4,0
13,8,-0.0429397,-4.39908,-2.32198,8.93213,-0.00793775,-0.614311,-1.45605,0.0397378,Neant,All,#4682B4,0
14,8,-0.0888957,-3.40684,-1.89297,8.7544,-0.0538937,0.377931,-1.02704,-0.137987,Neant,All,#4682B4,0
15,8,-0.165084,-3.35833,-2.15381,9.06731,-0.130082,0.426439,-1.28788,0.174922,Neant,All,#4682B4,0
16,8,0.00206169,-3.67589,-1.96887,8.98188,0.0370637,0.108878,-1.10294,0.089492,Neant,All,#4682B4,0
17,8,-0.0985714,-4.05025,-2.0557,8.91472,-0.0635694,-0.265475,-1.18976,0.0223351,Neant,All,#4682B4,0
18,8,-0.0974184,-3.37419,-2.29499,8.81411,-0.0624164,0.410579,-1.42906,-0.0782728,Neant,All,#4682B4,0
19,8,-0.0476364,-3.37137,-2.45392,8.90379,-0.0126344,0.413398,-1.58798,0.011399,Neant,All,#4682B4,0
20,8,-0.0263282,-3.67309,-1.93882,8.88217,0.00867377,0.111686,-1.07289,-0.0102149,Neant,All,#4682B4,0
0,9,0.0157241,-3.69837,-0.886926,8.72626,0.0507261,0.0864005,-0.0209944,-0.166132,Neant,All,#4682B4,0
1,9,0.00562568,-2.93087,0.130591,8.94953,0.0406277,0.853903,0.996523,0.057141,Neant,All,#4682B4,0
2,9,-0.0958366,-3.45272,-0.761103,9.20738,-0.0608346,0.33205,0.104829,0.314994,Neant,All,#4682B4,0
3,9,-0.000341948,-4.27615,-0.856254,8.86171,0.0346601,-0.491379,0.00967796,-0.0306785,Neant,All,#4682B4,0
4,9,-0.00829113,-3.7907,-0.333523,8.8018,0.0267109,-0.0059306,0.532408,-0.0905925,Neant,All,#4682B4,0
5,9,-0.0340526,-3.6466,-0.262698,8.959,0.000949359,0.138174,0.603234,0.0666117,Neant,All,#4682B4,0
6,9,-0.19364,-3.9956,-1.21764,8.89837,-0.158638,-0.210825,-0.351708,0.00598652,Neant,All,#4682B4,0
7,9,-0.0440217,-4.79899,-0.789195,9.02545,-0.00901969,-1.01422,0.0767371,0.133067,Neant,All,#4682B4,0
8,9,-0.0859462,-4.30136,-0.261453,8.95502,-0.0509443,-0.516587,0.604479,0.0626315,Neant,All,#4682B4,0
9,9,-0.105759,-3.71922,-0.983007,8.6268,-0.0707573,0.065553,-0.117075,-0.265589,Neant,All,#4682B4,0
10,9,0.00970875,-4.01755,-0.2739,8.74883,0.0447108,-0.232774,0.592032,-0.14356,Neant,All,#4682B4,0
11,9,0.0475052,-3.75216,-0.252572,8.84647,0.0825072,0.0326077,0.613359,-0.0459158,Neant,All,#4682B4,0
12,9,-0.134021,-4.01017,-0.752007,8.97368,-0.0990189,-0.225401,0.113924,0.0812903,Neant,All,#4682B4,0
13,9,-0.205045,-3.26014,-0.988591,9.05144,-0.170043,0.524629,-0.12266,0.159051,Neant,All,#4682B4,0
14,9,0.0254612,-4.15633,-0.344266,8.97158,0.0604632,-0.371555,0.521665,0.0791896,Neant,All,#4682B4,0
15,9,-0.0699938,-3.61645,-0.942612,8.63828,-0.0349918,0.168323,-0.0766803,-0.254112,Neant,All,#4682B4,0
16,9,-0.0669286,-3.60783,-0.91206,8.74857,-0.0319266,0.176943,-0.0461287,-0.143817,Neant,All,#4682B4,0
17,9,-0.0336683,-3.64538,-0.0309744,8.77801,0.0013337,0.139393,0.834957,-0.114381,Neant,All,#4682B4,0
18,9,-0.0645124,-3.85107,-0.467287,8.95832,-0.0295104,-0.0662967,0.398645,0.065932,Neant,All,#4682B4,0
19,9,-0.0980036,-4.27976,-0.891686,9.08387,-0.0630016,-0.494993,-0.0257546,0.191478,Neant,All,#4682B4,0
20,9,-0.120977,-3.25212,-0.569143,8.90617,-0.0859753,0.532656,0.296789,0.0137826,Neant,All,#4682B4,0
0,10,-0.0166151,-3.63323,-1.37963,8.94755,0.0183869,0.151543,-0.513694,0.0551665,Neant,All,#4682B4,0
1,10,-0.100149,-3.50076,-1.50967,8.80716,-0.065147,0.284009,-0.643736,-0.0852317,Neant,All,#4682B4,0
2,10,0.0425851,-3.2399,-1.37911,8.75476,0.0775871,0.544867,-0.513179,-0.137632,Neant,All,#4682B4,0
3,10,0.0728381,-3.91645,-1.27907,8.73158,0.10784,-0.131678,-0.41314,-0.160811,Neant,All,#4682B4,0
4,10,0.0123826,-3.47666,-1.17345,8.6879,0.0473846,0.308116,-0.307518,-0.204488,Neant,All,#4682B4,0
5,10,-0.00452469,-3.61837,-1.3837,9.09762,0.0304773,0.166403,-0.517768,0.205232,Neant,All,#4682B4,0
6,10,-0.103511,-3.69315,-1.45195,8.87881,-0.0685086,0.0916221,-0.586019,-0.0135822,Neant,All,#4682B4,0
7,10,0.15333,-3.88699,-1.02889,8.85539,0.188332,-0.102219,-0.162955,-0.0370007,Neant,All,#4682B4,0
8,10,-0.0750086,-4.00475,-1.97003,8.70339,-0.0400066,-0.219982,-1.1041,-0.189,Neant,All,#4682B4,0
9,10,0.0589823,-3.97697,-1.20113,8.96011,0.0939843,-0.192201,-0.335198,0.0677182,Neant,All,#4682B4,0
10,10,0.00371523,-3.21249,-1.29306,8.91008,0.0387172,0.572278,-0.42713,0.0176925,Neant,All,#4682B4,0
11,10,-0.0120108,-3.2629,-1.37111,8.99959,0.0229912,0.521872,-0.505179,0.107207,Neant,All,#4682B4,0
12,10,-0.0840545,-3.21578,-1.41105,8.99326,-0.0490525,0.568991,-0.545116,0.100869,Neant,All,#4682B4,0
13,10,-0.00815373,-3.89807,-1.83915,8.90483,0.0268483,-0.1133,-0.973222,0.0124463,Neant,All,#4682B4,0
14,10,-0.0168066,-3.92625,-1.27699,8.81436,0.0181954,-0.141481,-0.411063,-0.0780268,Neant,All,#4682B4,0
15,10,0.111553,-4.10319,-1.08007,8.80807,0.146555,-0.318415,-0.214134,-0.0843151,Neant,All,#4682B4,0
16,10,-0.0813766,-3.86983,-1.89844,8.94277,-0.0463746,-0.0850581,-1.03251,0.0503856,Neant,All,#4682B4,0
17,10,-0.00161519,-3.61161,-1.55111,8.87328,0.0333868,0.173162,-0.685177,-0.0191096,Neant,All,#4682B4,0
18,10,0.00427416,-3.08973,-1.51964,8.92731,0.0392762,0.695042,-0.65371,0.0349196,Neant,All,#4682B4,0
19,10,-0.0075217,-3.64945,-1.40024,8.77468,0.0274803,0.13532,-0.534311,-0.11771,Neant,All,#4682B4,0
20,10,0.021578,-3.75701,-1.32758,8.80984,0.05658,0.0277649,-0.461652,-0.0825445,Neant,All,#4682B4,0
0,11,0.0302552,-4.58576,-0.955791,8.70423,0.0652572,-0.800987,-0.0898598,-0.188162,Neant,All,#4682B4,0
1,11,-0.0210381,-3.92086,-1.24704,8.95322,0.0139639,-0.13609,-0.381104,0.0608283,Neant,All,#4682B4,0
2,11,-0.0405818,-3.95104,-0.592515,8.82128,-0.00557981,-0.166267,0.273416,-0.0711125,Neant,All,#4682B4,0
3,11,0.0565315,-3.90408,-1.10106,8.77601,0.0915335,-0.11931,-0.235131,-0.116373,Neant,All,#4682B4,0
